stu_id,dep,top,topN
585,8,2393,84.5583038869
596,8,2407,85.0530035336
597,8,2408,85.0883392226
602,8,2414,85.3003533569
603,8,2415,85.3356890459
606,8,2418,85.4416961131
607,8,2419,85.4770318021
612,8,2425,85.6890459364
613,8,2426,85.7243816254
616,8,2429,85.8303886926
617,8,2430,85.8657243816
624,8,2438,86.148409894
625,8,2439,86.183745583
626,8,2440,86.2190812721
627,8,2441,86.2544169611
634,8,2447,86.4664310954
635,8,2448,86.5017667845
636,8,2451,86.6077738516
637,8,2452,86.6431095406
648,8,2466,87.1378091873
649,8,2467,87.1731448763
650,8,2469,87.2438162544
651,8,2470,87.2791519435
658,8,2477,87.5265017668
659,8,2478,87.5618374558
662,8,2481,87.667844523
663,8,2482,87.703180212
674,8,2493,88.0918727915
675,8,2494,88.1272084806
680,8,2499,88.3038869258
681,8,2500,88.3392226148
690,8,2509,88.6572438163
691,8,2510,88.6925795053
694,8,2513,88.7985865724
695,8,2514,88.8339222615
696,8,2515,88.8692579505
697,8,2516,88.9045936396
706,8,2525,89.222614841
707,8,2526,89.25795053
708,8,2527,89.2932862191
709,8,2530,89.3992932862
712,8,2535,89.5759717314
713,8,2536,89.6113074205
714,8,2537,89.6466431095
715,8,2538,89.6819787986
718,8,2541,89.7879858657
719,8,2542,89.8233215548
732,8,2557,90.3533568905
733,8,2558,90.3886925795
742,8,2567,90.7067137809
743,8,2568,90.74204947
744,8,2569,90.777385159
745,8,2570,90.8127208481
746,8,2571,90.8480565371
747,8,2572,90.8833922261
754,8,2579,91.1307420495
755,8,2580,91.1660777385
756,8,2581,91.2014134276
757,8,2582,91.2367491166
762,8,2587,91.4134275618
763,8,2588,91.4487632509
770,7,596,61.8899273105
771,7,597,61.9937694704
772,8,2595,91.6961130742
773,8,2596,91.7314487633
774,8,2597,91.7667844523
775,8,2598,91.8021201413
786,8,2611,92.2614840989
787,8,2612,92.296819788
796,8,2621,92.6148409894
797,8,2622,92.6501766784
800,8,2625,92.7561837456
801,8,2626,92.7915194346
802,8,2627,92.8268551237
803,8,2628,92.8621908127
816,8,2643,93.3922261484
817,8,2644,93.4275618375
820,8,2647,93.5335689046
821,8,2648,93.5689045936
822,8,2649,93.6042402827
823,8,2650,93.6395759717
824,8,2651,93.6749116608
825,8,2652,93.7102473498
826,8,2653,93.7455830389
827,8,2656,93.851590106
840,8,2669,94.3109540636
841,8,2670,94.3462897527
844,8,2673,94.4522968198
845,8,2674,94.4876325088
878,8,2709,95.7243816254
879,8,2710,95.7597173145
882,8,2713,95.8657243816
883,8,2714,95.9010600707
886,8,2717,96.0070671378
887,8,2718,96.0424028269
890,8,2721,96.148409894
891,8,2722,96.183745583
894,8,2725,96.2897526502
895,8,2726,96.3250883392
896,8,2727,96.3604240283
897,8,2728,96.3957597173
898,8,2729,96.4310954064
899,8,2730,96.4664310954
900,8,2731,96.5017667845
901,8,2732,96.5371024735
908,8,2737,96.7137809187
909,8,2738,96.7491166078
916,8,2745,96.9964664311
917,8,2746,97.0318021201
928,8,2757,97.4204946996
929,8,2758,97.4558303887
932,8,2761,97.5618374558
933,8,2762,97.5971731449
936,8,2765,97.703180212
937,8,2766,97.7385159011
940,8,2769,97.8445229682
941,8,2770,97.8798586572
946,8,2775,98.0565371025
947,8,2776,98.0918727915
948,8,2777,98.1272084806
949,8,2778,98.1625441696
958,8,2787,98.480565371
959,8,2788,98.5159010601
966,8,2795,98.7632508834
967,8,2796,98.7985865724
970,8,2799,98.9045936396
971,8,2800,98.9399293286
988,8,2817,99.5406360424
989,8,2818,99.5759717314
990,8,2821,99.6819787986
991,8,2822,99.7173144876
996,8,2827,99.8939929329
997,8,2828,99.9293286219
998,8,2829,99.964664311
999,8,2830,100.0
1002,8,5,0.17667844523
1003,8,6,0.212014134276
1006,8,9,0.318021201413
1007,8,10,0.353356890459
1010,8,13,0.459363957597
1011,8,14,0.494699646643
1012,8,15,0.530035335689
1013,8,16,0.565371024735
1016,8,19,0.671378091873
1017,8,20,0.706713780919
1020,8,23,0.812720848057
1021,8,24,0.848056537102
1024,8,27,0.95406360424
1025,8,28,0.989399293286
1030,8,33,1.16607773852
1031,8,34,1.20141342756
1036,8,39,1.37809187279
1037,8,40,1.41342756184
1040,8,43,1.51943462898
1041,8,44,1.55477031802
1050,8,53,1.87279151943
1051,8,54,1.90812720848
1054,8,57,2.01413427562
1055,8,58,2.04946996466
1070,8,71,2.50883392226
1071,8,72,2.54416961131
1082,8,83,2.93286219081
1083,8,84,2.96819787986
1084,8,85,3.0035335689
1085,8,86,3.03886925795
1098,8,99,3.49823321555
1099,8,100,3.53356890459
1102,8,103,3.63957597173
1103,8,104,3.67491166078
1108,8,107,3.78091872792
1109,8,108,3.81625441696
1110,8,109,3.85159010601
1111,8,110,3.88692579505
1118,8,115,4.06360424028
1119,8,116,4.09893992933
1124,8,133,4.69964664311
1125,8,134,4.73498233216
1132,8,147,5.19434628975
1133,8,158,5.58303886926
1136,8,191,6.74911660777
1137,8,200,7.06713780919
1138,8,211,7.45583038869
1139,8,222,7.8445229682
1142,8,253,8.93992932862
1143,8,264,9.32862190813
1154,8,385,13.6042402827
1155,8,396,13.9929328622
1170,8,561,19.8233215548
1171,8,572,20.2120141343
1172,8,583,20.6007067138
1173,8,594,20.9893992933
1174,8,605,21.3780918728
1175,8,616,21.7667844523
1182,8,691,24.4169611307
1183,8,702,24.8056537102
1184,8,713,25.1943462898
1185,8,724,25.5830388693
1186,8,735,25.9717314488
1187,8,746,26.3604240283
1192,8,801,28.3038869258
1193,8,812,28.6925795053
1196,8,845,29.8586572438
1197,8,856,30.2473498233
1200,8,889,31.4134275618
1201,8,900,31.8021201413
1202,8,911,32.1908127208
1203,8,922,32.5795053004
1218,8,1085,38.3392226148
1219,8,1096,38.7279151943
1222,8,1129,39.8939929329
1223,8,1140,40.2826855124
1226,16,101,25.0
1227,16,102,25.2475247525
1228,8,1191,42.0848056537
1229,8,1202,42.4734982332
1236,8,1275,45.0530035336
1237,8,1286,45.4416961131
1242,8,1339,47.3144876325
1243,8,1340,47.3498233216
1248,8,1345,47.5265017668
1249,8,1346,47.5618374558
1254,8,1351,47.7385159011
1255,8,1352,47.7738515901
1258,8,1355,47.8798586572
1259,8,1356,47.9151943463
1260,8,1357,47.9505300353
1261,8,1358,47.9858657244
1264,8,1361,48.0918727915
1265,8,1362,48.1272084806
1266,8,1363,48.1625441696
1267,8,1364,48.1978798587
1278,8,1375,48.5865724382
1279,8,1376,48.6219081272
1286,8,1383,48.8692579505
1287,8,1384,48.9045936396
1294,8,1391,49.1519434629
1295,8,1392,49.1872791519
1296,8,1393,49.222614841
1297,8,1394,49.25795053
1300,8,1397,49.3639575972
1301,8,1398,49.3992932862
1302,8,1399,49.4346289753
1303,8,1400,49.4699646643
1308,8,1405,49.6466431095
1309,8,1406,49.6819787986
1312,8,1409,49.7879858657
1313,8,1410,49.8233215548
1328,8,1425,50.3533568905
1329,8,1426,50.3886925795
1330,8,1427,50.4240282686
1331,8,1428,50.4593639576
1332,8,1429,50.4946996466
1333,8,1430,50.5300353357
1334,8,1431,50.5653710247
1335,8,1432,50.6007067138
1338,8,1435,50.7067137809
1339,8,1436,50.74204947
1342,8,1439,50.8480565371
1343,8,1440,50.8833922261
1348,8,1445,51.0600706714
1349,8,1446,51.0954063604
1360,8,1457,51.4840989399
1361,8,1458,51.519434629
1366,8,1463,51.6961130742
1367,8,1464,51.7314487633
1378,8,1475,52.1201413428
1379,8,1476,52.1554770318
1382,8,1479,52.2614840989
1383,8,1480,52.296819788
1384,8,1481,52.332155477
1385,8,1482,52.3674911661
1386,8,1483,52.4028268551
1387,8,1484,52.4381625442
1394,8,1491,52.6855123675
1395,8,1492,52.7208480565
1406,16,119,29.4554455446
1407,16,120,29.702970297
1408,8,1503,53.109540636
1409,8,1504,53.1448763251
1410,8,1505,53.1802120141
1411,8,1506,53.2155477032
1416,8,1511,53.3922261484
1417,8,1512,53.4275618375
1426,8,1521,53.7455830389
1427,8,1522,53.7809187279
1430,8,1525,53.8869257951
1431,8,1526,53.9222614841
1438,8,1533,54.1696113074
1439,8,1534,54.2049469965
1454,8,1549,54.7349823322
1455,8,1550,54.7703180212
1470,8,1565,55.3003533569
1471,8,1566,55.3356890459
1474,8,1569,55.4416961131
1475,8,1570,55.4770318021
1498,8,1595,56.3604240283
1499,8,1596,56.3957597173
1500,8,1597,56.4310954064
1501,8,1598,56.4664310954
1502,8,1599,56.5017667845
1503,8,1600,56.5371024735
1506,8,1603,56.6431095406
1507,8,1604,56.6784452297
1512,8,1609,56.8551236749
1513,8,1610,56.890459364
1514,8,1611,56.925795053
1515,8,1612,56.961130742
1522,8,1619,57.2084805654
1523,8,1620,57.2438162544
1528,8,1625,57.4204946996
1529,8,1626,57.4558303887
1530,8,1627,57.4911660777
1531,8,1628,57.5265017668
1536,8,1635,57.7738515901
1537,8,1636,57.8091872792
1538,8,1637,57.8445229682
1539,8,1638,57.8798586572
1540,8,1639,57.9151943463
1541,8,1640,57.9505300353
1542,8,1641,57.9858657244
1543,8,1642,58.0212014134
1550,8,1649,58.2685512367
1551,8,1650,58.3038869258
1556,8,1655,58.480565371
1557,8,1656,58.5159010601
1562,8,1661,58.6925795053
1563,8,1662,58.7279151943
1582,8,1681,59.3992932862
1583,8,1682,59.4346289753
1584,8,1683,59.4699646643
1585,8,1684,59.5053003534
1590,8,1689,59.6819787986
1591,8,1690,59.7173144876
1594,8,1693,59.8233215548
1595,8,1694,59.8586572438
1598,8,1697,59.964664311
1599,8,1698,60.0
1602,8,1701,60.1060070671
1603,8,1702,60.1413427562
1604,8,1703,60.1766784452
1605,8,1704,60.2120141343
1610,8,1711,60.4593639576
1611,8,1712,60.4946996466
1612,8,1713,60.5300353357
1613,8,1714,60.5653710247
1614,9,1137,38.7657688374
1615,9,1138,38.7998636209
1620,9,1143,38.9703375384
1621,9,1144,39.0044323219
1622,9,1145,39.0385271054
1623,9,1146,39.0726218889
1626,9,1149,39.1749062393
1627,9,1150,39.2090010228
1630,9,1153,39.3112853733
1631,9,1154,39.3453801568
1632,9,1155,39.3794749403
1633,9,1156,39.4135697238
1642,9,1165,39.7204227753
1643,9,1166,39.7545175588
1648,9,1171,39.9249914763
1649,9,1172,39.9590862598
1650,9,1173,39.9931810433
1651,9,1174,40.0272758268
1652,9,1175,40.0613706103
1653,9,1176,40.0954653938
1654,9,1177,40.1295601773
1655,9,1178,40.1636549608
1656,9,1179,40.1977497443
1657,9,1180,40.2318445278
1670,9,1193,40.6750767133
1671,9,1194,40.7091714968
1672,9,1195,40.7432662803
1673,9,1196,40.7773610638
1676,9,1199,40.8796454143
1677,9,1200,40.9137401977
1678,9,1201,40.9478349812
1679,9,1202,40.9819297647
1680,9,1203,41.0160245482
1681,9,1204,41.0501193317
1684,9,1207,41.1524036822
1685,9,1208,41.1864984657
1688,9,1211,41.2887828162
1689,9,1212,41.3228775997
1694,9,1217,41.4933515172
1695,9,1218,41.5274463007
1698,9,1221,41.6297306512
1699,9,1222,41.6638254347
1712,9,1235,42.1070576202
1713,9,1236,42.1411524037
1716,9,1241,42.3116263212
1717,9,1242,42.3457211047
1722,9,1249,42.5843845892
1723,9,1250,42.6184793727
1730,9,1259,42.9253324241
1731,9,1262,43.0276167746
1746,9,1283,43.7436072281
1747,9,1284,43.7777020116
1750,9,1287,43.8799863621
1751,9,1288,43.9140811456
1752,9,1289,43.9481759291
1753,9,1290,43.9822707126
1770,9,1309,44.630071599
1771,9,1310,44.6641663825
1782,9,1321,45.039209001
1783,9,1322,45.0733037845
1794,9,1333,45.448346403
1795,9,1334,45.4824411865
1802,9,1347,45.925673372
1803,9,1348,45.9597681555
1806,9,1351,46.062052506
1807,9,1352,46.0961472895
1812,9,1357,46.266621207
1813,9,1358,46.3007159905
1832,9,1377,46.9485168769
1833,9,1378,46.9826116604
1834,9,1379,47.0167064439
1835,9,1380,47.0508012274
1840,9,1385,47.2212751449
1841,9,1386,47.2553699284
1842,9,1387,47.2894647119
1843,9,1388,47.3235594954
1848,9,1393,47.4940334129
1849,9,1394,47.5281281964
1850,9,1395,47.5622229799
1851,9,1396,47.5963177634
1870,9,1419,48.3804977838
1871,9,1420,48.4145925673
1872,9,1421,48.4486873508
1873,9,1422,48.4827821343
1874,9,1423,48.5168769178
1875,9,1424,48.5509717013
1884,9,1433,48.8578247528
1885,9,1434,48.8919195363
1888,9,1437,48.9942038868
1889,9,1438,49.0282986703
1902,9,1453,49.5397204228
1903,9,1454,49.5738152063
1906,9,1457,49.6760995568
1907,9,1458,49.7101943403
1918,9,1471,50.1534265257
1919,9,1472,50.1875213092
1924,9,1479,50.4261847937
1925,9,1480,50.4602795772
1932,9,1487,50.6989430617
1933,9,1488,50.7330378452
1950,9,1505,51.3126491647
1951,9,1506,51.3467439482
1956,9,1511,51.5172178657
1957,9,1514,51.6195022162
1968,9,1525,51.9945448346
1969,9,1526,52.0286396181
1970,9,1527,52.0627344016
1971,9,1530,52.1650187521
1980,9,1541,52.5400613706
1981,9,1542,52.5741561541
1982,9,1543,52.6082509376
1983,9,1544,52.6423457211
1984,9,1545,52.6764405046
1985,9,1546,52.7105352881
1986,9,1547,52.7446300716
1987,9,1548,52.7787248551
1990,9,1551,52.8810092056
1991,9,1552,52.9151039891
2002,9,1564,53.3242413911
2003,9,1565,53.3583361746
2014,9,1576,53.733378793
2015,9,1577,53.7674735765
2024,9,1586,54.074326628
2025,9,1587,54.1084214115
2026,9,1588,54.142516195
2027,9,1589,54.1766109785
2036,9,1598,54.48346403
2037,9,1599,54.5175588135
2038,9,1600,54.551653597
2039,9,1601,54.5857483805
2044,9,1606,54.756222298
2045,9,1607,54.7903170815
2060,9,1628,55.5063075349
2061,9,1629,55.5404023184
2062,9,1630,55.5744971019
2063,9,1631,55.6085918854
2064,9,1632,55.6426866689
2065,9,1633,55.6767814524
2066,9,1634,55.7108762359
2067,9,1635,55.7449710194
2068,9,1636,55.7790658029
2069,9,1637,55.8131605864
2072,9,1640,55.9154449369
2073,9,1641,55.9495397204
2078,9,1648,56.1882032049
2079,9,1649,56.2222979884
2088,9,1658,56.5291510399
2089,9,1659,56.5632458234
2090,9,1660,56.5973406069
2091,9,1661,56.6314353904
2092,9,1662,56.6655301739
2093,9,1663,56.6996249574
2100,9,1670,56.9382884419
2101,9,1671,56.9723832254
2102,9,1672,57.0064780089
2103,9,1673,57.0405727924
2110,9,1680,57.2792362768
2111,9,1681,57.3133310603
2112,9,1682,57.3474258438
2113,9,1683,57.3815206273
2122,9,1692,57.6883736788
2123,9,1693,57.7224684623
2124,9,1694,57.7565632458
2125,9,1695,57.7906580293
2132,9,1702,58.0293215138
2133,9,1703,58.0634162973
2134,9,1704,58.0975110808
2135,9,1705,58.1316058643
2142,9,1712,58.3702693488
2143,9,1713,58.4043641323
2144,9,1714,58.4384589158
2145,9,1715,58.4725536993
2148,9,1718,58.5748380498
2149,9,1719,58.6089328333
2162,9,1732,59.0521650188
2163,9,1733,59.0862598023
2170,9,1740,59.3249232867
2171,9,1741,59.3590180702
2184,9,1754,59.8022502557
2185,9,1755,59.8363450392
2190,9,1760,60.0068189567
2191,9,1761,60.0409137402
2192,9,1762,60.0750085237
2193,9,1763,60.1091033072
2198,9,1768,60.2795772247
2199,9,1769,60.3136720082
2208,9,1784,60.8250937607
2209,9,1785,60.8591885442
2218,9,1794,61.1660415956
2219,9,1795,61.2001363791
2222,9,1798,61.3024207296
2223,9,1799,61.3365155131
2232,9,1808,61.6433685646
2233,9,1809,61.6774633481
2234,9,1810,61.7115581316
2235,9,1811,61.7456529151
2244,9,1820,62.0525059666
2245,9,1821,62.0866007501
2250,9,1826,62.2570746676
2251,9,1827,62.2911694511
2252,9,1828,62.3252642346
2253,9,1829,62.3593590181
2256,9,1832,62.4616433686
2257,9,1833,62.4957381521
2268,9,1844,62.8707807705
2269,9,1845,62.904875554
2270,9,1846,62.9389703375
2271,9,1847,62.973065121
2274,9,1850,63.0753494715
2275,9,1851,63.109444255
2278,9,1854,63.2117286055
2279,9,1855,63.245823389
2280,9,1856,63.2799181725
2281,9,1857,63.314012956
2284,9,1860,63.4162973065
2285,9,1861,63.45039209
2286,9,1862,63.4844868735
2287,9,1863,63.518581657
2292,9,1868,63.6890555745
2293,9,1869,63.723150358
2294,9,1870,63.7572451415
2295,9,1871,63.791339925
2296,9,1872,63.8254347085
2297,9,1873,63.859529492
2302,9,1878,64.0300034095
2303,9,1879,64.064098193
2304,9,1880,64.0981929765
2305,9,1881,64.13228776
2306,9,1882,64.1663825435
2307,9,1883,64.200477327
2308,9,1884,64.2345721105
2309,9,1885,64.268666894
2316,9,1892,64.5073303785
2317,9,1898,64.7118990794
2320,9,1916,65.3256051824
2321,9,1921,65.4960790999
2322,9,1927,65.7006478009
2323,9,1933,65.9052165019
2332,9,1987,67.7463348108
2333,9,1993,67.9509035118
2334,9,1999,68.1554722128
2335,9,2005,68.3600409137
2340,9,2036,69.4169792022
2341,9,2042,69.6215479032
2350,9,2092,71.3262870781
2351,9,2098,71.5308557791
2356,9,2128,72.553699284
2357,9,2134,72.758267985
2364,9,2174,74.1220593249
2365,9,2180,74.3266280259
2370,9,2209,75.3153767474
2371,9,2215,75.5199454483
2388,9,2316,78.9635185817
2389,9,2322,79.1680872826
2392,9,2340,79.7817933856
2393,9,2346,79.9863620866
2396,9,2364,80.6000681896
2397,9,2370,80.8046368906
2400,9,2388,81.4183429935
2401,9,2394,81.6229116945
2416,9,2482,84.6232526423
2417,9,2483,84.6573474258
2418,9,2484,84.6914422093
2419,9,2485,84.7255369928
2422,9,2488,84.8278213433
2423,9,2489,84.8619161268
2428,9,2494,85.0323900443
2429,9,2495,85.0664848278
2430,9,2496,85.1005796113
2431,9,2497,85.1346743948
2434,9,2500,85.2369587453
2435,9,2501,85.2710535288
2440,9,2506,85.4415274463
2441,9,2507,85.4756222298
2452,9,2518,85.8506648483
2453,9,2519,85.8847596318
2458,9,2524,86.0552335493
2459,9,2525,86.0893283328
2468,9,2534,86.3961813842
2469,9,2535,86.4302761677
2472,9,2538,86.5325605182
2473,9,2539,86.5666553017
2474,9,2540,86.6007500852
2475,9,2541,86.6348448687
2476,9,2542,86.6689396522
2477,9,2543,86.7030344357
2480,9,2546,86.8053187862
2481,9,2547,86.8394135697
2484,9,2550,86.9416979202
2485,9,2551,86.9757927037
2504,9,2570,87.6235935902
2505,9,2571,87.6576883737
2518,9,2585,88.1350153427
2519,9,2587,88.2032049096
2520,9,2588,88.2372996931
2521,9,2590,88.3054892601
2522,9,2591,88.3395840436
2523,9,2592,88.3736788271
2524,9,2593,88.4077736106
2525,9,2596,88.5100579611
2530,9,2602,88.7146266621
2531,9,2603,88.7487214456
2538,9,2610,88.9873849301
2539,9,2611,89.0214797136
2542,9,2614,89.1237640641
2543,9,2615,89.1578588476
2552,9,2624,89.4647118991
2553,9,2625,89.4988066826
2558,9,2630,89.6692806001
2559,9,2631,89.7033753836
2578,9,2650,90.35117627
2579,9,2651,90.3852710535
2586,9,2658,90.623934538
2587,9,2659,90.6580293215
2594,9,2666,90.896692806
2595,9,2667,90.9307875895
2604,9,2676,91.237640641
2605,9,2677,91.2717354245
2614,9,2686,91.578588476
2615,9,2687,91.6126832595
2616,9,2688,91.646778043
2617,9,2689,91.6808728265
2630,9,2703,92.1581997954
2631,9,2704,92.1922945789
2638,9,2711,92.4309580634
2639,9,2712,92.4650528469
2660,9,2733,93.1810433004
2661,9,2734,93.2151380839
2664,9,2737,93.3174224344
2665,9,2738,93.3515172179
2666,9,2739,93.3856120014
2667,9,2740,93.4197067849
2668,9,2741,93.4538015684
2669,9,2742,93.4878963519
2676,9,2749,93.7265598363
2677,9,2750,93.7606546198
2688,9,2761,94.1356972383
2689,9,2762,94.1697920218
2692,9,2765,94.2720763723
2693,9,2766,94.3061711558
2694,9,2767,94.3402659393
2695,9,2768,94.3743607228
2704,9,2777,94.6812137743
2705,9,2778,94.7153085578
2710,9,2783,94.8857824753
2711,9,2784,94.9198772588
2718,9,2791,95.1585407433
2719,9,2792,95.1926355268
2728,9,2799,95.4312990113
2729,9,2800,95.4653937947
2734,9,2805,95.6358677122
2735,9,2806,95.6699624957
2740,9,2811,95.8404364132
2741,9,2812,95.8745311967
2742,9,2813,95.9086259802
2743,9,2814,95.9427207637
2746,9,2817,96.0450051142
2747,9,2818,96.0790998977
2756,5,1665,60.0
2757,5,1666,60.036036036
2758,5,1667,60.0720720721
2759,5,1668,60.1081081081
2760,5,1669,60.1441441441
2761,5,1670,60.1801801802
2774,5,1683,60.6486486486
2775,5,1684,60.6846846847
2780,5,1689,60.8648648649
2781,5,1690,60.9009009009
2790,5,1699,61.2252252252
2791,5,1700,61.2612612613
2806,5,1713,61.7297297297
2807,5,1714,61.7657657658
2812,5,1719,61.9459459459
2813,5,1720,61.981981982
2814,5,1722,62.0540540541
2815,5,1723,62.0900900901
2816,5,1724,62.1261261261
2817,5,1725,62.1621621622
2824,5,1730,62.3423423423
2825,5,1731,62.3783783784
2828,5,1734,62.4864864865
2829,5,1735,62.5225225225
2832,5,1738,62.6306306306
2833,5,1739,62.6666666667
2834,5,1740,62.7027027027
2835,5,1741,62.7387387387
2836,5,1742,62.7747747748
2837,5,1743,62.8108108108
2846,5,1752,63.1351351351
2847,5,1753,63.1711711712
2854,5,1760,63.4234234234
2855,5,1761,63.4594594595
2860,5,1766,63.6396396396
2861,5,1767,63.6756756757
2862,5,1768,63.7117117117
2863,5,1769,63.7477477477
2866,5,1772,63.8558558559
2867,5,1773,63.8918918919
2868,5,1774,63.9279279279
2869,5,1775,63.963963964
2870,5,1776,64.0
2871,5,1777,64.036036036
2874,16,273,67.5742574257
2875,16,274,67.8217821782
2876,5,1780,64.1441441441
2877,5,1781,64.1801801802
2880,5,1782,64.2162162162
2881,5,1783,64.2522522523
2882,5,1784,64.2882882883
2883,5,1785,64.3243243243
2884,5,1786,64.3603603604
2885,5,1787,64.3963963964
2888,5,1790,64.5045045045
2889,5,1791,64.5405405405
2896,5,1798,64.7927927928
2897,5,1799,64.8288288288
2898,5,1800,64.8648648649
2899,5,1801,64.9009009009
2902,5,1804,65.009009009
2903,5,1805,65.045045045
2908,5,1810,65.2252252252
2909,5,1811,65.2612612613
2910,5,1812,65.2972972973
2911,5,1813,65.3333333333
2912,5,1814,65.3693693694
2913,5,1815,65.4054054054
2916,5,1818,65.5135135135
2917,5,1819,65.5495495495
2922,5,1824,65.7297297297
2923,5,1825,65.7657657658
2924,5,1826,65.8018018018
2925,5,1827,65.8378378378
2928,5,1830,65.9459459459
2929,5,1831,65.981981982
2932,5,1834,66.0900900901
2933,5,1835,66.1261261261
2934,5,1836,66.1621621622
2935,5,1837,66.1981981982
2946,16,284,70.297029703
2947,16,285,70.5445544554
2960,5,1860,67.027027027
2961,5,1861,67.0630630631
2968,5,1868,67.3153153153
2969,5,1869,67.3513513514
