avg_ling,ling_count,ling_sum,stu_id
11.0,2,22.0,396
8.5,4,34.0,397
3.376875,32,108.06,399
4.0,1,4.0,400
3.0,1,3.0,404
2.1375,24,51.3,405
3.6,5,18.0,409
1.30290322581,62,80.78,412
1.63,66,107.58,413
3.6,2,7.2,416
0.575142857143,70,40.26,418
2.7516,50,137.58,419
0.516181818182,110,56.78,420
3.35586206897,29,97.32,421
0.126101694915,118,14.88,424
1.929,20,38.58,425
0.185063291139,474,87.72,426
1.80985074627,134,242.52,427
0.452359550562,89,40.26,430
2.33647058824,51,119.16,431
0.612631578947,76,46.56,432
2.5224,25,63.06,433
0.3945,80,31.56,438
2.35,30,70.5,439
0.8116,150,121.74,440
2.6496875,64,169.58,441
0.565210084034,119,67.26,442
1.73342857143,70,121.34,443
0.387189542484,306,118.48,444
1.30368932039,103,134.28,445
1.15655172414,29,33.54,446
3.6,21,75.6,447
0.520975609756,164,85.44,448
1.66782608696,69,115.08,449
0.40162601626,246,98.8,450
1.4347826087,115,165.0,451
0.408571428571,42,17.16,452
2.56615384615,13,33.36,453
0.211153846154,156,32.94,454
2.34375,16,37.5,455
2.924,35,102.34,460
2.01636363636,33,66.54,461
0.406666666667,99,40.26,462
1.14517241379,58,66.42,463
0.317575757576,99,31.44,466
0.9178125,64,58.74,467
0.467272727273,33,15.42,468
2.94666666667,18,53.04,469
0.48,46,22.08,470
2.0027027027,37,74.1,471
0.262872928177,181,47.58,474
1.64696969697,66,108.7,475
1.00782608696,46,46.36,476
2.21510204082,49,108.54,477
0.373714285714,140,52.32,478
1.0324137931,29,29.94,479
0.309428571429,70,21.66,480
1.86648648649,37,69.06,481
0.548,15,8.22,484
3.6,1,3.6,485
2.12888888889,18,38.32,486
2.1624,25,54.06,487
1.2,2,2.4,488
3.6,2,7.2,489
0.61375,48,29.46,496
2.463,40,98.52,497
3.42352941176,34,116.4,498
3.3,14,46.2,499
3.51363636364,22,77.3,500
2.14533333333,15,32.18,501
3.6,7,25.2,502
2.915,24,69.96,503
1.2,11,13.2,505
0.536842105263,38,20.4,508
1.47512195122,41,60.48,509
0.656923076923,117,76.86,510
2.86301886792,53,151.74,511
1.78,10,17.8,512
3.6,24,86.4,513
0.602950819672,61,36.78,522
2.83846153846,26,73.8,523
0.666101694915,59,39.3,524
2.69414634146,41,110.46,525
0.190099009901,202,38.4,526
1.47966101695,59,87.3,527
0.602459016393,122,73.5,528
2.45454545455,77,189.0,529
0.585483870968,62,36.3,532
3.6,19,68.4,533
0.203023255814,258,52.38,534
1.96390243902,82,161.04,535
0.373333333333,72,26.88,536
0.96,9,8.64,537
0.427792207792,77,32.94,544
2.02153846154,65,131.4,545
0.308316831683,101,31.14,550
2.28731707317,41,93.78,551
0.639371069182,159,101.66,552
1.808,60,108.48,553
3.17901639344,61,193.92,558
3.31178571429,56,185.46,559
1.87647058824,102,191.4,562
1.69636363636,11,18.66,563
2.49846153846,39,97.44,564
2.68470588235,17,45.64,565
1.68,44,73.92,566
3.19090909091,11,35.1,567
0.972857142857,14,13.62,570
2.805,60,168.3,571
0.57,8,4.56,572
2.73,10,27.3,573
1.09548387097,31,33.96,574
3.6,17,61.2,575
0.51375,16,8.22,576
3.61368421053,19,68.66,577
0.610072992701,137,83.58,578
1.8975,32,60.72,579
0.320263157895,228,73.02,580
2.786,30,83.58,581
0.309387755102,147,45.48,582
1.88,24,45.12,583
1.16294117647,34,39.54,584
1.63333333333,18,29.4,585
0.56,51,28.56,586
1.984,45,89.28,587
0.597391304348,69,41.22,588
2.16133333333,45,97.26,589
0.284210526316,133,37.8,592
1.94093023256,43,83.46,593
0.446896551724,87,38.88,594
2.98173913043,23,68.58,595
0.520909090909,44,22.92,596
2.178,10,21.78,597
0.46935483871,124,58.2,598
2.2788,50,113.94,599
0.57,94,53.58,602
3.075,36,110.7,603
0.231428571429,7,1.62,604
0.289230769231,117,33.84,606
2.06108108108,37,76.26,607
0.5775,32,18.48,608
2.502,20,50.04,609
1.2,9,10.8,610
2.47111111111,27,66.72,611
0.341359223301,103,35.16,612
1.83348837209,43,78.84,613
4.065,4,16.26,614
2.95090909091,22,64.92,615
0.217267080745,161,34.98,616
2.04666666667,18,36.84,617
1.62935779817,109,177.6,618
1.18530612245,98,116.16,619
3.36844444444,45,151.58,620
1.84425,80,147.54,621
1.86276923077,65,121.08,624
1.36666666667,9,12.3,625
1.89588235294,102,193.38,626
2.78,81,225.18,627
0.238678414097,227,54.18,630
1.77692307692,39,69.3,631
3.31333333333,12,39.76,634
2.772,5,13.86,635
0.932857142857,42,39.18,636
2.34352941176,34,79.68,637
1.96608695652,23,45.22,640
2.44,9,21.96,641
0.610928381963,377,230.32,642
2.23318681319,91,203.22,643
0.597478991597,119,71.1,646
2.30482758621,29,66.84,647
0.528932038835,103,54.48,648
2.56666666667,45,115.5,649
0.377590361446,83,31.34,650
1.02857142857,7,7.2,651
0.246976744186,129,31.86,654
3.26727272727,11,35.94,655
0.338630136986,73,24.72,658
1.53076923077,39,59.7,659
0.588333333333,72,42.36,662
0.461052631579,38,17.52,664
2.50615384615,13,32.58,665
0.430285714286,35,15.06,668
2.12666666667,18,38.28,669
0.602790697674,86,51.84,674
1.692,5,8.46,675
1.47313432836,67,98.7,678
1.1965,40,47.86,679
1.35,102,137.7,680
1.34091743119,109,146.16,681
1.14018691589,107,122.0,682
1.20333333333,78,93.86,683
1.68358490566,106,178.46,684
2.77225806452,62,171.88,685
10.8,4,43.2,686
2.00170212766,47,94.08,687
0.273150684932,219,59.82,690
2.28,44,100.32,691
0.428117647059,170,72.78,694
0.387692307692,13,5.04,695
0.267671232877,511,136.78,696
1.56857142857,7,10.98,697
0.3684375,128,47.16,706
2.343,20,46.86,707
0.0919047619048,126,11.58,708
0.66,60,39.6,709
0.112066115702,121,13.56,710
2.36823529412,17,40.26,711
0.372018348624,436,162.2,712
1.0335,40,41.34,713
0.238144329897,97,23.1,714
3.05142857143,7,21.36,715
0.528865979381,97,51.3,718
2.678,30,80.34,719
0.582,10,5.82,728
0.617906976744,86,53.14,730
1.22,3,3.66,731
0.560727272727,55,30.84,732
2.48571428571,7,17.4,733
0.435,8,3.48,734
3.6,2,7.2,735
3.46363636364,22,76.2,736
2.14,3,6.42,737
1.06816901408,71,75.84,738
2.55777777778,27,69.06,739
2.30333333333,36,82.92,740
1.605,12,19.26,741
1.3875862069,87,120.72,742
2.00018181818,110,220.02,743
1.36674157303,89,121.64,744
2.11849056604,53,112.28,745
0.401333333333,90,36.12,746
2.808,5,14.04,747
0.490434782609,92,45.12,748
2.01333333333,9,18.12,749
0.585,108,63.18,750
1.72285714286,7,12.06,751
0.522666666667,45,23.52,754
0.874285714286,7,6.12,755
0.585882352941,34,19.92,756
0.222047244094,254,56.4,758
2.11395348837,43,90.9,759
0.1,1,0.1,763
0.5,165,82.5,766
1.75,42,73.5,767
0.398507462687,67,26.7,770
2.325,12,27.9,771
0.621428571429,14,8.7,772
0.645,8,5.16,773
0.438947368421,38,16.68,774
1.38857142857,14,19.44,775
0.394054054054,37,14.58,776
1.3875,32,44.4,777
0.414375,32,13.26,786
0.76,15,11.4,787
1.17307692308,39,45.75,788
1.69,12,20.28,789
3.08848484848,33,101.92,790
1.45578947368,38,55.32,791
5.5664516129,31,172.56,796
3.6,7,25.2,797
1.36909090909,33,45.18,798
1.16,33,38.28,799
1.15209302326,43,49.54,800
0.937021276596,47,44.04,801
0.379487179487,117,44.4,802
1.104,5,5.52,803
3.6,1,3.6,804
2.419,60,145.14,805
0.456136363636,176,80.28,808
2.56607142857,56,143.7,809
0.36824742268,291,107.16,810
1.39875,48,67.14,811
0.360359281437,167,60.18,816
1.78,24,42.72,817
0.574814814815,81,46.56,820
3.096,15,46.44,821
3.6,2,7.2,822
0.434285714286,42,18.24,824
0.27,2,0.54,826
3.6,3,10.8,827
0.363870967742,31,11.28,830
0.772621359223,103,79.58,832
2.99555555556,27,80.88,833
0.426569343066,137,58.44,834
2.240625,96,215.1,835
0.618461538462,13,8.04,840
2.75,12,33.0,841
0.480882352941,68,32.7,842
0.436363636364,11,4.8,843
0.81275862069,58,47.14,844
2.54042553191,47,119.4,845
0.153913043478,322,49.56,846
1.11,6,6.66,847
0.806610169492,118,95.18,848
0.874513274336,113,98.82,849
1.07243697479,119,127.62,850
1.276,90,114.84,851
1.66603773585,53,88.3,852
2.263125,32,72.42,853
0.431098265896,173,74.58,854
0.713571428571,84,59.94,855
0.48862745098,153,74.76,858
1.97454545455,11,21.72,859
0.46,78,35.88,860
1.705,12,20.46,861
0.375,96,36.0,864
1.8975,16,30.36,865
0.66,14,9.24,868
1.60285714286,7,11.22,869
0.758461538462,26,19.72,878
0.105,8,0.84,879
0.449166666667,120,53.9,882
2.13,16,34.08,883
0.282127659574,47,13.26,886
1.72125,16,27.54,887
0.54202247191,89,48.24,890
1.5525,16,24.84,891
0.595,192,114.24,894
2.34692307692,26,61.02,895
0.577305699482,193,111.42,896
3.00082191781,73,219.06,897
0.497142857143,91,45.24,898
3.09214285714,28,86.58,899
0.30464678179,637,194.06,900
1.03616438356,219,226.92,901
2.495,24,59.88,902
2.38438356164,73,174.06,903
1.55105263158,38,58.94,908
1.97032258065,31,61.08,909
3.1336,50,156.68,914
1.24171428571,105,130.38,915
0.771014492754,69,53.2,916
3.4775,24,83.46,917
0.307415730337,89,27.36,922
1.37823529412,34,46.86,923
0.692307692308,195,135.0,924
2.13692307692,13,27.78,925
0.358125,32,11.46,928
2.20071428571,28,61.62,929
0.219195979899,199,43.62,932
2.48,69,171.12,933
0.498795180723,83,41.4,934
1.51294117647,51,77.16,935
0.560892857143,224,125.64,936
1.89794117647,68,129.06,937
0.603582089552,67,40.44,938
2.41058823529,17,40.98,939
0.397215189873,158,62.76,940
2.27675675676,74,168.48,941
0.40275,80,32.22,942
2.7275,24,65.46,943
0.19586440678,295,57.78,944
1.464,5,7.32,945
0.309523809524,63,19.5,946
0.903913043478,46,41.58,947
0.156744186047,258,40.44,948
0.696315789474,76,52.92,949
0.185671641791,201,37.32,950
0.913636363636,154,140.7,951
0.9054,100,90.54,952
1.92607594937,79,152.16,953
0.218325991189,227,49.56,954
1.83448275862,87,159.6,955
0.313636363636,22,6.9,956
1.6725,8,13.38,957
0.467033898305,236,110.22,958
1.6052173913,69,110.76,959
0.570447761194,67,38.22,960
3.02816326531,49,148.38,961
1.14291666667,96,109.72,966
2.34131147541,61,142.82,967
1.05925925926,27,28.6,970
1.19333333333,18,21.48,971
0.790666666667,75,59.3,974
0.766382978723,47,36.02,975
0.299411764706,204,61.08,978
1.15764705882,85,98.4,979
0.46131147541,61,28.14,980
1.7443902439,41,71.52,981
0.425806451613,31,13.2,982
1.3675,24,32.82,983
0.568235294118,68,38.64,984
2.71736842105,38,103.26,985
0.44679245283,159,71.04,988
1.4475,16,23.16,989
0.210650154799,323,68.04,990
1.93588235294,34,65.82,991
0.462038216561,157,72.54,992
2.9738028169,71,211.14,993
0.5856,25,14.64,994
2.304,30,69.12,995
0.385037037037,135,51.98,996
2.46923076923,65,160.5,997
0.218823529412,51,11.16,998
2.27625,32,72.84,999
0.159565217391,138,22.02,1000
2.33742857143,70,163.62,1001
0.488808290155,193,94.34,1002
2.11714285714,84,177.84,1003
1.26218181818,55,69.42,1006
3.32538461538,26,86.46,1007
3.6,2,7.2,1009
0.452903225806,31,14.04,1010
2.236,30,67.08,1011
0.4659375,64,29.82,1012
1.32,19,25.08,1013
0.500547945205,73,36.54,1016
2.66068965517,29,77.16,1017
0.883636363636,22,19.44,1020
3.6,2,7.2,1021
0.504827586207,29,14.64,1022
2.41875,32,77.4,1023
0.74,66,48.84,1024
0.781714285714,70,54.72,1025
1.69074074074,54,91.3,1026
2.93707317073,41,120.42,1027
4.55666666667,6,27.34,1030
0.309230769231,13,4.02,1036
1.63448275862,29,47.4,1037
0.221052631579,19,4.2,1038
1.8525,32,59.28,1039
0.218518518519,162,35.4,1040
1.99868852459,61,121.92,1041
0.56,15,8.4,1044
2.50444444444,9,22.54,1045
0.422580645161,93,39.3,1046
2.93263157895,57,167.16,1047
0.418064516129,62,25.92,1048
1.986,20,39.72,1049
0.534545454545,33,17.64,1050
2.0524137931,29,59.52,1051
0.289655172414,29,8.4,1052
0.622105263158,38,23.64,1053
0.4528125,64,28.98,1054
2.7768,25,69.42,1055
0.368235294118,51,18.78,1058
1.5796039604,101,159.54,1059
0.528461538462,52,27.48,1060
1.23090909091,33,40.62,1061
0.584788732394,71,41.52,1062
2.323125,32,74.34,1063
0.385333333333,45,17.34,1064
2.41058823529,17,40.98,1065
0.559424460432,139,77.76,1066
3.18,43,136.74,1067
0.473617021277,47,22.26,1068
1.17545454545,22,25.86,1069
0.689166666667,24,16.54,1070
2.70923076923,13,35.22,1071
0.4340625,128,55.56,1074
3.13132075472,53,165.96,1075
0.669411764706,51,34.14,1078
2.44941176471,17,41.64,1079
0.347556818182,352,122.34,1080
1.66454545455,66,109.86,1081
2.79085714286,35,97.68,1082
2.93894736842,57,167.52,1083
1.53176470588,51,78.12,1084
2.10648648649,37,77.94,1085
3.06153846154,26,79.6,1088
2.963,20,59.26,1089
0.898,30,26.94,1092
2.18322580645,31,67.68,1093
0.384705882353,102,39.24,1096
1.99111111111,27,53.76,1097
0.608888888889,27,16.44,1098
2.747,60,164.82,1099
0.03,4,0.12,1102
1.3824,25,34.56,1103
0.3,19,5.7,1120
2.88428571429,14,40.38,1121
2.392,5,11.96,1132
3.4,3,10.2,1133
0.356233183857,223,79.44,1134
1.26193548387,124,156.48,1135
0.404150943396,106,42.84,1138
2.06454545455,22,45.42,1139
2.68577777778,45,120.86,1140
2.07428571429,49,101.64,1141
2.5475,32,81.52,1142
2.42454545455,22,53.34,1143
2.432,30,72.96,1144
2.25818181818,22,49.68,1145
0.472405063291,79,37.32,1150
1.40181818182,11,15.42,1151
0.38,168,63.84,1152
1.19113636364,88,104.82,1153
0.626117647059,85,53.22,1154
1.23818181818,22,27.24,1155
0.243176470588,170,41.34,1156
0.535862068966,145,77.7,1157
0.216631578947,95,20.58,1166
0.478518518519,81,38.76,1167
0.443728813559,59,26.18,1168
1.66702702703,74,123.36,1169
0.53,42,22.26,1170
1.93625,16,30.98,1171
0.583146067416,89,51.9,1172
2.58226415094,53,136.86,1173
0.533628318584,113,60.3,1174
2.68833333333,36,96.78,1175
0.352413793103,87,30.66,1176
2.97272727273,33,98.1,1177
0.369570552147,163,60.24,1182
1.23681818182,44,54.42,1183
0.408403361345,119,48.6,1184
1.29789473684,57,73.98,1185
0.244074074074,162,39.54,1186
1.08193548387,62,67.08,1187
0.438526315789,95,41.66,1192
1.03741935484,62,64.32,1193
0.366346153846,104,38.1,1196
2.67391304348,46,123.0,1197
3.25571428571,42,136.74,1198
2.84842105263,19,54.12,1199
1.00909090909,11,11.1,1200
3.6,10,36.0,1201
2.33333333333,27,63.0,1202
2.982,30,89.46,1203
2.29451612903,62,142.26,1204
3.38490566038,53,179.4,1205
2.61268292683,41,107.12,1206
1.77925233645,107,190.38,1207
1.93879310345,116,224.9,1208
1.98896551724,87,173.04,1209
2.42338983051,59,142.98,1211
0.398048780488,41,16.32,1212
1.68292682927,41,69.0,1213
0.609795918367,147,89.64,1214
2.36035714286,56,132.18,1215
0.385989304813,187,72.18,1216
1.79142857143,91,163.02,1217
0.38484375,128,49.26,1218
1.5135,40,60.54,1219
0.57696969697,99,57.12,1220
2.05473684211,19,39.04,1221
0.900512820513,39,35.12,1222
3.6,5,18.0,1223
0.704814814815,54,38.06,1224
1.53,54,82.62,1225
0.901666666667,48,43.28,1226
1.23315789474,38,46.86,1227
1.005,8,8.04,1232
3.6,8,28.8,1233
0.86693877551,98,84.96,1236
0.568125,64,36.36,1237
0.599259259259,81,48.54,1240
2.01636363636,44,88.72,1241
0.636575342466,146,92.94,1242
2.14928571429,140,300.9,1243
0.502962962963,81,40.74,1246
2.568,25,64.2,1247
0.564146341463,82,46.26,1248
2.84333333333,54,153.54,1249
0.782068965517,116,90.72,1252
2.37176470588,68,161.28,1253
0.297735849057,53,15.78,1254
2.22375,16,35.58,1255
3.39666666667,6,20.38,1256
1.22,3,3.66,1257
2.01428571429,84,169.2,1258
1.89917808219,73,138.64,1259
3.352,10,33.52,1260
2.25529411765,17,38.34,1261
2.11526315789,38,80.38,1264
2.224,60,133.44,1265
2.51587301587,63,158.5,1266
1.94133333333,90,174.72,1267
0.21,2,0.42,1268
0.3,6,1.8,1269
2.535,4,10.14,1271
0.4185,40,16.74,1272
1.11166666667,36,40.02,1273
0.514285714286,42,21.6,1278
1.368,20,27.36,1279
0.547605633803,71,38.88,1282
1.67901639344,61,102.42,1283
1.23176470588,17,20.94,1284
3.345,24,80.28,1285
0.217230769231,195,42.36,1286
2.68258064516,31,83.16,1287
0.544821428571,112,61.02,1288
2.4864,50,124.32,1289
0.533300970874,206,109.86,1290
1.23279069767,86,106.02,1291
0.274736842105,95,26.1,1294
1.928,30,57.84,1295
0.671612903226,124,83.28,1296
2.28193548387,31,70.74,1297
0.23625,16,3.78,1300
0.728965517241,29,21.14,1301
0.03,2,0.06,1302
3.06,14,42.84,1303
0.56962962963,81,46.14,1304
0.90612244898,98,88.8,1305
1.22571428571,7,8.58,1306
2.238,10,22.38,1307
0.646530612245,49,31.68,1308
2.27086956522,46,104.46,1309
1.47290322581,31,45.66,1318
0.978666666667,45,44.04,1319
1.01423076923,52,52.74,1320
1.123125,32,35.94,1321
0.621714285714,105,65.28,1324
1.98,46,91.08,1325
0.521162790698,86,44.82,1326
2.0484,50,102.42,1327
0.331153846154,104,34.44,1328
0.729,40,29.16,1329
0.985714285714,14,13.8,1330
0.9825,8,7.86,1331
0.123178807947,151,18.6,1334
0.712235294118,85,60.54,1335
0.154615384615,52,8.04,1338
1.881,20,37.62,1339
1.422,10,14.22,1343
0.341875,96,32.82,1348
2.06333333333,36,74.28,1349
1.32090909091,88,116.24,1350
1.75,30,52.5,1351
0.492,20,9.84,1352
3.06545454545,11,33.72,1353
0.61387755102,147,90.24,1354
2.18150943396,53,115.62,1355
0.633802816901,71,45.0,1358
1.68,32,53.76,1359
0.421071428571,56,23.58,1360
1.67396825397,63,105.46,1361
0.487894736842,76,37.08,1364
2.71636363636,22,59.76,1365
0.414705882353,68,28.2,1366
2.65058823529,17,45.06,1367
0.651111111111,54,35.16,1372
1.272,70,89.04,1373
1.05862068966,58,61.4,1378
0.644210526316,38,24.48,1379
0.998333333333,120,119.8,1382
0.911134020619,97,88.38,1383
0.746341463415,82,61.2,1384
2.65153846154,26,68.94,1385
0.399207920792,101,40.32,1386
1.24702702703,37,46.14,1387
0.272542372881,118,32.16,1392
1.83315789474,38,69.66,1393
0.251219512195,41,10.3,1394
0.930769230769,13,12.1,1395
4.87,14,68.18,1396
5.6,1,5.6,1397
0.536058394161,137,73.44,1406
1.68,45,75.6,1407
0.42,31,13.02,1408
0.63,14,8.82,1409
0.332941176471,51,16.98,1410
1.93826086957,23,44.58,1411
0.675,28,18.9,1414
0.952173913043,23,21.9,1415
0.713103448276,174,124.08,1416
1.911,20,38.22,1417
0.381111111111,108,41.16,1426
1.4418556701,97,139.86,1427
1.824,5,9.12,1430
1.67,6,10.02,1431
3.12342857143,35,109.32,1434
3.6,29,104.4,1435
0.7836,100,78.36,1438
1.58945454545,55,87.42,1439
0.389032258065,62,24.12,1440
0.895555555556,27,24.18,1441
0.437333333333,45,19.68,1448
3.02571428571,7,21.18,1449
0.698769230769,65,45.42,1452
1.4452173913,23,33.24,1453
2.58545454545,22,56.88,1454
1.762,60,105.72,1455
0.274090909091,44,12.06,1460
0.6105,40,24.42,1461
0.536666666667,18,9.66,1464
0.695,12,8.34,1474
2.11,6,12.66,1475
0.763076923077,39,29.76,1476
0.705142857143,35,24.68,1477
3.59625,16,57.54,1479
4.71272727273,11,51.84,1480
1.08545454545,11,11.94,1481
0.53625,64,34.32,1486
1.21125,16,19.38,1487
1.55268292683,41,63.66,1488
1.4224,75,106.68,1489
1.80928571429,112,202.64,1494
1.55625,32,49.8,1495
2.4,13,31.2,1498
2.13913043478,23,49.2,1499
0.6875,24,16.5,1500
1.164,10,11.64,1501
0.5085,40,20.34,1502
1.899,20,37.98,1503
0.351340206186,97,34.08,1504
1.448,30,43.44,1505
0.858,30,25.74,1506
2.02941176471,17,34.5,1507
0.482068965517,29,13.98,1512
0.52,6,3.12,1513
0.515384615385,52,26.8,1514
1.005,12,12.06,1515
0.518,30,15.54,1518
2.388,15,35.82,1519
0.608823529412,68,41.4,1520
1.122,40,44.88,1521
0.58,3,1.74,1522
0.135,8,1.08,1524
0.642,40,25.68,1528
1.79294117647,34,60.96,1529
0.35568,125,44.46,1530
3.6,1,3.6,1531
0.148448275862,116,17.22,1532
0.765,44,33.66,1533
0.5244,100,52.44,1534
1.308,5,6.54,1535
0.529811320755,53,28.08,1536
2.07333333333,18,37.32,1537
0.492,5,2.46,1538
3.6,1,3.6,1539
0.497045454545,88,43.74,1542
1.90054054054,37,70.32,1543
1.5075,32,48.24,1548
1.20894736842,114,137.82,1549
2.4685,40,98.74,1550
2.17260869565,46,99.94,1551
1.862,30,55.86,1552
2.91,6,17.46,1553
1.3756,100,137.56,1554
1.60857142857,84,135.12,1555
0.284042553191,94,26.7,1556
0.995555555556,27,26.88,1557
0.5175,64,33.12,1562
0.94,27,25.38,1563
0.308925619835,121,37.38,1564
0.701428571429,84,58.92,1565
0.475471698113,53,25.2,1568
1.28347826087,23,29.52,1569
0.490099009901,101,49.5,1570
1.43125,48,68.7,1571
0.765,4,3.06,1576
2.03333333333,18,36.6,1577
0.358571428571,42,15.06,1582
1.98666666667,9,17.88,1583
0.37275,80,29.82,1584
1.64,18,29.52,1585
0.996,25,24.9,1590
2.31,18,41.58,1591
0.470217391304,92,43.26,1592
2.18222222222,27,58.92,1593
0.295970149254,134,39.66,1594
1.0413559322,59,61.44,1595
0.620487804878,41,25.44,1598
3.10285714286,14,43.44,1599
0.745714285714,35,26.1,1602
2.02666666667,18,36.48,1603
2.68090909091,44,117.96,1604
3.37953488372,43,145.32,1605
1.97866666667,45,89.04,1610
2.06571428571,49,101.22,1611
2.69924528302,53,143.06,1612
1.82903225806,62,113.4,1613
