left_money_max,stu_id
170.04,595
153.07,596
330.37,597
308.82,598
202.86,599
480.93,602
446.11,603
222.62,604
243.37,605
232.3,606
212.78,607
218.66,608
236.38,609
249.42,610
233.54,611
428.05,612
303.53,613
502.43,614
505.14,615
153.15,616
253.19,617
232.73,618
228.48,619
208.92,620
309.09,621
343.86,624
243.45,625
203.17,626
116.08,627
303.75,630
247.3,631
300.99,634
301.86,635
269.42,636
274.34,637
121.5,640
206.25,641
301.15,642
238.12,643
346.26,646
280.38,647
264.35,648
308.59,649
256.62,650
135.1,651
238.44,654
138.98,655
237.49,658
176.2,659
401.93,662
190.89,663
239.91,664
148.91,665
229.61,668
202.09,669
237.98,674
216.88,675
259.53,678
244.27,679
304.6,680
232.9,681
252.81,682
262.46,683
260.89,684
228.2,685
339.08,686
273.08,687
441.64,690
510.84,691
201.42,692
126.92,693
413.89,694
260.52,695
204.18,696
203.45,697
230.14,706
297.06,707
99.76,708
85.14,709
302.56,710
234.08,711
214.63,712
171.29,713
233.14,714
250.78,715
226.11,718
227.68,719
252.85,728
303.89,729
209.64,730
189.34,731
282.81,732
248.21,733
306.51,734
440.02,735
702.12,736
203.44,737
227.02,738
250.85,739
318.27,740
220.76,741
482.97,742
504.57,743
209.17,744
203.56,745
148.47,746
128.21,747
289.29,748
212.06,749
157.03,750
206.06,751
122.44,754
123.47,755
204.63,756
218.08,757
300.2,758
201.68,759
123.62,762
201.17,763
403.1,766
202.0,767
139.93,770
137.26,771
222.4,772
201.16,773
252.56,774
238.89,775
404.78,776
270.66,777
257.53,786
303.24,787
113.88,788
222.06,789
230.38,790
265.81,791
312.91,796
214.6,797
242.38,798
151.57,799
315.81,800
213.23,801
305.66,802
241.96,803
121.11,804
242.24,805
256.19,808
253.16,809
355.43,810
255.96,811
209.4,816
200.91,817
402.27,820
332.27,821
262.0,822
250.72,823
313.87,824
313.88,826
515.81,827
502.0,830
226.19,831
578.97,832
429.04,833
328.74,834
212.71,835
1118.94,840
450.52,841
316.12,842
231.22,843
629.04,844
486.93,845
143.72,846
150.07,847
656.34,848
482.12,849
410.26,850
322.3,851
603.14,852
313.14,853
232.81,854
221.82,855
227.87,858
183.1,859
212.17,860
268.01,861
204.89,864
115.23,865
218.45,868
206.86,869
463.2,878
145.23,879
560.95,882
402.9,883
602.58,886
965.04,887
363.01,890
313.6,891
382.89,894
312.14,895
285.3,896
209.75,897
223.44,898
223.43,899
246.31,900
230.91,901
205.81,902
212.68,903
1190.92,908
731.01,909
214.65,914
153.51,915
272.86,916
200.97,917
309.39,922
226.77,923
305.66,924
249.49,925
425.01,928
500.48,929
222.7,932
401.69,933
347.95,934
276.98,935
350.4,936
306.87,937
201.06,938
117.25,939
200.17,940
205.28,941
260.29,942
265.43,943
308.84,944
353.34,945
421.01,946
1055.14,947
346.42,948
231.67,949
261.11,950
223.0,951
205.82,952
305.67,953
262.04,954
206.07,955
207.55,956
124.57,957
265.87,958
186.61,959
213.21,960
302.1,961
201.56,966
246.88,967
215.78,970
108.26,971
439.13,974
272.38,975
306.26,978
202.73,979
206.97,980
213.1,981
153.32,982
132.78,983
480.17,984
264.15,985
545.65,988
405.0,989
175.95,990
206.97,991
282.22,992
133.0,993
402.92,994
326.68,995
324.65,996
309.02,997
315.52,998
318.32,999
208.43,1000
225.85,1001
305.86,1002
253.32,1003
599.72,1006
1034.5,1007
541.81,1008
404.89,1009
152.67,1010
115.3,1011
215.53,1012
170.93,1013
305.83,1016
222.17,1017
489.01,1020
133.16,1021
308.62,1022
602.61,1023
421.53,1024
409.58,1025
301.87,1026
136.96,1027
304.54,1030
17.64,1031
305.09,1036
273.97,1037
153.7,1038
241.24,1039
239.81,1040
310.68,1041
148.42,1044
117.36,1045
513.17,1046
141.12,1047
229.34,1048
230.58,1049
118.07,1050
201.07,1051
221.61,1052
261.18,1053
216.69,1054
218.23,1055
260.41,1058
292.97,1059
325.37,1060
325.31,1061
307.05,1062
276.98,1063
222.3,1064
208.72,1065
305.74,1066
211.83,1067
355.83,1068
289.13,1069
317.84,1070
263.61,1071
216.58,1074
306.38,1075
219.38,1078
121.86,1079
500.48,1080
221.24,1081
378.57,1082
323.59,1083
292.75,1084
179.17,1085
406.21,1088
305.67,1089
305.58,1092
205.11,1093
247.08,1096
206.6,1097
401.03,1098
361.52,1099
1011.13,1102
1027.74,1103
303.72,1108
149.68,1109
206.15,1110
215.67,1111
402.93,1118
405.22,1119
464.31,1120
267.76,1121
259.01,1124
249.97,1125
470.85,1128
400.51,1129
212.22,1130
227.41,1131
179.92,1132
147.36,1133
269.51,1134
135.22,1135
230.14,1136
169.38,1137
300.23,1138
211.08,1139
303.54,1140
392.83,1141
313.7,1142
301.04,1143
509.96,1144
205.94,1145
496.26,1150
171.72,1151
230.23,1152
201.95,1153
437.49,1154
276.14,1155
232.07,1156
267.33,1157
317.84,1166
318.82,1167
800.66,1168
402.06,1169
215.46,1170
208.97,1171
410.25,1172
285.84,1173
401.34,1174
447.93,1175
319.95,1176
359.98,1177
359.88,1182
239.69,1183
402.83,1184
150.92,1185
444.91,1186
395.79,1187
236.98,1192
222.27,1193
309.86,1196
236.32,1197
313.01,1198
406.26,1199
342.9,1200
291.46,1201
401.84,1202
362.34,1203
366.32,1204
117.92,1205
305.73,1206
304.05,1207
207.35,1208
377.64,1209
206.21,1210
235.06,1211
155.23,1212
130.66,1213
348.02,1214
532.14,1215
235.24,1216
229.95,1217
620.74,1218
555.21,1219
607.2,1220
405.38,1221
583.82,1222
536.61,1223
219.53,1224
232.33,1225
204.44,1226
308.93,1227
1003.79,1228
905.02,1229
305.68,1232
232.85,1233
308.26,1236
213.58,1237
609.45,1240
584.35,1241
809.19,1242
589.24,1243
314.87,1246
254.66,1247
402.44,1248
301.7,1249
222.09,1252
301.31,1253
192.73,1254
236.85,1255
205.17,1256
183.6,1257
543.51,1258
302.39,1259
417.36,1260
201.43,1261
380.61,1264
393.22,1265
219.83,1266
206.06,1267
214.19,1268
129.04,1269
5.42,1270
105.13,1271
318.15,1272
254.44,1273
245.58,1278
206.65,1279
257.86,1282
268.34,1283
419.78,1284
214.87,1285
124.66,1286
108.04,1287
318.17,1288
303.03,1289
237.17,1290
179.7,1291
201.45,1294
121.91,1295
318.08,1296
213.69,1297
411.86,1300
501.93,1301
543.95,1302
416.52,1303
365.48,1304
328.91,1305
313.66,1306
319.39,1307
243.57,1308
232.83,1309
111.38,1312
51.74,1313
515.66,1318
336.51,1319
215.9,1320
124.74,1321
400.62,1324
253.11,1325
539.33,1326
518.78,1327
280.2,1328
203.18,1329
203.41,1330
133.0,1331
155.64,1332
213.03,1333
560.8,1334
528.73,1335
206.44,1338
239.55,1339
202.09,1342
225.76,1343
403.61,1348
253.95,1349
315.45,1350
300.33,1351
380.8,1352
278.38,1353
470.57,1354
501.31,1355
207.62,1358
204.72,1359
468.93,1360
250.05,1361
233.97,1364
231.66,1365
601.07,1366
1010.63,1367
302.05,1372
302.37,1373
194.93,1378
183.74,1379
142.94,1382
238.44,1383
201.12,1384
109.69,1385
214.58,1386
211.75,1387
485.83,1392
230.54,1393
231.13,1394
234.81,1395
205.15,1396
228.22,1397
552.04,1406
423.23,1407
384.61,1408
310.38,1409
300.2,1410
305.14,1411
404.05,1414
403.2,1415
407.3,1416
324.99,1417
252.51,1426
267.41,1427
200.55,1430
118.78,1431
256.06,1434
149.65,1435
301.26,1438
502.41,1439
211.44,1440
152.52,1441
200.25,1448
210.5,1449
305.52,1452
277.86,1453
216.77,1454
226.36,1455
405.72,1460
362.32,1461
500.11,1464
124.61,1470
115.95,1471
511.73,1474
314.17,1475
157.77,1476
167.23,1477
125.64,1478
110.96,1479
303.21,1480
205.45,1481
379.54,1486
352.16,1487
545.11,1488
406.5,1489
529.06,1494
234.68,1495
360.78,1498
309.94,1499
405.92,1500
261.62,1501
223.49,1502
168.32,1503
207.8,1504
129.67,1505
260.78,1506
221.02,1507
304.78,1512
205.23,1513
345.42,1514
353.52,1515
416.3,1518
306.07,1519
501.54,1520
256.58,1521
145.41,1522
136.98,1523
205.54,1524
199.64,1525
201.42,1528
120.59,1529
513.82,1530
400.3,1531
147.55,1532
206.13,1533
204.66,1534
117.29,1535
290.15,1536
312.61,1537
241.52,1538
211.5,1539
311.65,1540
171.68,1541
311.82,1542
324.62,1543
401.2,1548
201.8,1549
232.09,1550
117.5,1551
112.6,1552
139.12,1553
236.61,1554
204.86,1555
212.35,1556
207.4,1557
124.78,1562
129.57,1563
197.44,1564
182.62,1565
211.04,1568
134.34,1569
217.65,1570
218.0,1571
201.92,1576
215.01,1577
201.96,1580
142.31,1581
202.15,1582
203.67,1583
358.3,1584
319.66,1585
620.53,1590
629.78,1591
212.53,1592
221.87,1593
308.27,1594
205.53,1595
243.72,1598
225.82,1599
346.89,1602
330.48,1603
245.36,1604
230.66,1605
402.29,1610
259.23,1611
313.54,1612
136.64,1613
233.12,1614
314.08,1615
304.12,1620
301.39,1621
254.55,1622
122.7,1623
618.23,1626
500.1,1627
313.84,1628
435.93,1629
677.08,1630
744.17,1631
372.76,1632
502.35,1633
529.92,1634
418.21,1635
262.88,1640
503.7,1641
856.41,1642
378.4,1643
201.94,1648
108.18,1649
248.02,1650
171.45,1651
433.99,1652
430.24,1653
567.2,1654
558.92,1655
400.07,1656
311.4,1657
262.0,1660
206.04,1661
525.77,1662
373.14,1663
402.32,1664
307.83,1665
137.04,1666
137.99,1667
372.97,1670
397.41,1671
632.66,1672
526.88,1673
335.2,1674
397.53,1675
716.2,1676
501.47,1677
409.51,1678
403.57,1679
560.46,1680
471.25,1681
180.51,1682
311.39,1683
596.02,1684
545.24,1685
616.16,1686
324.93,1687
580.86,1688
477.14,1689
118.92,1694
141.16,1695
304.89,1696
157.54,1697
213.39,1698
201.15,1699
509.06,1712
322.21,1713
470.75,1714
455.68,1715
209.99,1716
503.02,1717
446.23,1720
276.05,1721
1677.22,1722
964.3,1723
350.05,1724
338.43,1725
203.0,1730
205.04,1731
248.29,1732
213.94,1733
279.28,1734
269.63,1735
504.34,1742
420.49,1743
329.29,1744
583.6,1745
413.05,1746
443.21,1747
307.88,1748
224.31,1749
207.1,1750
158.52,1751
338.38,1752
227.14,1753
207.75,1754
219.06,1755
703.99,1756
584.58,1757
345.86,1758
271.83,1759
385.26,1760
516.82,1761
500.88,1770
217.26,1771
315.74,1780
349.52,1781
259.41,1782
207.46,1783
434.63,1788
437.62,1789
513.95,1790
329.88,1791
451.51,1792
519.22,1793
336.23,1794
266.9,1795
232.44,1796
303.98,1797
304.6,1798
221.18,1799
279.74,1800
268.47,1801
305.87,1802
229.57,1803
317.79,1804
314.49,1805
277.47,1806
307.31,1807
315.51,1812
301.87,1813
563.56,1822
311.56,1823
747.19,1824
634.1,1825
217.81,1828
234.56,1829
214.72,1832
400.67,1833
227.15,1834
244.92,1835
225.59,1836
126.29,1837
372.2,1840
307.1,1841
337.33,1842
351.45,1843
299.74,1844
255.24,1845
493.08,1848
261.52,1849
240.98,1850
239.82,1851
231.38,1856
226.26,1857
304.24,1862
360.8,1863
309.79,1866
304.73,1867
302.28,1868
353.1,1869
546.67,1870
536.55,1871
206.03,1872
218.4,1873
132.47,1874
132.31,1875
329.19,1876
948.54,1877
225.48,1878
268.41,1879
927.26,1880
807.8,1881
301.89,1884
107.71,1885
206.28,1886
152.23,1887
325.16,1888
148.77,1889
309.51,1890
290.64,1891
578.64,1892
685.11,1893
508.85,1900
400.44,1901
161.93,1902
119.95,1903
245.27,1904
315.79,1905
215.39,1906
227.82,1907
217.55,1910
172.26,1911
209.66,1914
220.8,1915
168.41,1918
169.39,1919
240.98,1924
149.12,1925
240.91,1926
253.17,1927
338.5,1928
350.08,1929
407.14,1932
302.76,1933
429.7,1938
375.58,1939
291.38,1942
296.32,1943
204.84,1944
112.5,1945
58.39,1946
70.45,1947
203.9,1948
142.02,1949
157.45,1950
180.26,1951
681.79,1954
749.34,1955
115.17,1956
205.41,1957
146.54,1964
151.31,1965
272.9,1966
237.73,1967
536.4,1968
553.49,1969
351.22,1970
201.61,1971
292.34,1972
222.23,1973
312.97,1974
303.2,1975
310.2,1980
191.44,1981
493.52,1982
401.77,1983
280.16,1984
206.58,1985
204.79,1986
245.15,1987
120.0,1990
129.88,1991
204.59,1994
154.53,1995
306.92,1996
213.27,1997
296.12,1998
148.52,1999
202.0,2002
201.97,2003
406.17,2004
215.32,2005
205.66,2006
228.47,2007
216.76,2014
300.72,2015
116.16,2018
110.95,2019
700.8,2024
261.14,2025
124.86,2026
314.22,2027
656.82,2030
567.24,2031
511.32,2032
237.39,2033
305.39,2034
251.64,2035
378.77,2036
223.39,2037
414.55,2038
246.89,2039
251.36,2044
175.39,2045
201.19,2048
120.06,2049
274.35,2052
436.27,2053
218.14,2056
114.0,2057
212.31,2060
131.13,2061
209.65,2062
221.97,2063
504.17,2064
330.52,2065
246.77,2066
137.99,2067
303.68,2068
210.89,2069
248.58,2070
299.84,2071
128.42,2072
115.94,2073
250.99,2076
244.47,2077
210.76,2078
305.05,2079
333.35,2088
377.54,2089
205.0,2090
203.08,2091
978.09,2092
171.62,2093
659.73,2094
522.92,2095
692.93,2096
502.17,2097
631.55,2100
622.53,2101
201.57,2102
229.4,2103
214.95,2110
33.96,2111
283.26,2112
300.35,2113
314.77,2122
307.12,2123
313.33,2124
500.79,2125
143.73,2126
215.23,2127
534.92,2128
303.27,2129
407.77,2130
643.67,2131
500.76,2132
203.28,2133
237.53,2134
403.76,2135
508.59,2138
516.25,2139
205.84,2142
208.22,2143
306.16,2144
233.98,2145
249.7,2148
242.82,2149
401.31,2156
226.62,2157
228.02,2162
208.46,2163
618.7,2164
406.79,2165
611.9,2168
228.53,2169
448.31,2170
251.94,2171
205.52,2178
141.75,2179
400.3,2180
414.39,2181
146.18,2184
115.45,2185
210.41,2190
234.56,2191
426.17,2192
202.2,2193
285.79,2196
307.27,2197
316.79,2198
351.05,2199
503.42,2206
503.37,2207
702.46,2208
505.71,2209
215.72,2214
153.21,2215
607.71,2218
536.33,2219
332.34,2222
301.29,2224
237.83,2225
335.99,2228
250.71,2229
265.25,2230
235.39,2231
324.66,2232
276.85,2233
318.45,2234
230.48,2235
117.45,2236
121.28,2237
414.63,2244
161.69,2245
220.39,2246
380.37,2247
212.05,2248
402.28,2249
263.41,2250
274.66,2251
318.72,2252
317.77,2253
184.14,2256
141.42,2257
208.79,2264
204.19,2265
213.41,2266
218.14,2267
351.13,2268
263.94,2269
130.94,2270
120.05,2271
117.6,2272
118.87,2273
218.65,2274
226.06,2275
217.69,2278
210.73,2279
314.86,2280
361.32,2281
138.35,2284
138.39,2285
442.84,2286
439.94,2287
306.04,2292
312.22,2293
271.54,2294
248.94,2295
407.23,2296
366.87,2297
210.44,2298
158.99,2299
201.51,2302
206.1,2303
174.42,2304
186.53,2305
109.19,2306
113.35,2307
386.88,2308
200.02,2309
274.83,2310
236.85,2311
328.74,2314
303.79,2315
223.13,2316
142.31,2317
300.66,2318
132.97,2319
178.41,2320
171.28,2321
301.27,2322
211.2,2323
202.8,2332
557.41,2333
232.09,2334
241.24,2335
328.72,2340
255.82,2341
213.18,2348
172.69,2349
246.66,2350
240.92,2351
236.45,2354
225.29,2355
330.41,2356
313.81,2357
450.34,2358
307.47,2359
401.87,2362
367.55,2363
509.18,2364
500.42,2365
424.66,2366
466.9,2367
339.94,2368
371.9,2369
491.17,2370
331.04,2371
300.77,2372
198.39,2373
601.06,2374
362.89,2375
251.01,2380
356.63,2381
354.67,2382
364.52,2383
301.6,2384
305.88,2385
226.72,2388
137.95,2389
274.89,2390
268.57,2391
332.48,2392
320.41,2393
360.89,2396
526.65,2397
514.41,2400
303.35,2401
257.75,2402
304.35,2403
502.53,2408
712.02,2409
261.61,2410
72.49,2411
223.18,2416
211.21,2417
240.24,2418
100.92,2419
151.18,2422
117.6,2423
501.36,2424
601.03,2425
368.41,2428
355.68,2429
216.13,2430
302.77,2431
429.7,2432
243.1,2433
323.14,2434
241.55,2435
304.98,2438
358.54,2439
527.04,2440
502.95,2441
423.34,2442
327.29,2443
307.72,2444
321.66,2445
402.83,2448
229.75,2449
201.77,2452
300.76,2453
285.04,2454
272.6,2455
263.05,2456
311.77,2457
228.83,2458
229.33,2459
256.07,2460
224.73,2461
282.65,2462
203.19,2463
349.73,2464
814.7,2465
401.73,2466
380.46,2467
489.64,2468
500.03,2469
269.59,2472
207.71,2473
429.54,2474
128.97,2475
353.08,2476
312.01,2477
317.48,2478
229.37,2479
160.95,2480
612.78,2481
381.34,2482
362.69,2483
233.98,2484
226.32,2485
497.36,2486
376.38,2487
562.33,2490
345.63,2491
641.39,2492
645.96,2493
503.56,2494
570.13,2495
314.51,2498
353.05,2499
705.37,2500
511.74,2501
301.22,2504
210.39,2505
601.59,2508
419.36,2509
475.13,2510
401.41,2511
243.53,2516
200.8,2517
417.22,2518
1095.92,2519
212.1,2520
248.91,2521
247.71,2522
325.2,2523
310.22,2524
228.49,2525
603.94,2530
628.45,2531
151.25,2532
135.0,2533
163.27,2538
121.48,2539
104.72,2540
102.3,2541
201.08,2542
232.92,2543
315.28,2550
331.34,2551
311.24,2552
254.07,2553
236.12,2556
213.57,2557
600.96,2558
300.57,2559
404.81,2562
475.45,2563
258.44,2570
324.78,2571
201.03,2572
209.25,2573
667.8,2576
564.97,2577
455.43,2578
500.37,2579
598.07,2580
529.44,2581
301.79,2582
421.38,2583
4624.47,2584
4569.65,2585
302.61,2586
237.69,2587
304.42,2594
607.08,2595
341.77,2598
503.88,2599
301.9,2604
278.31,2605
201.7,2606
298.55,2607
239.38,2612
212.4,2613
252.64,2614
226.26,2615
900.02,2616
1000.2,2617
213.92,2622
231.01,2623
681.87,2626
722.14,2627
411.49,2628
227.47,2629
305.09,2630
181.89,2631
268.14,2632
222.69,2633
504.79,2636
409.92,2637
204.16,2638
121.37,2639
515.45,2644
407.25,2645
516.5,2648
624.37,2649
119.4,2654
213.8,2655
608.07,2656
394.35,2657
301.06,2658
402.37,2659
333.15,2660
346.11,2661
520.13,2662
308.75,2663
475.61,2664
409.38,2665
303.73,2666
203.9,2667
401.1,2668
307.3,2669
601.6,2672
337.8,2673
121.89,2674
105.92,2675
306.35,2676
306.15,2677
323.81,2678
301.6,2679
218.14,2680
196.62,2681
307.88,2682
277.8,2683
303.99,2688
316.04,2689
301.57,2690
302.77,2691
600.02,2692
390.71,2693
257.15,2694
327.58,2695
504.94,2696
401.88,2697
454.82,2700
313.04,2701
516.23,2704
246.27,2705
304.92,2706
204.7,2707
504.62,2708
209.03,2709
326.33,2710
331.64,2711
223.37,2712
213.98,2713
105.55,2718
138.41,2719
203.49,2720
126.48,2721
431.7,2722
431.3,2723
601.97,2728
447.49,2729
304.09,2730
213.06,2731
603.47,2732
730.78,2733
220.42,2734
206.33,2735
207.63,2738
211.71,2739
625.42,2740
710.32,2741
204.61,2742
245.41,2743
678.39,2746
617.84,2747
229.62,2748
300.42,2749
274.06,2756
251.51,2757
222.84,2758
216.62,2759
276.89,2760
568.45,2761
335.57,2764
268.32,2765
305.12,2766
221.01,2767
226.93,2774
227.11,2775
284.26,2776
293.89,2777
300.31,2780
207.36,2781
197.76,2782
115.64,2783
185.99,2788
226.36,2789
315.28,2790
241.96,2791
1005.96,2802
713.05,2803
203.96,2806
218.74,2807
205.9,2810
203.6,2811
236.82,2812
167.0,2813
874.93,2814
572.69,2815
130.5,2816
190.65,2817
163.92,2818
264.21,2819
212.55,2824
230.3,2825
336.43,2826
349.79,2827
327.68,2828
310.67,2829
441.82,2832
255.67,2833
304.57,2834
248.18,2835
210.43,2836
245.58,2837
237.4,2838
214.42,2839
401.68,2846
505.97,2847
282.44,2854
234.37,2855
235.43,2856
213.51,2857
402.59,2858
305.9,2859
380.1,2860
562.61,2861
471.94,2862
470.01,2863
520.59,2864
437.25,2865
415.93,2866
241.51,2867
319.22,2868
500.87,2869
545.87,2870
329.17,2871
501.75,2872
212.6,2873
397.56,2874
350.97,2875
321.03,2876
213.46,2877
106.1,2878
224.48,2879
264.62,2880
227.54,2881
323.23,2882
205.75,2883
237.74,2884
359.87,2885
403.34,2888
417.02,2889
504.45,2894
302.34,2895
370.02,2896
397.27,2897
319.5,2898
305.81,2899
327.09,2902
383.5,2903
314.09,2904
282.92,2905
323.32,2906
437.77,2907
323.71,2908
316.85,2909
390.84,2910
515.09,2911
288.04,2912
260.49,2913
290.95,2914
207.35,2915
403.87,2916
375.57,2917
522.99,2920
529.1,2921
317.49,2922
504.06,2923
309.14,2924
323.88,2925
204.76,2926
401.35,2927
303.03,2928
306.16,2929
314.51,2930
305.9,2931
200.9,2932
210.81,2933
505.42,2934
505.21,2935
238.47,2938
132.19,2939
478.76,2944
225.03,2945
205.84,2946
213.41,2947
225.21,2948
224.82,2949
131.0,2952
153.45,2953
337.71,2954
301.47,2955
360.87,2956
225.74,2957
281.8,2958
187.59,2959
201.98,2960
215.83,2961
403.69,2962
219.5,2963
220.54,2968
510.02,2969
201.94,2970
211.05,2971
239.11,2972
223.89,2973
253.96,2974
211.66,2975
205.83,2976
209.55,2977
311.77,2978
220.33,2979
327.35,2980
135.74,2981
369.74,2982
235.57,2983
464.48,2984
156.66,2985
299.43,2990
113.7,2991
498.96,2992
417.46,2993
303.53,2994
177.59,2995
265.06,2996
266.66,2997
413.13,2998
303.1,2999
277.95,3002
463.49,3003
502.82,3004
367.95,3005
226.95,3010
246.74,3011
122.16,3012
108.56,3013
324.22,3014
247.93,3015
440.34,3016
479.68,3017
642.37,3018
556.33,3019
234.29,3020
209.35,3021
248.97,3024
352.99,3025
419.23,3026
505.54,3027
250.27,3028
226.2,3029
323.28,3032
137.93,3033
288.24,3034
228.1,3035
204.08,3038
159.19,3039
249.84,3040
212.47,3041
262.1,3042
241.6,3043
607.59,3046
606.14,3047
432.85,3048
330.58,3049
308.07,3056
215.0,3057
311.26,3062
306.57,3063
123.95,3070
224.86,3071
245.11,3076
214.25,3077
315.66,3078
314.78,3079
401.91,3080
416.56,3081
334.2,3084
284.85,3085
233.07,3086
250.88,3087
204.46,3090
206.48,3091
259.4,3092
211.23,3093
223.94,3094
337.31,3095
244.07,3096
224.53,3097
276.32,3100
216.67,3101
607.31,3104
570.06,3105
302.72,3110
326.4,3111
324.97,3112
309.46,3113
308.03,3114
329.82,3115
398.59,3116
520.74,3117
405.03,3118
506.14,3119
412.55,3120
300.08,3121
416.44,3122
363.5,3123
501.88,3124
329.31,3125
311.05,3126
465.67,3127
234.71,3130
220.14,3131
321.78,3132
427.12,3133
333.44,3144
344.22,3145
154.91,3146
202.15,3147
125.72,3148
182.0,3149
322.16,3150
256.44,3151
458.56,3152
502.72,3153
553.37,3156
517.81,3157
402.3,3158
208.74,3159
309.92,3160
400.72,3161
324.01,3162
168.75,3163
212.35,3164
226.45,3165
540.93,3166
506.15,3167
214.46,3168
168.59,3169
678.79,3170
357.45,3171
239.76,3178
436.73,3179
207.35,3180
224.33,3181
306.15,3182
518.83,3183
303.44,3186
225.57,3187
303.47,3188
276.77,3189
302.15,3190
401.07,3191
401.75,3194
304.6,3195
307.18,3196
211.25,3197
250.97,3198
211.18,3199
298.81,3200
247.97,3201
