avg_c,mon_count_c,mon_sum,stu_id
5.757142857,14,80.6,401
2.38,5,11.9,404
4.457142857,7,31.2,405
4.9,1,4.9,406
3,2,6,408
7.271428571,7,50.9,409
5.181481481,27,139.9,412
7.281355932,59,429.6,413
5.441269841,63,342.8,416
5.88,20,117.6,417
7.036029412,136,956.9,418
6.663483146,178,1186.1,419
8.096086957,276,2234.52,420
9.624166667,216,2078.82,421
7.325925926,27,197.8,424
4.431612903,93,412.14,425
6.85342723,213,1459.78,426
8.460283688,141,1192.9,427
12.2261875,160,1956.19,430
12.08333333,108,1305,431
9.532954545,88,838.9,432
13.53789474,57,771.66,433
9.979310345,174,1736.4,438
7.791803279,122,950.6,439
11.11929577,142,1578.94,440
9.728571429,49,476.7,441
8.229146341,164,1349.58,442
8.606202532,158,1359.78,443
9.843157895,95,935.1,444
14.05813953,43,604.5,445
9.114644809,183,1667.98,446
12.34974359,117,1444.92,447
8.027844828,116,931.23,448
9.080444444,90,817.24,449
14.05656566,99,1391.6,450
10.80534483,116,1253.42,451
5.643478261,46,259.6,452
4.289824561,57,244.52,453
6.258695652,46,287.9,454
10.69683544,79,845.05,455
12.48412698,63,786.5,460
20.946875,32,670.3,461
2.85,10,28.5,462
2.668131868,91,242.8,463
6.980487805,41,286.2,466
4.136875,32,132.38,467
8.756730769,104,910.7,468
11.5,45,517.5,469
7.984848485,66,527,470
8.426573427,143,1205,471
10.12444444,270,2733.6,474
10.85546218,119,1291.8,475
7.684074074,54,414.94,476
7.2421875,64,463.5,477
9.755263158,76,741.4,478
7.795555556,90,701.6,479
7.094210526,57,404.37,480
7.835616438,73,572,481
9.110882353,68,619.54,484
8.872881356,59,523.5,485
8.800699301,143,1258.5,486
8.884621849,119,1057.27,487
12.42140351,285,3540.1,488
15.40949367,158,2434.7,489
10.21111111,63,643.3,496
12.43333333,54,671.4,497
5.925438596,114,675.5,498
6.796153846,52,353.4,499
5.257723577,123,646.7,500
5.188607595,79,409.9,501
10.45294118,17,177.7,502
8.928571429,14,125,503
8.148717949,156,1271.2,504
9.374278215,381,3571.6,505
8.985714286,238,2138.6,508
6.375961538,104,663.1,509
10.18632479,117,1191.8,510
9.787205882,68,665.53,511
7.797142857,70,545.8,512
4.370642202,109,476.4,513
5.998148148,54,323.9,522
7.288513514,74,539.35,523
9.111607143,224,2041,524
9.752352941,170,1657.9,525
6.804395604,91,619.2,526
6.6953125,128,857,527
8.998139535,301,2708.44,528
8.421404682,299,2518,529
10.08406593,182,1835.3,532
9.881182796,186,1837.9,533
10.09909091,99,999.81,534
10.71086957,92,985.4,535
14.02333333,60,841.4,536
10.94909091,55,602.2,537
11.56237113,388,4486.2,544
12.7292766,470,5982.76,545
8.408256881,109,916.5,550
8.75859375,128,1121.1,551
7.016666667,96,673.6,552
7.818461538,65,508.2,553
6.7825,40,271.3,558
11.41,10,114.1,559
13.62333333,30,408.7,562
6.944444444,9,62.5,563
7.402702703,37,273.9,564
10.11785714,28,283.3,565
9.316666667,24,223.6,566
7.494736842,19,142.4,567
10.88292683,164,1784.8,570
10.38458904,146,1516.15,571
8.749180328,61,533.7,572
8.204225352,71,582.5,573
11.24461538,130,1461.8,574
11.42288889,90,1028.06,575
12.125,16,194,576
7.488571429,70,524.2,577
13.08878505,107,1400.5,578
8.180555556,36,294.5,579
10.89278351,97,1056.6,580
7.917021277,94,744.2,581
12.25294118,51,624.9,582
7.914893617,47,372,583
8.138095238,63,512.7,584
7.852,50,392.6,585
5.340833333,120,640.9,586
5.610629921,127,712.55,587
5.025373134,134,673.4,588
4.876404494,89,434,589
7.013939394,198,1388.76,592
7.530136986,146,1099.4,593
8.084466019,206,1665.4,594
9.094927536,138,1255.1,595
7.868421053,95,747.5,596
7.236969697,165,1194.1,597
9.291034483,116,1077.76,598
7.719052632,95,733.31,599
13.00338983,118,1534.4,602
10.1478022,182,1846.9,603
8.845251397,179,1583.3,604
6.831878788,165,1127.26,605
8.601098901,91,782.7,606
7.378257576,132,973.93,607
8.766153846,130,1139.6,608
10.0060241,83,830.5,609
10.67892562,121,1292.15,610
11.87429412,170,2018.63,611
7.63855615,374,2856.82,612
7.674320557,287,2202.53,613
15.92567568,74,1178.5,614
15.44850746,134,2070.1,615
5.842798354,243,1419.8,616
8.217741935,124,1019,617
14.43636364,22,317.6,618
8.347826087,23,192,619
10.94325581,43,470.56,620
16.02727273,44,705.2,621
11.44130435,46,526.3,624
10.15405405,37,375.7,625
9.466666667,75,710,626
7.901724138,58,458.3,627
4.990740741,162,808.5,630
6.943269231,104,722.1,631
6.564912281,57,374.2,634
6.325,36,227.7,635
7.011409396,149,1044.7,636
5.992079208,101,605.2,637
5.747826087,92,528.8,640
7.582857143,35,265.4,641
9.055339806,103,932.7,642
9.649305556,144,1389.5,643
9.010119048,168,1513.7,646
6.157446809,94,578.8,647
7.595283019,106,805.1,648
9.2625,48,444.6,649
7.655084746,118,903.3,650
6.042857143,112,676.8,651
7.8224,125,977.8,654
6.17244898,98,604.9,655
5.938852459,122,724.54,658
7.176190476,105,753.5,659
7.673417722,158,1212.4,662
7.85,2,15.7,663
5.819008264,242,1408.2,664
5.436856369,369,2006.2,665
6.869863014,73,501.5,668
7.594634146,82,622.76,669
8.229442971,377,3102.5,674
7.877099237,393,3095.7,675
5.18,5,25.9,678
4.7,1,4.7,679
8.028,25,200.7,680
8.2,17,139.4,681
7.127142857,70,498.9,682
5.943809524,105,624.1,683
9.3,57,530.1,684
6.669230769,26,173.4,685
8.685769231,26,225.83,686
6.18245614,57,352.4,687
10.00131579,76,760.1,690
11.3740458,131,1490,691
6.128644068,118,723.18,692
4.206153846,130,546.8,693
7.053846154,195,1375.5,694
6.013043478,253,1521.3,695
6.413636364,44,282.2,696
7.389473684,19,140.4,697
5.4775,40,219.1,706
5.464912281,57,311.5,707
5.900952381,105,619.6,708
6.776470588,136,921.6,709
8.715517241,58,505.5,710
8.405633803,71,596.8,711
9.115,100,911.5,712
5.867021277,94,551.5,713
7.605769231,52,395.5,714
16.0969697,33,531.2,715
7.609876543,162,1232.8,718
8.369655172,145,1213.6,719
8.527848101,79,673.7,728
9.279365079,63,584.6,729
8.529850746,67,571.5,730
6.488,25,162.2,731
15.26045455,44,671.46,732
14.44929577,71,1025.9,733
15.30407407,54,826.42,734
17.28297872,47,812.3,735
9.851764706,85,837.4,736
9.818367347,49,481.1,737
3.245454545,11,35.7,738
8.4,1,8.4,739
5.105,20,102.1,740
6.384615385,13,83,741
22.02,5,110.1,742
16.55454545,11,182.1,743
9.865102041,98,966.78,744
9.342045455,88,822.1,745
8.096875,96,777.3,746
5.679069767,172,976.8,747
10.03455882,136,1364.7,748
8.895238095,63,560.4,749
11.03465347,101,1114.5,750
12.061,130,1567.93,751
4.162962963,27,112.4,754
3.9075,56,218.82,755
4.444615385,65,288.9,756
4.327222222,90,389.45,757
10.62058824,34,361.1,758
11.78772152,79,931.23,759
6.938888889,18,124.9,762
6.853535354,99,678.5,763
11.2225,120,1346.7,766
10.06588235,85,855.6,767
11.4204918,244,2786.6,770
10.40202429,247,2569.3,771
15.16181818,55,833.9,772
15.46,65,1004.9,773
9.497727273,44,417.9,774
9.426666667,45,424.2,775
11.46402878,139,1593.5,776
10.36736842,114,1181.88,777
7.661627907,86,658.9,786
9.791707317,164,1605.84,787
9.319078947,152,1416.5,788
12.33809524,210,2591,789
12.88518519,54,695.8,790
22.78509091,55,1253.18,791
7.266666667,24,174.4,796
13.74102564,39,535.9,797
13.41666667,6,80.5,798
5.378571429,14,75.3,799
10,29,290,800
9.948387097,31,308.4,801
5.417821782,101,547.2,802
6.21490566,106,658.78,803
5.271428571,7,36.9,804
6.264848485,165,1033.7,805
17.42523364,107,1864.5,808
11.51203704,108,1243.3,809
12.45230769,117,1456.92,810
10.04772727,220,2210.5,811
7.929607843,204,1617.64,816
6.267647059,102,639.3,817
10.46322314,242,2532.1,820
11.88676471,204,2424.9,821
9.478666667,150,1421.8,822
9.516326531,196,1865.2,823
13.43103448,29,389.5,824
9.6,67,643.2,826
10.02470588,85,852.1,827
6.73375,48,323.22,830
5.253658537,41,215.4,831
10.20444444,81,826.56,832
11.33913043,69,782.4,833
7.382608696,23,169.8,834
8.447368421,57,481.5,835
7.859217391,230,1807.62,840
7.220738255,298,2151.78,841
7.829680365,219,1714.7,842
6.76344086,186,1258,843
8.126464646,198,1609.04,844
8.874829932,147,1304.6,845
6.306976744,43,271.2,846
4.683673469,98,459,847
5.323076923,26,138.4,848
6.596511628,43,283.65,849
7.852173913,46,361.2,850
9.897777778,45,445.4,851
5.323684211,38,202.3,852
5.884615385,39,229.5,853
7.473913043,23,171.9,854
9.953333333,30,298.6,855
8.557894737,133,1138.2,858
8.081395349,129,1042.5,859
4.728712871,303,1432.8,860
5.496356275,247,1357.6,861
10.11111111,81,819,864
7.006,50,350.3,865
9.773504274,117,1143.5,868
7.57890625,64,485.05,869
9.119786096,187,1705.4,878
7.525727273,110,827.83,879
11.05175439,114,1259.9,882
10.80192308,52,561.7,883
7.15483871,62,443.6,886
9.934782609,46,457,887
7.383333333,120,886,890
5.592727273,55,307.6,891
12.10933333,75,908.2,894
10.32202703,74,763.83,895
7.274637681,138,1003.9,896
8.802315789,95,836.22,897
7.675903614,83,637.1,898
10.06086957,69,694.2,899
12.06951456,103,1243.16,900
14.5084507,71,1030.1,901
9.582307692,130,1245.7,902
9.434703196,219,2066.2,903
9.486363636,22,208.7,908
9.945454545,11,109.4,909
8.994736842,19,170.9,914
13.6,11,149.6,915
7.271875,128,930.8,916
7.267090909,110,799.38,917
8.24295302,149,1228.2,922
8.47755102,98,830.8,923
10.74560847,189,2030.92,924
9.035762712,177,1599.33,925
12.03627451,102,1227.7,928
9.274796748,123,1140.8,929
11.33333333,45,510,932
8.283636364,55,455.6,933
6.666666667,51,340,934
4.432432432,37,164,935
9.397419355,155,1456.6,936
11.18539326,89,995.5,937
7.241758242,91,659,938
7.144230769,156,1114.5,939
4.328888889,405,1753.2,940
4.595881007,437,2008.4,941
12.96566845,187,2424.58,942
12.01339286,112,1345.5,943
8.795,20,175.9,944
3.5,24,84,945
8.745454545,132,1154.4,946
12.8,16,204.8,947
4.823529412,34,164,948
5.207575758,33,171.85,949
9.280909091,22,204.18,950
4.558333333,24,109.4,951
8.587345679,324,2782.3,952
7.906212121,330,2609.05,953
7.934736842,95,753.8,954
7.984269663,89,710.6,955
10.75259259,135,1451.6,956
6.711881188,101,677.9,957
10.23258427,89,910.7,958
7.194569288,267,1920.95,959
7.95,104,826.8,960
6.006382979,141,846.9,961
10.68918919,37,395.5,966
7.581012658,79,598.9,967
7.019047619,21,147.4,970
6.063157895,19,115.2,971
6.86,30,205.8,974
5.84,15,87.6,975
11.1407767,103,1147.5,978
12.78375,80,1022.7,979
6.123728814,59,361.3,980
7.16,40,286.4,981
6.64375,16,106.3,982
3.588461538,26,93.3,983
8.457377049,122,1031.8,984
8.235766423,137,1128.3,985
8.3,56,464.8,988
7.964473684,38,302.65,989
7.607246377,138,1049.8,990
5.954609929,141,839.6,991
9.675,92,890.1,992
7.828181818,110,861.1,993
6.273643411,129,809.3,994
6.9782,100,697.82,995
7.918300654,153,1211.5,996
5.920610687,131,775.6,997
7.654945055,182,1393.2,998
8.281818182,132,1093.2,999
6.176377953,127,784.4,1000
8.114074074,135,1095.4,1001
7.920634921,126,998,1002
7.902105263,95,750.7,1003
14.37058824,51,732.9,1006
13.86376812,138,1913.2,1007
9.966,120,1195.92,1008
8.199727891,147,1205.36,1009
15.575,16,249.2,1010
11.30444444,45,508.7,1011
6.906694215,121,835.71,1012
7.280681818,88,640.7,1013
8.063120567,141,1136.9,1016
7.753333333,165,1279.3,1017
12.78041237,97,1239.7,1020
8.487323944,71,602.6,1021
11.42361702,94,1073.82,1022
7.836690647,139,1089.3,1023
5.134782609,46,236.2,1024
6.429545455,44,282.9,1025
6.607692308,13,85.9,1026
6.25,6,37.5,1027
6.522222222,18,117.4,1030
10.40876404,89,926.38,1036
13.11016393,61,799.72,1037
14.68988764,89,1307.4,1038
7.440860215,93,692,1039
14.94870968,62,926.82,1040
9.578461538,65,622.6,1041
7.177307692,78,559.83,1044
5.394311927,109,587.98,1045
10.82908257,109,1180.37,1046
12.58636364,88,1107.6,1047
8.564383562,73,625.2,1048
11.80297872,94,1109.48,1049
5.053191489,47,237.5,1050
4.004444444,45,180.2,1051
4.277777778,9,38.5,1052
5.116666667,24,122.8,1053
8.147169811,53,431.8,1054
10.95,54,591.3,1055
9.672413793,58,561,1058
10.53466667,75,790.1,1059
9.496610169,59,560.3,1060
11.1872549,102,1141.1,1061
11.45490196,51,584.2,1062
14.21304348,46,653.8,1063
15.8816,125,1985.2,1064
20.26875,16,324.3,1065
9.956304348,92,915.98,1066
10.16744681,94,955.74,1067
8.744086022,93,813.2,1068
5.735789474,95,544.9,1069
10.33731707,82,847.66,1070
10.49298246,114,1196.2,1071
10.55252033,123,1297.96,1074
13.0372549,153,1994.7,1075
9.556,50,477.8,1078
8.56796875,64,548.35,1079
8.129661017,118,959.3,1080
8.314383562,146,1213.9,1081
18.33705882,102,1870.38,1082
20.20215686,102,2060.62,1083
10.05208333,48,482.5,1084
8.458571429,35,296.05,1085
12.11833333,60,727.1,1088
13.24393939,66,874.1,1089
9.047826087,23,208.1,1092
6.747058824,17,114.7,1093
9.284,50,464.2,1096
8.326923077,78,649.5,1097
9.887096774,62,613,1098
9.763157895,76,742,1099
17.57777778,27,474.6,1102
14.1890625,64,908.1,1103
10.0027027,74,740.2,1108
7.782352941,34,264.6,1109
6.104433498,203,1239.2,1110
9.281751825,137,1271.6,1111
10.13670886,79,800.8,1118
7.395121951,82,606.4,1119
9.691084337,83,804.36,1120
7.128076923,208,1482.64,1121
6.937142857,140,971.2,1124
6.105405405,185,1129.5,1125
9.326027397,146,1361.6,1128
6.965833333,120,835.9,1129
8.864285714,84,744.6,1130
10.05454545,121,1216.6,1131
8.211666667,48,394.16,1132
6.252112676,71,443.9,1133
11.89615385,130,1546.5,1134
7.072394366,142,1004.28,1135
11.73229167,96,1126.3,1136
12.38095238,63,780,1137
12.9484375,64,828.7,1138
11.85774648,71,841.9,1139
11.37714286,35,398.2,1140
8.060273973,73,588.4,1141
7.136956522,46,328.3,1142
5.493939394,33,181.3,1143
8.278529412,68,562.94,1144
8.879279279,111,985.6,1145
8.250877193,114,940.6,1150
7.526190476,42,316.1,1151
12.4,29,359.6,1152
4.757336449,214,1018.07,1153
10.0244186,86,862.1,1154
8.822222222,9,79.4,1155
6.552121212,33,216.22,1156
4.95046729,107,529.7,1157
6.470603015,398,2575.3,1166
5.150912779,493,2539.4,1167
6.838181818,165,1128.3,1168
7.68041958,143,1098.3,1169
11.04886364,88,972.3,1170
13.80857143,35,483.3,1171
7.807471264,174,1358.5,1172
8.52,160,1363.2,1173
10.24,75,768,1174
8.08,70,565.6,1175
11.01438849,139,1531,1176
10.79247788,113,1219.55,1177
12.50869565,69,863.1,1182
6.665217391,46,306.6,1183
11.87173913,46,546.1,1184
5.596363636,55,307.8,1185
10.1576,125,1269.7,1186
10.05384615,91,914.9,1187
12.88943396,106,1366.28,1192
8.9125,96,855.6,1193
8.666896552,145,1256.7,1196
7.8525,160,1256.4,1197
6.634444444,90,597.1,1198
6.288461538,52,327,1199
11.17075758,66,737.27,1200
6.094352941,85,518.02,1201
5.245652174,46,241.3,1202
9.455555556,36,340.4,1203
8.342857143,42,350.4,1204
7.111904762,42,298.7,1205
5.432835821,67,364,1206
5.821621622,37,215.4,1207
7.7078125,64,493.3,1208
6.446153846,39,251.4,1209
12.79090909,11,140.7,1210
8.987962963,216,1941.4,1211
6.94556962,158,1097.4,1212
7.206722689,119,857.6,1213
8.980272109,147,1320.1,1214
11.97054264,129,1544.2,1215
10.11529412,85,859.8,1216
10.96692982,114,1250.23,1217
11.97391304,161,1927.8,1218
6.94691358,162,1125.4,1219
11.78253968,63,742.3,1220
9.818309859,71,697.1,1221
17.79253731,67,1192.1,1222
15.21714286,70,1065.2,1223
13.68627451,51,698,1224
13.91153846,52,723.4,1225
5.1,40,204,1226
6.751724138,29,195.8,1227
13.48064516,124,1671.6,1228
15.62894737,76,1187.8,1229
5.45,8,43.6,1232
12.84090909,22,282.5,1233
8.231623932,117,963.1,1236
4.227162791,215,908.84,1237
8.86,45,398.7,1240
6.836176471,34,232.43,1241
11.38676471,136,1548.6,1242
11.32230769,260,2943.8,1243
9.873275862,116,1145.3,1246
9.76728972,107,1045.1,1247
8.895726496,234,2081.6,1248
10.12657658,222,2248.1,1249
8.028125,64,513.8,1252
7.395131579,76,562.03,1253
11.605,20,232.1,1254
9.077333333,75,680.8,1255
8.4,43,361.2,1256
7.009433962,53,371.5,1257
10.41568627,51,531.2,1258
5.725,40,229,1259
12.39677419,31,384.3,1260
4.557692308,26,118.5,1261
8.628571429,84,724.8,1264
11.47454545,55,631.1,1265
9.944189189,74,735.87,1266
9.687234043,47,455.3,1267
10.71297297,37,396.38,1268
7.062295082,61,430.8,1269
10.84193548,31,336.1,1271
13.03769231,52,677.96,1272
9.460381679,131,1239.31,1273
9.838571429,70,688.7,1278
10.33218391,87,898.9,1279
9.161866667,75,687.14,1282
10.37125,112,1161.58,1283
9.023846154,130,1173.1,1284
8.302222222,135,1120.8,1285
6.965454545,55,383.1,1286
5.043428571,210,1059.12,1287
7.831578947,76,595.2,1288
6.709638554,166,1113.8,1289
5.502352941,170,935.4,1290
5.664794007,267,1512.5,1291
6.511940299,67,436.3,1294
7.535135135,111,836.4,1295
9.811764706,136,1334.4,1296
6.356875,160,1017.1,1297
8.458163265,98,828.9,1300
7.848113208,106,831.9,1301
7.992105263,38,303.7,1302
13.42380952,42,563.8,1303
4.908928571,56,274.9,1304
4.66015625,64,298.25,1305
6.02173913,138,831,1306
8.927027027,111,990.9,1307
8.891326531,196,1742.7,1308
9.4239819,221,2082.7,1309
9.549579832,119,1136.4,1312
9.66,5,48.3,1313
5.252941176,17,89.3,1318
5.614285714,28,157.2,1319
9.65,10,96.5,1320
2.606060606,33,86,1321
10.85652174,92,998.8,1324
12.97032967,91,1180.3,1325
8.157121212,132,1076.74,1326
9.996460177,113,1129.6,1327
11.54525547,137,1581.7,1328
7.064827586,145,1024.4,1329
9.696813187,91,882.41,1330
10.41111111,18,187.4,1331
10.88571429,140,1524,1332
10.20408163,147,1500,1333
3.546125,80,283.69,1334
4.5225,40,180.9,1335
9.554471545,123,1175.2,1338
6.758695652,92,621.8,1339
4.797333333,75,359.8,1342
5.33125,48,255.9,1343
10.012,100,1001.2,1348
12.9245614,57,736.7,1349
6.450515464,97,625.7,1350
7.004347826,138,966.6,1351
11.46785714,28,321.1,1352
11.4826087,23,264.1,1353
19.16071429,28,536.5,1354
15.82142857,28,443,1355
8.841176471,34,300.6,1358
11.13030303,33,367.3,1359
9.068656716,67,607.6,1360
7.317204301,93,680.5,1361
9.681914894,94,910.1,1364
9.50875,80,760.7,1365
7.828970588,136,1064.74,1366
6.755392157,102,689.05,1367
7.583333333,90,682.5,1372
8.415503876,129,1085.6,1373
10.32068966,29,299.3,1378
8.872222222,36,319.4,1379
5.052941176,34,171.8,1382
7.128571429,42,299.4,1383
8.263865546,119,983.4,1384
7.793157895,76,592.28,1385
7.466686391,169,1261.87,1386
7.82962963,135,1057,1387
7.225974026,77,556.4,1392
7.244262295,61,441.9,1393
7.065384615,26,183.7,1394
3.555882353,51,181.35,1395
7.8,111,865.8,1396
9.14,150,1371,1397
8.685245902,183,1589.4,1406
11.10875,80,888.7,1407
9.495927602,221,2098.6,1408
9.040769231,130,1175.3,1409
15.12178218,101,1527.3,1410
12.18181818,121,1474,1411
16.653,40,666.12,1414
8.62173913,23,198.3,1415
17.43853081,211,3679.53,1416
16.0108,200,3202.16,1417
5.576666667,30,167.3,1426
8.915789474,19,169.4,1427
7.111538462,26,184.9,1430
6.466666667,30,194,1431
7.419354839,31,230,1434
9.741666667,12,116.9,1435
7.094029851,67,475.3,1438
8.738709677,31,270.9,1439
8.093406593,91,736.5,1440
6.208602151,93,577.4,1441
8.003030303,66,528.2,1448
7.888888889,72,568,1449
11.10213675,234,2597.9,1452
14.60828729,181,2644.1,1453
7.086956522,138,978,1454
6.051948052,231,1398,1455
7.373287671,146,1076.5,1460
7.781875,160,1245.1,1461
12.96410256,39,505.6,1464
7.272826087,92,669.1,1470
8.498684211,76,645.9,1471
7.854216867,83,651.9,1474
6.856451613,186,1275.3,1475
7.438167939,131,974.4,1476
6.036774194,155,935.7,1477
9.314893617,47,437.8,1478
5.39,70,377.3,1479
8.423214286,56,471.7,1480
6.6975,40,267.9,1481
7.989423077,208,1661.8,1486
9.638650307,163,1571.1,1487
4.865384615,26,126.5,1488
6.429411765,51,327.9,1489
10.37832168,143,1484.1,1494
11.80535354,99,1168.73,1495
5.554901961,51,283.3,1498
6.358333333,24,152.6,1499
13.24615385,91,1205.4,1500
11.40632911,79,901.1,1501
8.637894737,95,820.6,1502
7.314880952,84,614.45,1503
11.2974359,78,881.2,1504
9.126760563,71,648,1505
10.73846154,52,558.4,1506
12.46666667,45,561,1507
