stu_id,avg_s,avg_c,mon_count_c,topN,times
654,3.356218837,7.8224,125.0,87.508846426,11.0
655,3.450332618,6.17244898,98.0,87.5442321302,12.0
664,3.698172185,5.819008264,242.0,87.8627034678,39.0
665,4.072563238,5.436856369,369.0,87.898089172,16.0
668,3.979232143,6.869863014,73.0,88.0042462845,34.0
669,4.731835017,7.594634146,82.0,88.0396319887,0.0
678,3.051161616,5.18,5.0,88.3581033263,54.0
679,4.258092486,4.7,1.0,88.3934890304,5.0
682,3.215226629,7.127142857,70.0,88.499646143,96.0
683,4.065610766,5.943809524,105.0,88.5350318471,42.0
684,3.275549264,9.3,57.0,88.5704175513,10.0
685,4.380246046,6.669230769,26.0,88.6058032555,16.0
686,3.163782696,8.685769231,26.0,88.6411889597,29.0
687,3.502691293,6.18245614,57.0,88.6765746638,6.0
692,5.162044888,6.128644068,118.0,88.8535031847,37.0
693,4.883172303,4.206153846,130.0,88.8888888889,71.0
710,3.42211127,8.715517241,58.0,89.5612172682,10.0
711,4.698943324,8.405633803,71.0,89.5966029724,0.0
728,3.649075145,8.527848101,79.0,90.3397027601,0.0
729,4.079594771,9.279365079,63.0,90.3750884643,0.0
730,4.242692308,8.529850746,67.0,90.4104741684,0.0
731,4.933728223,6.488,25.0,90.4458598726,2.0
734,4.778230648,15.30407407,54.0,90.5520169851,0.0
735,5.473390895,17.28297872,47.0,90.5874026893,0.0
736,5.164506667,9.851764706,85.0,90.6227883935,6.0
737,5.50122449,9.818367347,49.0,90.6581740977,9.0
738,4.400655022,3.245454545,11.0,90.6935598018,0.0
739,3.743,8.4,1.0,90.728945506,0.0
740,2.882325301,5.105,20.0,90.7643312102,3.0
741,3.115280899,6.384615385,13.0,90.7997169144,6.0
748,3.770014045,10.03455882,136.0,91.0474168436,13.0
749,4.870516796,8.895238095,63.0,91.0828025478,9.0
750,3.375572005,11.03465347,101.0,91.1181882519,149.0
751,4.112395129,12.061,130.0,91.1535739561,49.0
758,3.708878924,10.62058824,34.0,91.4012738854,0.0
759,3.755646259,11.78772152,79.0,91.4366595895,0.0
766,4.175322196,11.2225,120.0,91.6843595188,7.0
767,4.882857143,10.06588235,85.0,91.7197452229,10.0
776,3.850074349,11.46402878,139.0,92.0382165605,0.0
777,5.448220859,10.36736842,114.0,92.0736022647,0.0
788,4.125083333,9.319078947,152.0,92.4628450106,9.0
789,4.31019656,12.33809524,210.0,92.4982307148,4.0
790,3.956884058,12.88518519,54.0,92.533616419,12.0
791,4.079478357,22.78509091,55.0,92.5690021231,0.0
798,3.394243281,13.41666667,6.0,92.8167020524,44.0
799,3.37847619,5.378571429,14.0,92.8520877565,19.0
804,3.13,5.271428571,7.0,93.0290162774,12.0
805,3.790390625,6.264848485,165.0,93.0644019816,8.0
808,4.54001462,17.42523364,107.0,93.1705590941,2.0
809,5.081003963,11.51203704,108.0,93.2059447983,2.0
810,4.574958333,12.45230769,117.0,93.2413305025,0.0
811,4.488670695,10.04772727,220.0,93.2767162067,27.0
830,3.820104046,6.73375,48.0,94.0905874027,45.0
831,4.103021277,5.253658537,41.0,94.1259731069,40.0
832,5.256871609,10.20444444,81.0,94.161358811,15.0
833,4.814532086,11.33913043,69.0,94.1967445152,24.0
834,3.739864198,7.382608696,23.0,94.2321302194,29.0
835,4.306238698,8.447368421,57.0,94.2675159236,42.0
842,4.232518363,7.829680365,219.0,94.5152158528,132.0
843,4.434776604,6.76344086,186.0,94.550601557,221.0
846,2.941040609,6.306976744,43.0,94.6567586695,105.0
847,3.744794118,4.683673469,98.0,94.6921443737,80.0
848,2.295820734,5.323076923,26.0,94.7275300778,116.0
849,2.805378072,6.596511628,43.0,94.762915782,84.0
850,3.997065491,7.852173913,46.0,94.7983014862,37.0
851,4.589539053,9.897777778,45.0,94.8336871904,27.0
852,3.671053541,5.323684211,38.0,94.8690728946,23.0
853,3.789986014,5.884615385,39.0,94.9044585987,25.0
854,2.352523172,7.473913043,23.0,94.9398443029,47.0
855,2.644849885,9.953333333,30.0,94.9752300071,113.0
858,4.919151786,8.557894737,133.0,95.0813871196,1.0
859,5.27734767,8.081395349,129.0,95.1167728238,0.0
860,3.75715859,4.728712871,303.0,95.152158528,4.0
861,4.37689295,5.496356275,247.0,95.1875442321,4.0
864,4.28548583,10.11111111,81.0,95.2937013447,13.0
865,4.210456989,7.006,50.0,95.3290870488,8.0
868,5.054253472,9.773504274,117.0,95.4352441614,12.0
869,5.329039409,7.57890625,64.0,95.4706298655,2.0
902,4.09385,9.582307692,130.0,66.6083916084,14.0
903,4.364488889,9.434703196,219.0,68.5314685315,2.0
914,3.765268505,8.994736842,19.0,97.0629865534,28.0
915,4.307016393,13.6,11.0,97.0983722576,8.0
922,5.777118644,8.24295302,149.0,97.3460721868,30.0
923,5.091244019,8.47755102,98.0,97.381457891,21.0
924,3.440985915,10.74560847,189.0,97.4168435952,37.0
925,3.899560976,9.035762712,177.0,97.4522292994,39.0
934,3.320297806,6.666666667,51.0,97.7707006369,76.0
935,4.65763587,4.432432432,37.0,97.8060863411,125.0
938,4.314285714,7.241758242,91.0,97.9122434536,0.0
939,5.843321678,7.144230769,156.0,97.9476291578,0.0
942,5.42783908,12.96566845,187.0,98.0537862703,3.0
943,7.331625514,12.01339286,112.0,98.0891719745,32.0
944,3.780068966,8.795,20.0,98.1245576787,23.0
945,3.062334218,3.5,24.0,98.1599433829,81.0
950,3.917865546,9.280909091,22.0,98.3368719038,5.0
951,3.377954257,4.558333333,24.0,98.3722576079,0.0
952,5.137708779,8.587345679,324.0,98.4076433121,4.0
953,7.317436823,7.906212121,330.0,98.4430290163,2.0
954,4.272050938,7.934736842,95.0,98.4784147205,27.0
955,4.888273717,7.984269663,89.0,98.5138004246,16.0
956,4.932973761,10.75259259,135.0,98.5491861288,2.0
957,5.368173077,6.711881188,101.0,98.584571833,13.0
960,4.603547009,7.95,104.0,98.6907289455,0.0
961,4.638524823,6.006382979,141.0,98.7261146497,5.0
974,3.848226691,6.86,30.0,99.186128804,9.0
975,3.511946108,5.84,15.0,99.2215145081,20.0
978,3.885842027,11.1407767,103.0,99.3276716207,30.0
979,4.347117573,12.78375,80.0,99.3630573248,0.0
980,3.829308943,6.123728814,59.0,99.398443029,21.0
981,4.098207071,7.16,40.0,99.4338287332,17.0
982,3.689269949,6.64375,16.0,99.4692144374,7.0
983,3.901837672,3.588461538,26.0,99.5046001415,10.0
984,3.541620763,8.457377049,122.0,99.5399858457,130.0
985,3.489517241,8.235766423,137.0,99.5753715499,103.0
992,6.549979339,9.675,92.0,99.8938428875,22.0
993,5.385960526,7.828181818,110.0,99.9292285916,15.0
994,3.925977564,6.273643411,129.0,99.9646142958,13.0
995,3.749731259,6.9782,100.0,100.0,12.0
1000,3.614397436,6.176377953,127.0,0.0353857041755,91.0
1001,3.673639661,8.114074074,135.0,0.141542816702,43.0
1008,4.308541374,9.966,120.0,0.389242745931,0.0
1009,3.498670606,8.199727891,147.0,0.424628450106,0.0
1022,3.818506494,11.42361702,94.0,0.884642604388,0.0
1023,4.014930448,7.836690647,139.0,0.920028308563,0.0
1026,2.311970803,6.607692308,13.0,1.02618542109,214.0
1027,3.044660194,6.25,6.0,1.06157112527,93.0
1038,4.13200313,14.68988764,89.0,1.4508138712,24.0
1039,4.494979812,7.440860215,93.0,1.48619957537,21.0
1044,4.269021164,7.177307692,78.0,1.66312809625,1.0
1045,3.982015355,5.394311927,109.0,1.69851380042,1.0
1046,5.132101449,10.82908257,109.0,1.7338995046,0.0
1047,4.856725979,12.58636364,88.0,1.76928520878,22.0
1048,4.020808511,8.564383562,73.0,1.80467091295,6.0
1049,3.905277162,11.80297872,94.0,1.84005661713,82.0
1052,3.593526786,4.277777778,9.0,1.94621372965,14.0
1053,3.508353511,5.116666667,24.0,1.98159943383,1.0
1058,4.546912145,9.672413793,58.0,2.15852795471,8.0
1059,4.897092555,10.53466667,75.0,2.19391365888,24.0
1060,4.770311958,9.496610169,59.0,2.22929936306,4.0
1061,5.046217949,11.1872549,102.0,2.26468506723,16.0
1062,5.749914676,11.45490196,51.0,2.30007077141,0.0
1063,5.450645646,14.21304348,46.0,2.33545647558,0.0
1064,5.315740072,15.8816,125.0,2.37084217976,0.0
1065,6.352173913,20.26875,16.0,2.40622788393,0.0
1066,4.604468705,9.956304348,92.0,2.44161358811,32.0
1067,3.871517436,10.16744681,94.0,2.47699929229,2.0
1068,3.588757327,8.744086022,93.0,0.246305418719,26.0
1069,3.449651741,5.735789474,95.0,0.492610837438,17.0
1074,5.065146299,10.55252033,123.0,2.65392781316,0.0
1075,5.79495,13.0372549,153.0,2.68931351734,0.0
1078,3.964487179,9.556,50.0,2.79547062987,7.0
1079,4.269048913,8.56796875,64.0,2.83085633404,22.0
1080,3.641223458,8.129661017,118.0,2.86624203822,141.0
1081,3.500218121,8.314383562,146.0,2.90162774239,241.0
1088,3.537100313,12.11833333,60.0,3.14932767162,0.0
1089,3.329019034,13.24393939,66.0,3.1847133758,0.0
1092,4.480090909,9.047826087,23.0,3.29087048832,25.0
1093,4.755555556,6.747058824,17.0,3.3262561925,44.0
1096,3.756453089,9.284,50.0,3.43241330502,15.0
1097,6.377185792,8.326923077,78.0,3.4677990092,0.0
1120,3.69016129,9.691084337,83.0,4.21089879689,6.0
1121,3.890269542,7.128076923,208.0,4.45859872611,42.0
1128,4.317278583,9.326027397,146.0,4.84784147205,5.0
1129,4.626786248,6.965833333,120.0,4.88322717622,9.0
1130,5.250451467,8.864285714,84.0,4.9186128804,0.0
1131,5.955888889,10.05454545,121.0,4.95399858457,0.0
1134,4.301904219,11.89615385,130.0,5.98018400566,10.0
1135,4.944624846,7.072394366,142.0,6.36942675159,19.0
1140,4.456158416,11.37714286,35.0,8.17409766454,10.0
1141,3.525774336,8.060273973,73.0,8.56334041047,54.0
1144,3.429232409,8.278529412,68.0,9.73106864827,0.0
1145,3.710026525,8.879279279,111.0,10.1203113942,18.0
1150,5.172894281,8.250877193,114.0,12.0665251238,44.0
1151,8.037204969,7.526190476,42.0,12.4557678698,181.0
1152,4.21080315,12.4,29.0,12.8450106157,81.0
1153,4.457995825,4.757336449,214.0,13.2342533616,111.0
1156,3.587423168,6.552121212,33.0,14.4019815994,26.0
1157,3.724756303,4.95046729,107.0,14.7912243454,91.0
1166,4.182699187,6.470603015,398.0,18.2944090587,44.0
1167,4.841312997,5.150912779,493.0,18.6836518047,0.0
1168,5.24260372,6.838181818,165.0,19.0728945506,17.0
1169,5.019095023,7.68041958,143.0,19.4621372965,5.0
1176,4.124267241,11.01438849,139.0,22.186836518,0.0
1177,4.264083333,10.79247788,113.0,22.576079264,0.0
1198,3.95853913,6.634444444,90.0,30.6794055202,12.0
1199,3.985340454,6.288461538,52.0,31.0686482661,17.0
1204,3.408215223,8.342857143,42.0,32.9440905874,23.0
1205,4.020502092,7.111904762,42.0,33.3333333333,7.0
1206,3.671810345,5.432835821,67.0,33.7225760793,10.0
1207,3.373566514,5.821621622,37.0,34.1118188252,5.0
1208,3.270167131,7.7078125,64.0,34.5010615711,13.0
1209,3.592768692,6.446153846,39.0,34.8903043171,11.0
1210,5.584615385,12.79090909,11.0,35.279547063,0.0
1211,4.798768844,8.987962963,216.0,35.6687898089,0.0
1212,6.288176353,6.94556962,158.0,36.0580325548,11.0
1213,6.083125,7.206722689,119.0,36.4472753008,23.0
1214,6.015410122,8.980272109,147.0,36.8365180467,61.0
1215,6.261772388,11.97054264,129.0,37.2257607926,9.0
1216,5.033899721,10.11529412,85.0,37.6150035386,15.0
1217,4.947216643,10.96692982,114.0,38.0042462845,13.0
1220,4.379577465,11.78253968,63.0,39.1719745223,4.0
1221,4.71705104,9.818309859,71.0,39.5612172682,0.0
1224,5.805686654,13.68627451,51.0,40.728945506,13.0
1225,5.52233813,13.91153846,52.0,41.1181882519,11.0
1232,3.724769475,5.45,8.0,43.7013446568,0.0
1233,3.537148704,12.84090909,22.0,44.0905874027,26.0
1240,5.205490196,8.86,45.0,46.6737438075,21.0
1241,5.748699473,6.836176471,34.0,47.0629865534,16.0
1246,5.130380795,9.873275862,116.0,47.5230007077,13.0
1247,5.074,9.76728972,107.0,47.5583864119,1.0
1252,3.705883392,8.028125,64.0,47.7353149328,42.0
1253,3.744351005,7.395131579,76.0,47.7707006369,33.0
1256,3.115617834,8.4,43.0,47.8768577495,24.0
1257,3.384324675,7.009433962,53.0,47.9122434536,38.0
1268,4.390534125,10.71297297,37.0,48.3014861996,0.0
1269,4.372088068,7.062295082,61.0,48.3368719038,9.0
1270,4.80508088556,8.9764008905,81.3247311828,48.3722576079,0.0
1271,4.80829932,10.84193548,31.0,48.4076433121,0.0
1272,4.165259067,13.03769231,52.0,48.4430290163,7.0
1273,4.156176853,9.460381679,131.0,48.4784147205,2.0
1282,3.682494888,9.161866667,75.0,48.796886058,20.0
1283,4.062481928,10.37125,112.0,48.8322717622,30.0
1284,3.554504202,9.023846154,130.0,48.8676574664,0.0
1285,3.893059701,8.302222222,135.0,48.9030431706,0.0
1288,4.030640569,7.831578947,76.0,49.0092002831,66.0
1289,4.584435028,6.709638554,166.0,49.0445859873,5.0
1290,4.182243346,5.502352941,170.0,49.0799716914,27.0
1291,4.107969152,5.664794007,267.0,49.1153573956,41.0
1304,2.791677763,4.908928571,56.0,49.5753715499,30.0
1305,2.702517207,4.66015625,64.0,49.6107572541,8.0
1306,5.148428571,6.02173913,138.0,49.6461429582,0.0
1307,6.166509275,8.927027027,111.0,49.6815286624,4.0
1318,2.365015385,5.252941176,17.0,50.0707714084,83.0
1319,2.461701113,5.614285714,28.0,50.1061571125,49.0
1320,2.991677741,9.65,10.0,50.1415428167,33.0
1321,3.078562691,2.606060606,33.0,50.1769285209,24.0
1324,4.420630769,10.85652174,92.0,50.2830856334,0.0
1325,5.110807601,12.97032967,91.0,50.3184713376,0.0
1326,4.439592476,8.157121212,132.0,50.3538570418,10.0
1327,4.913153409,9.996460177,113.0,50.3892427459,0.0
1350,5.011447368,6.450515464,97.0,51.203113942,2.0
1351,5.495060729,7.004347826,138.0,51.2384996461,0.0
1352,5.071545575,11.46785714,28.0,51.2738853503,13.0
1353,4.739825581,11.4826087,23.0,51.3092710545,4.0
1354,5.24928884,19.16071429,28.0,51.3446567587,74.0
1355,5.615888594,15.82142857,28.0,51.3800424628,16.0
1358,5.631794425,8.841176471,34.0,51.4861995754,115.0
1359,5.643648961,11.13030303,33.0,51.5215852795,64.0
1364,4.256790123,9.681914894,94.0,51.6985138004,0.0
1365,4.56212766,9.50875,80.0,51.7338995046,0.0
1372,3.510929919,7.583333333,90.0,51.9815994338,23.0
1373,4.463121387,8.415503876,129.0,52.016985138,8.0
1392,4.265098425,7.225974026,77.0,52.6893135173,5.0
1393,4.714710579,7.244262295,61.0,52.7246992215,11.0
1396,3.692363919,7.8,111.0,52.830856334,0.0
1397,3.994007353,9.14,150.0,52.8662420382,0.0
1414,3.677757353,16.653,40.0,53.3970276008,0.0
1415,4.61235119,8.62173913,23.0,53.432413305,0.0
