stu_id,day,times
1595,100751395,5
1599,40301202,2
1610,140983194,7
1611,241729396,12
1613,382774466,19
1614,221507120,11
1615,282107208,14
1620,382554390,19
1626,422931390,21
1627,483529620,24
1628,664503197,33
1629,1128181880,56
1631,161203188,8
1634,382577073,19
1635,342474260,17
1640,40271739,2
1649,100752590,5
1650,584070980,29
1651,745464996,37
1652,80561224,4
1653,322294890,16
1654,1107617524,55
1655,946797911,47
1656,201328542,10
1657,140986864,7
1660,744968645,37
1661,120875196,6
1663,140988471,7
1664,80523880,4
1665,120904230,6
1666,1188190946,59
1667,866148068,43
1674,503332936,25
1675,664842618,33
1677,141055222,7
1678,442881718,22
1680,120842508,6
1682,322249062,16
1683,322254999,16
1686,221478494,11
1687,141054789,7
1688,20140528,1
1694,1651294145,82
1695,382737254,19
1696,60421035,3
1697,463422389,23
1698,120842561,6
1699,40301036,2
1712,1288712110,64
1713,765575760,38
1716,20131024,1
1720,60420948,3
1721,60422769,3
1722,120787302,6
1723,80602068,4
1724,20130920,1
1725,60451857,3
1730,463105698,23
1731,120846162,6
1732,684660124,34
1733,181288124,9
1734,322246580,16
1735,60422703,3
1743,80602270,4
1746,221543497,11
1747,423094304,21
1748,100693568,5
1749,120847135,6
1750,302069618,15
1751,40301018,2
1752,241686256,12
1753,241692260,12
1754,302051903,15
1755,201430746,10
1757,483498468,24
1758,563896109,28
1759,201410132,10
1760,40262408,2
1761,100733369,5
1770,342248041,17
1771,80602488,4
1780,322208602,16
1781,161184531,8
1782,322181419,16
1783,423130714,21
1788,80562048,4
1790,100655594,5
1791,80582482,4
1792,140984369,7
1793,261852464,13
1794,80542656,4
1798,281909752,14
1799,40300606,2
1802,161103124,8
1803,80564520,4
1804,80543324,4
1805,161127280,8
1806,322208140,16
1807,221657899,11
1813,261832852,13
1822,40271131,2
1823,40301414,2
1824,1449868522,72
1825,1450313156,72
1828,684679895,34
1829,483535220,24
1832,1772065954,88
1833,3888031806,193
1834,80561636,4
1835,20141208,1
1836,120843072,6
1837,80564100,4
1840,221546655,11
1841,423054201,21
1842,362406379,18
1843,201484714,10
1844,604083835,30
1845,1027417355,51
1848,161105540,8
1849,40300632,2
1856,302058197,15
1857,443275187,22
1862,745115155,37
1863,120903498,6
1866,40281216,2
1868,302070398,15
1876,221478127,11
1877,523817739,26
1878,201394756,10
1879,302170564,15
1880,422769348,21
1881,282102280,14
1890,261732144,13
1891,80563656,4
1900,543613213,27
1901,745424429,37
1904,463163195,23
1910,402620652,20
1911,201410010,10
1914,241687322,12
1915,120884050,6
1924,80562084,4
1925,282041935,14
1926,1147490245,57
1927,624560277,31
1928,201328018,10
1929,60423624,3
1932,402807589,20
1933,80563616,4
1938,322240152,16
1939,120864212,6
1942,1510350148,75
1943,1128189419,56
1946,1892776452,94
1947,1269116991,63
1948,140980819,7
1949,161203284,8
1950,221441689,11
1951,40300818,2
1954,161084936,8
1955,201409664,10
1956,986698774,49
1957,261944273,13
1964,322150618,16
1965,241803662,12
1967,161203256,8
1968,161121372,8
1969,80602034,4
1970,563857770,28
1971,261833724,13
1972,885832255,44
1973,302250497,15
1974,785242604,39
1975,322412416,16
1980,20130930,1
1982,40261804,2
1983,241806082,12
1984,201375574,10
1986,60421521,3
1987,40281820,2
1990,60411670,3
1991,80602888,4
1994,40271224,2
1995,221653876,11
1996,644424860,32
1997,382812721,19
1998,805466201,40
1999,1390243011,69
2002,161122536,8
2003,120902862,6
2004,40280452,2
2005,80592626,4
2015,40282040,2
2018,604187056,30
2019,1088075607,54
2026,1369100024,68
2027,543901919,27
2030,644442346,32
2031,80573186,4
2032,241629536,12
2036,664562262,33
2037,443185648,22
2044,80563316,4
2045,80582882,4
2052,120786760,6
2053,80564872,4
2056,744991950,37
2057,987278010,49
2060,402686121,20
2061,1007424486,50
2066,1610888048,80
2067,1410095279,70
2068,322096248,16
2070,725004733,36
2071,181268926,9
2072,1167963299,58
2073,684992550,34
2076,80562648,4
2088,684606208,34
2089,543967757,27
2090,241629750,12
2091,80564839,4
2092,80562064,4
2094,201375207,10
2095,181317015,9
2110,422816003,21
2125,201447096,10
2126,483182802,24
2128,60393327,3
2129,80603312,4
2130,281872183,14
2131,423091045,21
2132,20140109,1
2133,120903736,6
2134,503482189,25
2135,664834068,33
2144,1731708555,86
2145,947079837,47
2148,422838616,21
2149,2558549168,127
2162,684617738,34
2165,382854464,19
2168,2879171153,143
2169,664862659,33
2178,60422142,3
2180,765138998,38
2181,261871303,13
2185,60423622,3
2192,825689953,41
2193,705147065,35
2196,181206405,9
2197,362689850,18
2206,362529826,18
2207,1148420092,57
2208,60392730,3
2214,1389378641,69
2215,886365039,44
2218,1409682922,70
2219,1329592253,66
2224,40280450,2
2225,322314781,16
2228,503478291,25
2229,382718266,19
2230,40281422,2
2231,120883058,6
2232,2980413024,148
2233,2638999485,131
2234,40262321,2
2237,20141222,1
2244,4430204407,220
2245,2840685683,141
2246,181267341,9
2247,281974922,14
2248,785280853,39
2249,443235452,22
2250,463090617,23
2251,443196997,22
2252,382668790,19
2256,463152475,23
2257,402937306,20
2264,140972764,7
2265,100741357,5
2266,624193981,31
2267,322352892,16
2270,281909969,14
2271,241786629,12
2272,463014532,23
2273,241711606,12
2274,120785644,6
2278,724774346,36
2279,161164152,8
2280,422852841,21
2281,705133772,35
2284,624165780,31
2285,563988248,28
2294,241667676,12
2298,100664498,5
2302,382489044,19
2303,80563604,4
2304,302084909,15
2305,141005737,7
2306,140985282,7
2308,382575971,19
2310,261749762,13
2311,282109044,14
2314,2074126299,103
2315,1410256568,70
2316,261741398,13
2318,100702866,5
2319,40301204,2
2320,201366754,10
2321,302239633,15
2322,20130910,1
2332,60393256,3
2333,40282440,2
2334,463099630,23
2335,221607852,11
2340,946300712,47
2341,1067671365,53
2348,523491703,26
2349,40282220,2
2350,181189620,9
2351,322332234,16
2354,181225877,9
2356,120785870,6
2357,40301222,2
2358,1006658494,50
2359,1571408356,78
2362,80561268,4
2363,40282244,2
2364,302087962,15
2365,382766068,19
2366,946356164,47
2367,745354894,37
2368,483288832,24
2369,664778037,33
2370,805493609,40
2371,402895232,20
2372,946496622,47
2373,201475425,10
2374,745047395,37
2375,664811499,33
2380,301975629,15
2381,40301246,2
2383,181268716,9
2384,926139223,46
2385,805732720,40
2388,523646360,26
2389,705047024,35
2390,2416082629,120
2391,2196036130,109
2392,563838815,28
2393,785545559,39
2396,382535869,19
2401,40281804,2
2402,1671355346,83
2403,4452505700,221
2410,1107504219,55
2416,221496327,11
2422,442995414,22
2423,342498967,17
2424,785480000,39
2425,322256160,16
2428,181179213,9
2429,282040183,14
2430,1288702736,64
2431,221589653,11
2432,322219910,16
2433,322372728,16
2434,422818840,21
2435,443222893,22
2440,1349207537,67
2441,745445652,37
2442,1570512900,78
2443,1249040374,62
2444,181237911,9
2452,241570963,12
2453,120903500,6
2454,120843028,6
2456,322133545,16
2457,886544726,44
2458,402743852,20
2460,302070000,15
2461,80602064,4
2462,845617699,42
2463,20141012,1
2465,2599368988,129
2466,563931422,28
2467,1208905780,60
2468,80524804,4
2473,40282012,2
2474,342227827,17
2476,100691923,5
2478,1288624029,64
2479,745484161,37
2482,463106065,23
2483,483430465,24
2484,1087492934,54
2485,483477812,24
2486,1610828683,80
2487,503731901,25
2495,80564076,4
2498,322217174,16
2500,120804720,6
2501,1168644599,58
2504,241591282,12
2505,664865917,33
2508,1228390451,61
2509,1229030544,61
2510,161049258,8
2516,281945436,14
2517,40300818,2
2518,483292779,24
2519,302113788,15
2520,543593294,27
2521,322295505,16
2522,966483417,48
2523,120903648,6
2524,765176985,38
2525,161185478,8
2530,422828835,21
2531,181289110,9
2532,402622076,20
2540,382664510,19
2542,161122496,8
2543,584367566,29
2552,2114320662,105
2553,906506066,45
2556,1530535841,76
2557,463364999,23
2558,644323396,32
2562,382487248,19
2571,564141684,28
2572,765203453,38
2573,926663399,46
2578,825689040,41
2579,1047482514,52
2582,40262402,2
2584,80561308,4
2586,201311222,10
2587,140996954,7
2594,382564164,19
2595,201505562,10
2598,241591402,12
2607,80564080,4
2613,705179208,35
2614,624203418,31
2615,120865522,6
2616,120785460,6
2622,744933820,37
2623,201447954,10
2626,563859114,28
2627,161165302,8
2628,604072539,30
2629,221589557,11
2630,1248395110,62
2636,483247324,24
2637,181315160,9
2638,1027063564,51
2639,201411522,10
2644,322133638,16
2645,20141217,1
2648,201347701,10
2649,322343042,16
2655,80601268,4
2658,523508742,26
2659,20140907,1
2660,40261812,2
2661,664926644,33
2662,402730414,20
2663,120901848,6
2664,503508191,25
2665,1027517685,51
2666,201312080,10
2667,60423066,3
2668,1147897980,57
2669,483451755,24
2672,523648415,26
2673,161166038,8
2674,402807806,20
2675,282051214,14
2676,483294438,24
2677,40301218,2
2680,40281260,2
2682,745004785,37
2683,140986671,7
2688,1087379253,54
2689,302180959,15
2690,885957069,44
2691,1148400142,57
2692,906233148,45
2693,1269232877,63
2694,161113556,8
2695,181307063,9
2696,100702125,5
2700,221440425,11
2701,20150307,1
2704,1308976232,65
2705,805782234,40
2706,664541489,33
2707,1389910415,69
2708,201347574,10
2710,181216081,9
2711,100744135,5
2712,624313944,31
2713,1269289659,63
2720,3443105090,171
2721,705023705,35
2722,40280648,2
2728,161058191,8
2729,120901896,6
2730,161084712,8
2732,1449865178,72
2733,1470618089,73
2734,926168261,46
2735,201456371,10
2738,2416615098,120
2739,2296622680,114
2740,20130903,1
2741,60441141,3
2742,483189259,24
2746,241628610,12
2758,161124612,8
2760,483353542,24
2761,20140902,1
2766,60392748,3
2774,40281432,2
2775,181268537,9
2782,201403357,10
2783,322312794,16
2788,402685206,20
2790,60420936,3
2791,241691732,12
2802,60420363,3
2810,1228406974,61
2811,362574930,18
2812,604075063,30
2813,1228793145,61
2814,201392578,10
2816,604159635,30
2817,1450446941,72
2818,221545015,11
2819,60452187,3
2826,322125068,16
2827,906543170,45
2828,140944974,7
2832,241684812,12
2834,261761158,13
2835,382680183,19
2836,60393561,3
2837,120854888,6
2838,442883004,22
2839,161127336,8
2846,161104480,8
2854,322124576,16
2855,100705202,5
2856,1047011198,52
2857,523696297,26
2858,80542256,4
2860,140982749,7
2863,40300246,2
2864,80543446,4
2865,80602100,4
2866,100673360,5
2870,161115759,8
2874,503431768,25
2875,624606383,31
2878,201375505,10
2879,120846666,6
2880,563771760,28
2881,141024338,7
2882,80562828,4
2883,20141118,1
2884,201377892,10
2888,100674297,5
2894,604088727,30
2895,604513222,30
2897,261872539,13
2898,20131104,1
2902,322218427,16
2904,745076037,37
2905,322351042,16
2906,221488344,11
2907,261852373,13
2908,281900450,14
2910,40281026,2
2912,181263193,9
2913,261955267,13
2914,281835176,14
2915,80602226,4
2916,261759795,13
2917,624644765,31
2922,483210463,24
2923,80583450,4
2924,60392715,3
2926,261807026,13
2928,80532832,4
2929,120883554,6
2930,1309033097,65
2931,1591563007,79
2932,322190280,16
2933,946999621,47
2934,805342706,40
2935,543951885,27
2938,583891150,29
2939,100752132,5
2946,2013474738,100
2947,1551347833,77
2948,80561433,4
2949,100751576,5
2952,503516626,25
2953,886544468,44
2954,362508627,18
2955,1410182552,70
2958,2859393930,142
2959,2215951577,110
2960,2436634608,121
2961,3182939159,158
2962,463195205,23
2963,543953061,27
2968,402749354,20
2969,624663036,31
2970,201385932,10
2971,221608170,11
2972,342301936,17
2973,1168639124,58
2974,523584314,26
2975,302220825,15
2976,704755671,35
2977,503732609,25
2978,1006831924,50
2979,20150509,1
2980,1208293274,60
2981,1208933398,60
2982,322154268,16
2983,120902912,6
2984,724934114,36
2985,503599350,25
2990,281901068,14
2991,805716730,40
2992,2315782459,115
2993,1027555935,51
2994,805560572,40
2995,483508290,24
2996,503417326,25
2997,100742776,5
2998,2940067832,146
2999,2760127352,137
3002,825568693,41
3003,443269252,22
3004,704894540,35
3005,644643496,32
3014,302110578,15
3015,282108892,14
3016,886018192,44
3017,523740097,26
3018,765231528,38
3019,282011512,14
3025,221580765,11
3026,120785436,6
3027,543967436,27
3028,241678380,12
3029,40282032,2
3032,281956011,14
3034,302029812,15
3035,564133076,28
3038,20140415,1
3040,1248257189,62
3041,40281808,2
3042,60392709,3
3046,322097294,16
3047,40281840,2
3056,362471372,18
3057,161195061,8
3062,40262016,2
3063,261909046,13
3070,221543520,11
3071,40281804,2
3078,261770057,13
3079,1933838960,96
3080,40280450,2
3084,40261804,2
3086,342379732,17
3087,80582644,4
3090,2617998246,130
3091,1349872670,67
3092,60393315,3
3093,40301662,2
3095,40301016,2
3096,161122144,8
3097,80602866,4
3100,120785484,6
3104,1248479311,62
3105,463309593,23
3113,40282036,2
3116,261789694,13
3117,181286926,9
3118,1429693251,71
3119,584228976,29
3121,221552265,11
3124,704756506,35
3125,664843947,33
3126,342338115,17
3127,362538900,18
3130,463146039,23
3131,141005528,7
3132,503513484,25
3133,745456194,37
3144,140984698,7
3145,765588196,38
3146,704880034,35
3147,544012207,27
3148,986859631,49
3149,141052814,7
3150,1671390963,83
3151,1430427246,71
3152,845568529,42
3153,40281818,2
3156,3906870093,194
3157,3082447901,153
3161,80582638,4
3162,2235297294,111
3163,563997579,28
3164,201404366,10
3166,845643507,42
3167,523782869,26
3168,1208267573,60
3169,1249129685,62
3170,100701303,5
3178,382673769,19
3179,1813383725,90
3180,1147749428,57
3181,302198716,15
3182,2617779547,130
3183,362635416,18
3186,60412046,3
3188,422789289,21
3189,1188878617,59
3190,785377717,39
3191,503707479,25
3194,724960421,36
3195,342491100,17
3196,1168013091,58
3197,80563628,4
3198,140964522,7
3199,161202838,8
3200,100701516,5
3204,362434789,18
3205,161166302,8
3207,40300622,2
3210,684632963,34
3211,624466153,31
3216,1006849529,50
3217,483458544,24
3220,261749869,13
3222,80524032,4
3226,2174648733,108
3227,302152789,15
3228,221478620,11
3229,644815561,32
3230,664427436,33
3231,725318774,36
3232,1228114680,61
3233,443212816,22
3237,40282236,2
3238,443049740,22
3239,40281856,2
3240,161095814,8
3241,201409916,10
3244,624251363,31
3245,201465354,10
3247,40300618,2
3250,422874416,21
3251,161128492,8
3252,563930526,28
3253,40282020,2
3254,1047134218,52
3256,1610870051,80
3257,80564424,4
3258,161047838,8
3260,906071104,45
3261,181316199,9
3264,322133052,16
3265,120902820,6
3266,765289035,38
3267,241777656,12
3272,422928409,21
3273,282031552,14
3274,40271319,2
3275,40282414,2
3276,140985761,7
3277,20140921,1
3284,221489550,11
3285,765621921,38
3286,60421881,3
3287,161204612,8
3288,1369373072,68
3289,1873623566,93
3292,5356496615,266
3293,2840886604,141
3294,604195032,30
3295,120902708,6
3296,100654510,5
3298,1026934892,51
3299,261870360,13
3300,503503658,25
3302,1349336041,67
3303,483497997,24
3304,523633541,26
3305,40281829,2
3312,785368136,39
3313,967013240,48
3316,382488385,19
3318,422788021,21
3322,2698328543,134
3323,2196095149,109
3324,402697063,20
3325,181353490,9
3326,20140110,1
3328,644332309,32
3329,221589105,11
3332,523547534,26
3333,644722226,32
3340,745075670,37
