avg_s,mon_count_s,mon_sum,stu_id
4.134530892,437,1806.79,319
3.621419492,472,1709.31,320
4.305045045,333,1433.58,321
4.126658291,398,1642.41,322
4.409648241,597,2632.56,323
4.506204239,519,2338.72,324
6.166718266,323,1991.85,325
4.564307692,325,1483.4,328
4.861383929,224,1088.95,329
4.635368664,434,2011.75,330
4.137073171,328,1356.96,331
4.01912766,470,1888.99,334
4.517777778,234,1057.16,335
4.49306391,532,2390.31,344
5.308470948,327,1735.87,345
4.725627803,892,4215.26,346
4.850998336,601,2915.45,347
4.961734417,369,1830.88,348
4.773947858,537,2563.61,349
3.818089172,471,1798.32,352
4.041637168,226,913.41,353
3.527481273,1068,3767.35,354
3.814533528,686,2616.77,355
4.178723404,94,392.8,358
4.041861472,462,1867.34,362
7.434315789,95,706.26,363
5.96808,250,1492.02,366
5.427228916,166,900.92,367
4.856116505,103,500.18,368
6.934266667,75,520.07,369
6.513157895,57,371.25,372
4.632142857,28,129.7,373
3.925452381,840,3297.38,376
3.664618585,721,2642.19,377
5.365154062,357,1915.36,384
3.768181818,110,414.5,385
4.619836601,306,1413.67,386
4.537647059,374,1697.08,387
3.775574534,644,2431.47,388
4.062109955,673,2733.8,389
6.556385542,83,544.18,390
7.539344262,61,459.9,391
6.505434783,46,299.25,394
7.201176471,85,612.1,395
8.168070175,57,465.58,396
7.72626506,83,641.28,397
7.873333333,48,377.92,398
7.132738095,168,1198.3,399
8.311111111,9,74.8,400
6.396521739,23,147.12,401
5.040614035,114,574.63,404
6.255,50,312.75,405
7.646808511,47,359.4,406
5.281764706,17,89.79,408
5.806829268,41,238.08,409
3.384763033,422,1428.37,412
4.216034483,348,1467.18,413
4.3686,450,1965.87,416
4.146987179,156,646.93,417
3.816129032,744,2839.2,418
4.177484737,819,3421.36,419
3.578599034,621,2222.31,420
3.961891892,333,1319.31,421
1.974314465,795,1569.58,424
2.567149758,828,2125.6,425
3.445684755,1161,4000.44,426
3.402150117,1279,4351.35,427
3.337994723,379,1265.1,430
3.410582278,395,1347.18,431
4.126769231,260,1072.96,432
4.722051282,234,1104.96,433
4.061657559,549,2229.85,438
3.902582938,422,1646.89,439
4.260669371,493,2100.51,440
5.056850394,254,1284.44,441
3.946133333,450,1775.76,442
3.950036496,548,2164.62,443
3.079719101,890,2740.95,444
2.96537797,463,1372.97,445
3.756992188,512,1923.58,446
5.275512195,410,2162.96,447
3.703626374,910,3370.3,448
3.891149144,818,3182.96,449
5.208460411,682,3552.17,450
4.734288355,541,2561.25,451
3.147388633,651,2048.95,452
2.905742857,700,2034.02,453
3.039853837,821,2495.72,454
3.161863354,644,2036.24,455
5.172020202,495,2560.15,460
6.322727273,242,1530.1,461
1.611111111,387,623.5,462
2.940588235,255,749.85,463
2.271218569,517,1174.22,466
2.181624204,628,1370.06,467
6.354373522,846,5375.8,468
6.966096939,784,5461.42,469
3.63112069,696,2527.26,470
4.103389831,354,1452.6,471
3.826381365,923,3531.75,474
4.999053061,1225,6123.84,475
3.84013986,715,2745.7,476
4.657133858,635,2957.28,477
3.892228261,736,2864.68,478
3.649688623,835,3047.49,479
3.94769103,602,2376.51,480
4.679151847,731,3420.46,481
4.792266667,525,2515.94,484
5.109247136,611,3121.75,485
4.793349515,206,987.43,486
6.42980198,303,1948.23,487
4.553168831,385,1752.97,488
4.699590164,122,573.35,489
6.23450565,708,4414.03,496
4.458154362,894,3985.59,497
3.090874074,675,2086.34,498
3.605625,448,1615.32,499
2.700832282,793,2141.76,500
3.302655786,674,2225.99,501
4.473405172,232,1037.83,502
5.619440559,143,803.58,503
5.644012739,314,1772.22,504
5.820372208,806,4691.22,505
5.418477366,729,3950.07,508
6.161521438,723,4454.78,509
4.355483871,279,1215.18,510
6.178333333,462,2854.39,511
4.266326816,716,3054.69,512
4.59943662,710,3265.6,513
4.169566855,531,2214.04,522
4.597099768,431,1981.35,523
6.138457944,428,2627.26,524
5.416308068,818,4430.54,525
3.750709319,719,2696.76,526
4.449279732,597,2656.22,527
4.364323232,495,2160.34,528
5.268617886,615,3240.2,529
5.300619266,436,2311.07,532
4.886218236,669,3268.88,533
3.976423267,808,3212.95,534
4.217683284,1023,4314.69,535
4.973201531,784,3898.99,536
5.505565006,823,4531.08,537
3.576921053,380,1359.23,544
3.228443526,726,2343.85,545
4.174740634,694,2897.27,550
4.304875312,802,3452.51,551
4.186766467,668,2796.76,552
4.400036014,833,3665.23,553
3.736433333,600,2241.86,558
4.433646055,469,2079.38,559
5.53565445,573,3171.93,562
3.14,370,1161.8,563
2.772853828,862,2390.2,564
3.123072464,1035,3232.38,565
3.013268921,621,1871.24,566
4.279602273,528,2259.63,567
4.22606383,752,3178,570
4.240273775,694,2942.75,571
4.102917342,617,2531.5,572
4.546332454,379,1723.06,573
4.693182752,487,2285.58,574
3.895208333,432,1682.73,575
3.692795918,490,1809.47,576
4.299710425,518,2227.25,577
4.723262956,521,2460.82,578
6.316176471,102,644.25,579
5.597304527,486,2720.29,580
4.872571429,350,1705.4,581
5.648382643,507,2863.73,582
4.485770492,305,1368.16,583
4.366626794,418,1825.25,584
4.073991354,694,2827.35,585
3.627493917,822,2981.8,586
4.433654822,394,1746.86,587
3.966652632,475,1884.16,588
3.102806653,481,1492.45,589
4.632287234,376,1741.74,592
4.052715054,372,1507.61,593
4.249046794,577,2451.7,594
5.383342697,356,1916.47,595
4.722415094,530,2502.88,596
5.93283237,346,2052.76,597
4.110577933,571,2347.14,598
4.980961538,260,1295.05,599
5.443605948,538,2928.66,602
5.853865699,551,3225.48,603
3.13026087,460,1439.92,604
4.160769231,403,1676.79,605
3.680022422,446,1641.29,606
4.079545455,308,1256.5,607
4.170403226,248,1034.26,608
3.753656716,134,502.99,609
4.191699346,459,1923.99,610
4.377798913,368,1611.03,611
4.779032258,155,740.75,612
4.272418301,153,653.68,613
4.744444444,36,170.8,614
5.027934783,184,925.14,615
4.414534314,408,1801.13,616
4.671517857,224,1046.42,617
4.039826255,518,2092.63,618
3.799012097,496,1884.31,619
3.429633174,627,2150.38,620
3.284878049,574,1885.52,621
3.293629139,755,2486.69,624
3.032659574,376,1140.28,625
2.938908046,348,1022.74,626
2.824114114,333,940.43,627
3.430939431,809,2775.63,630
3.143155963,545,1713.02,631
4.968964401,309,1535.41,634
5.047380952,168,847.96,635
3.782054329,589,2227.63,636
4.397133479,457,2009.49,637
4.161498772,407,1693.73,640
5.247645631,412,2162.03,641
4.664760602,731,3409.94,642
5.241334842,442,2316.67,643
4.788515625,640,3064.65,646
3.881602709,886,3439.1,647
4.687085828,501,2348.23,648
4.338742515,668,2898.28,649
3.995092879,646,2580.83,650
3.635218783,937,3406.2,651
3.356218837,722,2423.19,654
3.450332618,932,3215.71,655
4.139419014,568,2351.19,658
3.253442266,918,2986.66,659
4.230826709,629,2661.19,662
3.691283422,187,690.27,663
3.698172185,755,2792.12,664
4.072563238,593,2415.03,665
3.979232143,560,2228.37,668
4.731835017,594,2810.71,669
3.609428105,612,2208.97,674
3.581785714,532,1905.51,675
3.051161616,594,1812.39,678
4.258092486,173,736.65,679
3.420669344,747,2555.24,680
4.937522936,545,2690.95,681
3.215226629,706,2269.95,682
4.065610766,483,1963.69,683
3.275549264,883,2892.31,684
4.380246046,569,2492.36,685
3.163782696,497,1572.4,686
3.502691293,379,1327.52,687
3.646706587,835,3045,690
4.253854626,908,3862.5,691
5.162044888,802,4139.96,692
4.883172303,621,3032.45,693
3.333543307,762,2540.16,694
3.874107143,728,2820.35,695
3.438243762,1042,3582.65,696
3.563475513,633,2255.68,697
2.902336683,796,2310.26,706
3.499953271,856,2995.96,707
4.526186944,674,3050.65,708
4.058565121,906,3677.06,709
3.42211127,701,2398.9,710
4.698943324,1041,4891.6,711
3.783067227,952,3601.48,712
4.340130293,921,3997.26,713
3.927228571,350,1374.53,714
5.332073365,627,3343.21,715
4.41828125,640,2827.7,718
5.185536398,522,2706.85,719
3.649075145,692,2525.16,728
4.079594771,765,3120.89,729
4.242692308,702,2978.37,730
4.933728223,287,1415.98,731
4.258414239,618,2631.7,732
4.656300985,711,3310.63,733
4.778230648,633,3024.62,734
5.473390895,637,3486.55,735
5.164506667,375,1936.69,736
5.50122449,147,808.68,737
4.400655022,229,1007.75,738
3.743,150,561.45,739
2.882325301,830,2392.33,740
3.115280899,356,1109.04,741
5.468081705,563,3078.53,742
5.552802419,496,2754.19,743
2.893471761,602,1741.87,744
4.420229008,655,2895.25,745
4.169772182,834,3477.59,746
4.879806034,928,4528.46,747
3.770014045,712,2684.25,748
4.870516796,387,1884.89,749
3.375572005,743,2508.05,750
4.112395129,739,3039.06,751
2.462593918,1118,2753.18,754
2.797283654,832,2327.34,755
2.935145005,931,2732.62,756
2.916621377,1104,3219.95,757
3.708878924,223,827.08,758
3.755646259,147,552.08,759
4.506666667,72,324.48,762
4.105944056,143,587.15,763
4.175322196,419,1749.46,766
4.882857143,252,1230.48,767
4.839776119,268,1297.06,770
5.6792,175,993.86,771
5.018300395,253,1269.63,772
6.675886525,141,941.3,773
4.06012766,470,1908.26,774
5.595517241,145,811.35,775
3.850074349,807,3107.01,776
5.448220859,326,1776.12,777
4.539197324,598,2714.44,786
4.742511211,446,2115.16,787
4.125083333,480,1980.04,788
4.31019656,407,1754.25,789
3.956884058,690,2730.25,790
4.079478357,901,3675.61,791
4.284763949,233,998.35,796
3.657841823,746,2728.75,797
3.394243281,707,2399.73,798
3.37847619,735,2483.18,799
3.150713202,659,2076.32,800
3.69252381,420,1550.86,801
3.444591503,612,2108.09,802
4.693634752,564,2647.21,803
3.13,150,469.5,804
3.790390625,640,2425.85,805
4.54001462,684,3105.37,808
5.081003963,757,3846.32,809
4.574958333,480,2195.98,810
4.488670695,662,2971.5,811
3.999175824,364,1455.7,816
4.441894737,190,843.96,817
4.300054545,550,2365.03,820
4.805167394,687,3301.15,821
4.230253456,434,1835.93,822
3.630379147,211,766.01,823
3.640070237,1139,4146.04,824
3.669736842,1064,3904.6,826
3.50767525,1398,4903.73,827
3.820104046,865,3304.39,830
4.103021277,470,1928.42,831
5.256871609,553,2907.05,832
4.814532086,748,3601.27,833
3.739864198,810,3029.29,834
4.306238698,1106,4762.7,835
4.404078526,1248,5496.29,840
3.873171965,1384,5360.47,841
4.232518363,953,4033.59,842
4.434776604,1231,5459.21,843
4.625776567,734,3395.32,844
4.463044444,900,4016.74,845
2.941040609,788,2317.54,846
3.744794118,680,2546.46,847
2.295820734,926,2125.93,848
2.805378072,1058,2968.09,849
3.997065491,794,3173.67,850
4.589539053,781,3584.43,851
3.671053541,579,2125.54,852
3.789986014,715,2709.84,853
2.352523172,971,2284.3,854
2.644849885,1299,3435.66,855
4.919151786,672,3305.67,858
5.27734767,558,2944.76,859
3.75715859,454,1705.75,860
4.37689295,383,1676.35,861
4.28548583,494,2117.03,864
4.210456989,372,1566.29,865
5.054253472,576,2911.25,868
5.329039409,406,2163.59,869
5.718679245,318,1818.54,878
5.964050104,479,2856.78,879
4.932626404,712,3512.03,882
4.850488842,941,4564.31,883
3.912510288,486,1901.48,886
5.834897541,488,2847.43,887
3.687813121,503,1854.97,890
4.751364706,425,2019.33,891
4.537347611,607,2754.17,894
4.910576132,486,2386.54,895
4.351761468,545,2371.71,896
4.424591837,294,1300.83,897
4.384623824,638,2797.39,898
4.814779516,703,3384.79,899
4.106832386,704,2891.21,900
5.143034591,636,3270.97,901
4.09385,600,2456.31,902
4.364488889,450,1964.02,903
2.437225673,966,2354.36,908
2.236681975,871,1948.15,909
3.765268505,689,2594.27,914
4.307016393,610,2627.28,915
3.906266447,608,2375.01,916
4.822479564,367,1769.85,917
5.777118644,413,2385.95,922
5.091244019,418,2128.14,923
3.440985915,355,1221.55,924
3.899560976,205,799.41,925
3.873867596,287,1111.8,928
5.186595745,235,1218.85,929
3.7117603,534,1982.08,932
4.932984615,325,1603.22,933
3.320297806,638,2118.35,934
4.65763587,368,1714.01,935
5.083835616,657,3340.08,936
4.89386423,383,1874.35,937
4.314285714,553,2385.8,938
5.843321678,286,1671.19,939
4.043246187,459,1855.85,940
4.596390328,579,2661.31,941
5.42783908,435,2361.11,942
7.331625514,486,3563.17,943
3.780068966,725,2740.55,944
3.062334218,754,2309,945
5.053046358,453,2289.03,946
6.348997135,349,2215.8,947
3.223997135,698,2250.35,948
3.157134638,869,2743.55,949
3.917865546,595,2331.13,950
3.377954257,787,2658.45,951
5.137708779,467,2399.31,952
7.317436823,277,2026.93,953
4.272050938,746,3186.95,954
4.888273717,643,3143.16,955
4.932973761,343,1692.01,956
5.368173077,104,558.29,957
3.648214936,549,2002.87,958
3.79219917,241,913.92,959
4.603547009,468,2154.46,960
4.638524823,705,3270.16,961
2.983714653,778,2321.33,966
3.208948521,913,2929.77,967
3.072789256,484,1487.23,970
2.607926421,299,779.77,971
3.848226691,547,2104.98,974
3.511946108,668,2345.98,975
3.885842027,671,2607.4,978
4.347117573,791,3438.57,979
3.829308943,492,1884.02,980
4.098207071,396,1622.89,981
3.689269949,589,2172.98,982
3.901837672,653,2547.9,983
3.541620763,944,3343.29,984
3.489517241,1305,4553.82,985
3.311584582,934,3093.02,988
3.503891051,771,2701.5,989
3.551317734,812,2883.67,990
3.188744856,972,3099.46,991
6.549979339,484,3170.19,992
5.385960526,760,4093.33,993
3.925977564,624,2449.81,994
3.749731259,707,2651.06,995
5.73299169,722,4139.22,996
4.990550363,963,4805.9,997
3.976532951,698,2775.62,998
3.803374844,803,3054.11,999
3.614397436,780,2819.23,1000
3.673639661,827,3038.1,1001
4.133974522,785,3245.17,1002
3.808964955,1227,4673.6,1003
4.701838235,272,1278.9,1006
5.256425856,263,1382.44,1007
4.308541374,713,3071.99,1008
3.498670606,677,2368.6,1009
4.008293839,211,845.75,1010
4.667239583,192,896.11,1011
4.244920319,502,2130.95,1012
4.476590909,528,2363.64,1013
4.263557692,624,2660.46,1016
4.150267261,898,3726.94,1017
4.371050955,314,1372.51,1020
4.172557756,606,2528.57,1021
3.818506494,462,1764.15,1022
4.014930448,647,2597.66,1023
2.629521858,732,1924.81,1024
3.154597544,733,2312.32,1025
2.311970803,822,1900.44,1026
3.044660194,618,1881.6,1027
3.735930807,607,2267.71,1030
7.1,3,21.3,1031
4.705580286,629,2959.81,1036
4.534918033,793,3596.19,1037
4.13200313,639,2640.35,1038
4.494979812,743,3339.77,1039
4.383932347,473,2073.6,1040
3.905240175,916,3577.2,1041
4.269021164,378,1613.69,1044
3.982015355,521,2074.63,1045
5.132101449,552,2832.92,1046
4.856725979,562,2729.48,1047
4.020808511,470,1889.78,1048
3.905277162,451,1761.28,1049
4.127777778,459,1894.65,1050
4.572597701,435,1989.08,1051
3.593526786,672,2414.85,1052
3.508353511,413,1448.95,1053
4.275469484,426,1821.35,1054
4.589299611,257,1179.45,1055
4.546912145,774,3519.31,1058
4.897092555,994,4867.71,1059
4.770311958,577,2752.47,1060
5.046217949,624,3148.84,1061
5.749914676,586,3369.45,1062
5.450645646,666,3630.13,1063
5.315740072,277,1472.46,1064
6.352173913,46,292.2,1065
4.604468705,687,3163.27,1066
3.871517436,1061,4107.68,1067
3.588757327,853,3061.21,1068
3.449651741,402,1386.76,1069
5.267358491,530,2791.7,1070
5.494086629,531,2917.36,1071
5.065146299,581,2942.85,1074
5.79495,400,2317.98,1075
3.964487179,390,1546.15,1078
4.269048913,368,1571.01,1079
3.641223458,989,3601.17,1080
3.500218121,1192,4172.26,1081
4.421738035,397,1755.43,1082
4.18105919,642,2684.24,1083
3.702859712,556,2058.79,1084
4.311777409,602,2595.69,1085
3.537100313,638,2256.67,1088
3.329019034,683,2273.72,1089
4.480090909,440,1971.24,1092
4.755555556,387,1840.4,1093
3.756453089,437,1641.57,1096
6.377185792,366,2334.05,1097
4.031699717,706,2846.38,1098
5.322806052,727,3869.68,1099
4.71050578,692,3259.67,1102
4.691758665,779,3654.88,1103
4.795751445,346,1659.33,1108
4.163651316,304,1265.75,1109
5.043886986,584,2945.63,1110
5.655707965,452,2556.38,1111
3.914728097,662,2591.55,1118
4.741758242,455,2157.5,1119
3.69016129,558,2059.11,1120
3.890269542,371,1443.29,1121
3.80207824,818,3110.1,1124
4.667863777,646,3015.44,1125
4.317278583,621,2681.03,1128
4.626786248,669,3095.32,1129
5.250451467,443,2325.95,1130
5.955888889,630,3752.21,1131
3.437195513,624,2144.81,1132
4.404047619,504,2219.64,1133
4.301904219,877,3772.77,1134
4.944624846,813,4019.98,1135
4.898705036,417,2042.76,1136
4.000724234,359,1436.26,1137
4.346940559,572,2486.45,1138
4.300423131,709,3049,1139
4.456158416,505,2250.36,1140
3.525774336,452,1593.65,1141
3.3871949,549,1859.57,1142
3.171809145,503,1595.42,1143
3.429232409,469,1608.31,1144
3.710026525,377,1398.68,1145
5.172894281,577,2984.76,1150
8.037204969,161,1293.99,1151
4.21080315,635,2673.86,1152
4.457995825,479,2135.38,1153
3.800515152,330,1254.17,1154
3.583783784,37,132.6,1155
3.587423168,846,3034.96,1156
3.724756303,595,2216.23,1157
4.182699187,615,2572.36,1166
4.841312997,754,3650.35,1167
5.24260372,699,3664.58,1168
5.019095023,663,3327.66,1169
4.611880952,420,1936.99,1170
4.497833333,420,1889.09,1171
5.011803874,826,4139.75,1172
4.78512301,691,3306.52,1173
4.844438944,606,2935.73,1174
4.1675,756,3150.63,1175
4.124267241,464,1913.66,1176
4.264083333,480,2046.76,1177
3.757883523,704,2645.55,1182
3.770191083,942,3551.52,1183
3.8646875,832,3215.42,1184
3.906603221,683,2668.21,1185
5.210522876,612,3188.84,1186
5.553958333,768,4265.44,1187
4.657647059,340,1583.6,1192
4.823509514,473,2281.52,1193
3.916152898,811,3176,1196
4.341543909,706,3065.13,1197
3.95853913,575,2276.16,1198
3.985340454,749,2985.02,1199
5.175408719,734,3798.75,1200
4.362798982,786,3429.16,1201
3.292246377,552,1817.32,1202
4.090471698,318,1300.77,1203
3.408215223,762,2597.06,1204
4.020502092,717,2882.7,1205
3.671810345,696,2555.58,1206
3.373566514,872,2941.75,1207
3.270167131,718,2347.98,1208
3.592768692,856,3075.41,1209
5.584615385,52,290.4,1210
4.798768844,398,1909.91,1211
6.288176353,499,3137.8,1212
6.083125,400,2433.25,1213
6.015410122,573,3446.83,1214
6.261772388,536,3356.31,1215
5.033899721,718,3614.34,1216
4.947216643,697,3448.21,1217
4.274816568,845,3612.22,1218
4.68007874,762,3566.22,1219
4.379577465,426,1865.7,1220
4.71705104,529,2495.32,1221
4.259681529,785,3343.85,1222
4.477889447,597,2673.3,1223
5.805686654,517,3001.54,1224
5.52233813,556,3070.42,1225
3.555438596,570,2026.6,1226
4.480734767,558,2500.25,1227
7.484429224,438,3278.18,1228
8.025945122,656,5265.02,1229
3.724769475,629,2342.88,1232
3.537148704,733,2592.73,1233
4.381258389,596,2611.23,1236
4.285804749,379,1624.32,1237
5.205490196,663,3451.24,1240
5.748699473,569,3271.01,1241
5.977179837,734,4387.25,1242
6.138775168,596,3658.71,1243
5.130380795,604,3098.75,1246
5.074,375,1902.75,1247
5.164525066,758,3914.71,1248
6.19877551,686,4252.36,1249
3.705883392,566,2097.53,1252
3.744351005,547,2048.16,1253
3.448993103,725,2500.52,1254
3.467472793,827,2867.6,1255
3.115617834,785,2445.76,1256
3.384324675,770,2605.93,1257
3.812836412,758,2890.13,1258
3.238806228,578,1872.03,1259
3.115121951,697,2171.24,1260
2.773356941,706,1957.99,1261
4.660841584,606,2824.47,1264
4.680545194,697,3262.34,1265
5.197511962,418,2172.56,1266
4.579282787,488,2234.69,1267
4.390534125,674,2959.22,1268
4.372088068,704,3077.95,1269
4.80829932,147,706.82,1271
4.165259067,772,3215.58,1272
4.156176853,769,3196.1,1273
4.163398438,512,2131.66,1278
4.583346457,254,1164.17,1279
3.682494888,489,1800.74,1282
4.062481928,415,1685.93,1283
3.554504202,595,2114.93,1284
3.893059701,536,2086.68,1285
3.578913043,644,2304.82,1286
4.307672956,318,1369.84,1287
4.030640569,562,2265.22,1288
4.584435028,354,1622.89,1289
4.182243346,789,3299.79,1290
4.107969152,389,1598,1291
4.401089494,1028,4524.32,1294
6.047684564,596,3604.42,1295
3.55377193,912,3241.04,1296
5.265625,288,1516.5,1297
3.38465704,554,1875.1,1300
3.807250996,753,2866.86,1301
3.826059322,472,1805.9,1302
3.975961538,520,2067.5,1303
2.791677763,751,2096.55,1304
2.702517207,1017,2748.46,1305
5.148428571,490,2522.73,1306
6.166509275,593,3656.74,1307
4.55,530,2411.5,1308
4.367133333,450,1965.21,1309
4.82309322,236,1138.25,1312
4.4,15,66,1313
2.365015385,650,1537.26,1318
2.461701113,629,1548.41,1319
2.991677741,602,1800.99,1320
3.078562691,654,2013.38,1321
4.420630769,650,2873.41,1324
5.110807601,421,2151.65,1325
4.439592476,638,2832.46,1326
4.913153409,352,1729.43,1327
4.385807407,675,2960.42,1328
4.556126418,617,2811.13,1329
4.816421725,313,1507.54,1330
6.520689655,29,189.1,1331
3.922840376,426,1671.13,1332
5.804129693,879,5101.83,1333
3.652463127,678,2476.37,1334
3.93630137,584,2298.8,1335
4.963072407,511,2536.13,1338
5.519447368,380,2097.39,1339
4.008587156,545,2184.68,1342
4.979186747,332,1653.09,1343
4.408947368,380,1675.4,1348
5.266923077,104,547.76,1349
5.011447368,456,2285.22,1350
5.495060729,247,1357.28,1351
5.071545575,757,3839.16,1352
4.739825581,688,3261,1353
5.24928884,914,4797.85,1354
5.615888594,754,4234.38,1355
5.631794425,574,3232.65,1358
5.643648961,433,2443.7,1359
3.927972743,587,2305.72,1360
4.694388778,499,2342.5,1361
4.256790123,486,2068.8,1364
4.56212766,423,1929.78,1365
4.544275229,545,2476.63,1366
4.283183453,556,2381.45,1367
3.510929919,742,2605.11,1372
4.463121387,519,2316.36,1373
4.243789683,504,2138.87,1378
3.900943114,668,2605.83,1379
3.231689815,864,2792.18,1382
3.875347072,922,3573.07,1383
4.706785714,364,1713.27,1384
4.841014493,345,1670.15,1385
4.133238938,565,2335.28,1386
4.993873874,444,2217.28,1387
