stu_id,dep,top,top_
1236,8,1275,45.05300353
1237,8,1286,45.44169611
1242,8,1339,47.31448763
1243,8,1340,47.34982332
1248,8,1345,47.52650177
1249,8,1346,47.56183746
1254,8,1351,47.7385159
1255,8,1352,47.77385159
1258,8,1355,47.87985866
1259,8,1356,47.91519435
1260,8,1357,47.95053004
1261,8,1358,47.98586572
1264,8,1361,48.09187279
1265,8,1362,48.12720848
1266,8,1363,48.16254417
1267,8,1364,48.19787986
1278,8,1375,48.58657244
1279,8,1376,48.62190813
1286,8,1383,48.86925795
1287,8,1384,48.90459364
1294,8,1391,49.15194346
1295,8,1392,49.18727915
1296,8,1393,49.22261484
1297,8,1394,49.25795053
1300,8,1397,49.3639576
1301,8,1398,49.39929329
1302,8,1399,49.43462898
1303,8,1400,49.46996466
1308,8,1405,49.64664311
1309,8,1406,49.6819788
1312,8,1409,49.78798587
1313,8,1410,49.82332155
1328,8,1425,50.35335689
1329,8,1426,50.38869258
1330,8,1427,50.42402827
1331,8,1428,50.45936396
1332,8,1429,50.49469965
1333,8,1430,50.53003534
1334,8,1431,50.56537102
1335,8,1432,50.60070671
1338,8,1435,50.70671378
1339,8,1436,50.74204947
1342,8,1439,50.84805654
1343,8,1440,50.88339223
1348,8,1445,51.06007067
1349,8,1446,51.09540636
1360,8,1457,51.48409894
1361,8,1458,51.51943463
1366,8,1463,51.69611307
1367,8,1464,51.73144876
1378,8,1475,52.12014134
1379,8,1476,52.15547703
1382,8,1479,52.2614841
1383,8,1480,52.29681979
1384,8,1481,52.33215548
1385,8,1482,52.36749117
1386,8,1483,52.40282686
1387,8,1484,52.43816254
1394,8,1491,52.68551237
1395,8,1492,52.72084806
1406,16,119,29.45544554
1407,16,120,29.7029703
1408,8,1503,53.10954064
1409,8,1504,53.14487633
1410,8,1505,53.18021201
1411,8,1506,53.2155477
1416,8,1511,53.39222615
1417,8,1512,53.42756184
1426,8,1521,53.74558304
1427,8,1522,53.78091873
1430,8,1525,53.8869258
1431,8,1526,53.92226148
1438,8,1533,54.16961131
1439,8,1534,54.204947
1454,8,1549,54.73498233
1455,8,1550,54.77031802
1470,8,1565,55.30035336
1471,8,1566,55.33568905
1474,8,1569,55.44169611
1475,8,1570,55.4770318
1498,8,1595,56.36042403
1499,8,1596,56.39575972
1500,8,1597,56.43109541
1501,8,1598,56.4664311
1502,8,1599,56.50176678
1503,8,1600,56.53710247
1506,8,1603,56.64310954
1507,8,1604,56.67844523
1512,8,1609,56.85512367
1513,8,1610,56.89045936
1514,8,1611,56.92579505
1515,8,1612,56.96113074
1522,8,1619,57.20848057
1523,8,1620,57.24381625
1528,8,1625,57.4204947
1529,8,1626,57.45583039
1530,8,1627,57.49116608
1531,8,1628,57.52650177
1536,8,1635,57.77385159
1537,8,1636,57.80918728
1538,8,1637,57.84452297
1539,8,1638,57.87985866
1540,8,1639,57.91519435
1541,8,1640,57.95053004
1542,8,1641,57.98586572
1543,8,1642,58.02120141
1550,8,1649,58.26855124
1551,8,1650,58.30388693
1556,8,1655,58.48056537
1557,8,1656,58.51590106
1562,8,1661,58.69257951
1563,8,1662,58.72791519
1582,8,1681,59.39929329
1583,8,1682,59.43462898
1584,8,1683,59.46996466
1585,8,1684,59.50530035
1590,8,1689,59.6819788
1591,8,1690,59.71731449
1594,8,1693,59.82332155
1595,8,1694,59.85865724
1598,8,1697,59.96466431
1599,8,1698,60
1602,8,1701,60.10600707
1603,8,1702,60.14134276
1604,8,1703,60.17667845
1605,8,1704,60.21201413
1610,8,1711,60.45936396
1611,8,1712,60.49469965
1612,8,1713,60.53003534
1613,8,1714,60.56537102
1614,9,1137,38.76576884
1615,9,1138,38.79986362
1620,9,1143,38.97033754
1621,9,1144,39.00443232
1622,9,1145,39.03852711
1623,9,1146,39.07262189
1626,9,1149,39.17490624
1627,9,1150,39.20900102
1630,9,1153,39.31128537
1631,9,1154,39.34538016
1632,9,1155,39.37947494
1633,9,1156,39.41356972
1642,9,1165,39.72042278
1643,9,1166,39.75451756
1648,9,1171,39.92499148
1649,9,1172,39.95908626
1650,9,1173,39.99318104
1651,9,1174,40.02727583
1652,9,1175,40.06137061
1653,9,1176,40.09546539
1654,9,1177,40.12956018
1655,9,1178,40.16365496
1656,9,1179,40.19774974
1657,9,1180,40.23184453
1670,9,1193,40.67507671
1671,9,1194,40.7091715
1672,9,1195,40.74326628
1673,9,1196,40.77736106
1676,9,1199,40.87964541
1677,9,1200,40.9137402
1678,9,1201,40.94783498
1679,9,1202,40.98192976
1680,9,1203,41.01602455
1681,9,1204,41.05011933
1684,9,1207,41.15240368
1685,9,1208,41.18649847
1688,9,1211,41.28878282
1689,9,1212,41.3228776
1694,9,1217,41.49335152
1695,9,1218,41.5274463
1698,9,1221,41.62973065
1699,9,1222,41.66382543
1712,9,1235,42.10705762
1713,9,1236,42.1411524
1716,9,1241,42.31162632
1717,9,1242,42.3457211
1722,9,1249,42.58438459
1723,9,1250,42.61847937
1730,9,1259,42.92533242
1731,9,1262,43.02761677
1746,9,1283,43.74360723
1747,9,1284,43.77770201
1750,9,1287,43.87998636
1751,9,1288,43.91408115
1752,9,1289,43.94817593
1753,9,1290,43.98227071
1770,9,1309,44.6300716
1771,9,1310,44.66416638
1782,9,1321,45.039209
1783,9,1322,45.07330378
1794,9,1333,45.4483464
1795,9,1334,45.48244119
1802,9,1347,45.92567337
1803,9,1348,45.95976816
1806,9,1351,46.06205251
1807,9,1352,46.09614729
1812,9,1357,46.26662121
1813,9,1358,46.30071599
1832,9,1377,46.94851688
1833,9,1378,46.98261166
1834,9,1379,47.01670644
1835,9,1380,47.05080123
1840,9,1385,47.22127514
1841,9,1386,47.25536993
1842,9,1387,47.28946471
1843,9,1388,47.3235595
1848,9,1393,47.49403341
1849,9,1394,47.5281282
1850,9,1395,47.56222298
1851,9,1396,47.59631776
1870,9,1419,48.38049778
1871,9,1420,48.41459257
1872,9,1421,48.44868735
1873,9,1422,48.48278213
1874,9,1423,48.51687692
1875,9,1424,48.5509717
1884,9,1433,48.85782475
1885,9,1434,48.89191954
1888,9,1437,48.99420389
1889,9,1438,49.02829867
1902,9,1453,49.53972042
1903,9,1454,49.57381521
1906,9,1457,49.67609956
1907,9,1458,49.71019434
1918,9,1471,50.15342653
1919,9,1472,50.18752131
1924,9,1479,50.42618479
1925,9,1480,50.46027958
1932,9,1487,50.69894306
1933,9,1488,50.73303785
1950,9,1505,51.31264916
1951,9,1506,51.34674395
1956,9,1511,51.51721787
1957,9,1514,51.61950222
1968,9,1525,51.99454483
1969,9,1526,52.02863962
1970,9,1527,52.0627344
1971,9,1530,52.16501875
1980,9,1541,52.54006137
1981,9,1542,52.57415615
1982,9,1543,52.60825094
1983,9,1544,52.64234572
1984,9,1545,52.6764405
1985,9,1546,52.71053529
1986,9,1547,52.74463007
1987,9,1548,52.77872486
1990,9,1551,52.88100921
1991,9,1552,52.91510399
2002,9,1564,53.32424139
2003,9,1565,53.35833617
2014,9,1576,53.73337879
2015,9,1577,53.76747358
2024,9,1586,54.07432663
2025,9,1587,54.10842141
2026,9,1588,54.1425162
2027,9,1589,54.17661098
2036,9,1598,54.48346403
2037,9,1599,54.51755881
2038,9,1600,54.5516536
2039,9,1601,54.58574838
2044,9,1606,54.7562223
2045,9,1607,54.79031708
2060,9,1628,55.50630753
2061,9,1629,55.54040232
2062,9,1630,55.5744971
2063,9,1631,55.60859189
2064,9,1632,55.64268667
2065,9,1633,55.67678145
2066,9,1634,55.71087624
2067,9,1635,55.74497102
2068,9,1636,55.7790658
2069,9,1637,55.81316059
2072,9,1640,55.91544494
2073,9,1641,55.94953972
2078,9,1648,56.1882032
2079,9,1649,56.22229799
2088,9,1658,56.52915104
2089,9,1659,56.56324582
2090,9,1660,56.59734061
2091,9,1661,56.63143539
2092,9,1662,56.66553017
2093,9,1663,56.69962496
2100,9,1670,56.93828844
2101,9,1671,56.97238323
2102,9,1672,57.00647801
2103,9,1673,57.04057279
2110,9,1680,57.27923628
2111,9,1681,57.31333106
2112,9,1682,57.34742584
2113,9,1683,57.38152063
2122,9,1692,57.68837368
2123,9,1693,57.72246846
2124,9,1694,57.75656325
2125,9,1695,57.79065803
2132,9,1702,58.02932151
2133,9,1703,58.0634163
2134,9,1704,58.09751108
2135,9,1705,58.13160586
2142,9,1712,58.37026935
2143,9,1713,58.40436413
2144,9,1714,58.43845892
2145,9,1715,58.4725537
2148,9,1718,58.57483805
2149,9,1719,58.60893283
2162,9,1732,59.05216502
2163,9,1733,59.0862598
2170,9,1740,59.32492329
2171,9,1741,59.35901807
2184,9,1754,59.80225026
2185,9,1755,59.83634504
2190,9,1760,60.00681896
2191,9,1761,60.04091374
2192,9,1762,60.07500852
2193,9,1763,60.10910331
2198,9,1768,60.27957722
2199,9,1769,60.31367201
2208,9,1784,60.82509376
2209,9,1785,60.85918854
2218,9,1794,61.1660416
2219,9,1795,61.20013638
2222,9,1798,61.30242073
2223,9,1799,61.33651551
2232,9,1808,61.64336856
2233,9,1809,61.67746335
2234,9,1810,61.71155813
2235,9,1811,61.74565292
2244,9,1820,62.05250597
2245,9,1821,62.08660075
2250,9,1826,62.25707467
2251,9,1827,62.29116945
2252,9,1828,62.32526423
2253,9,1829,62.35935902
2256,9,1832,62.46164337
2257,9,1833,62.49573815
2268,9,1844,62.87078077
2269,9,1845,62.90487555
2270,9,1846,62.93897034
2271,9,1847,62.97306512
2274,9,1850,63.07534947
2275,9,1851,63.10944426
2278,9,1854,63.21172861
2279,9,1855,63.24582339
2280,9,1856,63.27991817
2281,9,1857,63.31401296
2284,9,1860,63.41629731
2285,9,1861,63.45039209
2286,9,1862,63.48448687
2287,9,1863,63.51858166
2292,9,1868,63.68905557
2293,9,1869,63.72315036
2294,9,1870,63.75724514
2295,9,1871,63.79133993
2296,9,1872,63.82543471
2297,9,1873,63.85952949
2302,9,1878,64.03000341
2303,9,1879,64.06409819
2304,9,1880,64.09819298
2305,9,1881,64.13228776
2306,9,1882,64.16638254
2307,9,1883,64.20047733
2308,9,1884,64.23457211
2309,9,1885,64.26866689
2316,9,1892,64.50733038
2317,9,1898,64.71189908
2320,9,1916,65.32560518
2321,9,1921,65.4960791
2322,9,1927,65.7006478
2323,9,1933,65.9052165
2332,9,1987,67.74633481
2333,9,1993,67.95090351
2334,9,1999,68.15547221
2335,9,2005,68.36004091
2340,9,2036,69.4169792
2341,9,2042,69.6215479
2350,9,2092,71.32628708
2351,9,2098,71.53085578
2356,9,2128,72.55369928
2357,9,2134,72.75826799
2364,9,2174,74.12205932
2365,9,2180,74.32662803
2370,9,2209,75.31537675
2371,9,2215,75.51994545
2388,9,2316,78.96351858
2389,9,2322,79.16808728
2392,9,2340,79.78179339
2393,9,2346,79.98636209
2396,9,2364,80.60006819
2397,9,2370,80.80463689
2400,9,2388,81.41834299
2401,9,2394,81.62291169
2416,9,2482,84.62325264
2417,9,2483,84.65734743
2418,9,2484,84.69144221
2419,9,2485,84.72553699
2422,9,2488,84.82782134
2423,9,2489,84.86191613
2428,9,2494,85.03239004
2429,9,2495,85.06648483
2430,9,2496,85.10057961
2431,9,2497,85.13467439
2434,9,2500,85.23695875
2435,9,2501,85.27105353
2440,9,2506,85.44152745
2441,9,2507,85.47562223
2452,9,2518,85.85066485
2453,9,2519,85.88475963
2458,9,2524,86.05523355
2459,9,2525,86.08932833
2468,9,2534,86.39618138
2469,9,2535,86.43027617
2472,9,2538,86.53256052
2473,9,2539,86.5666553
2474,9,2540,86.60075009
2475,9,2541,86.63484487
2476,9,2542,86.66893965
2477,9,2543,86.70303444
2480,9,2546,86.80531879
2481,9,2547,86.83941357
2484,9,2550,86.94169792
2485,9,2551,86.9757927
2504,9,2570,87.62359359
2505,9,2571,87.65768837
2518,9,2585,88.13501534
2519,9,2587,88.20320491
2520,9,2588,88.23729969
2521,9,2590,88.30548926
2522,9,2591,88.33958404
2523,9,2592,88.37367883
2524,9,2593,88.40777361
2525,9,2596,88.51005796
2530,9,2602,88.71462666
2531,9,2603,88.74872145
2538,9,2610,88.98738493
2539,9,2611,89.02147971
2542,9,2614,89.12376406
2543,9,2615,89.15785885
2552,9,2624,89.4647119
2553,9,2625,89.49880668
2558,9,2630,89.6692806
2559,9,2631,89.70337538
2578,9,2650,90.35117627
2579,9,2651,90.38527105
2586,9,2658,90.62393454
2587,9,2659,90.65802932
2594,9,2666,90.89669281
2595,9,2667,90.93078759
2604,9,2676,91.23764064
2605,9,2677,91.27173542
2614,9,2686,91.57858848
2615,9,2687,91.61268326
2616,9,2688,91.64677804
2617,9,2689,91.68087283
2630,9,2703,92.1581998
2631,9,2704,92.19229458
2638,9,2711,92.43095806
2639,9,2712,92.46505285
2660,9,2733,93.1810433
2661,9,2734,93.21513808
2664,9,2737,93.31742243
2665,9,2738,93.35151722
2666,9,2739,93.385612
2667,9,2740,93.41970678
2668,9,2741,93.45380157
2669,9,2742,93.48789635
2676,9,2749,93.72655984
2677,9,2750,93.76065462
2688,9,2761,94.13569724
2689,9,2762,94.16979202
2692,9,2765,94.27207637
2693,9,2766,94.30617116
2694,9,2767,94.34026594
2695,9,2768,94.37436072
2704,9,2777,94.68121377
2705,9,2778,94.71530856
2710,9,2783,94.88578248
2711,9,2784,94.91987726
2718,9,2791,95.15854074
2719,9,2792,95.19263553
2728,9,2799,95.43129901
2729,9,2800,95.46539379
2734,9,2805,95.63586771
2735,9,2806,95.6699625
2740,9,2811,95.84043641
2741,9,2812,95.8745312
2742,9,2813,95.90862598
2743,9,2814,95.94272076
2746,9,2817,96.04500511
2747,9,2818,96.0790999
2756,5,1665,60
2757,5,1666,60.03603604
2758,5,1667,60.07207207
2759,5,1668,60.10810811
2760,5,1669,60.14414414
2761,5,1670,60.18018018
2774,5,1683,60.64864865
2775,5,1684,60.68468468
2780,5,1689,60.86486486
2781,5,1690,60.9009009
2790,5,1699,61.22522523
2791,5,1700,61.26126126
2806,5,1713,61.72972973
2807,5,1714,61.76576577
2812,5,1719,61.94594595
2813,5,1720,61.98198198
2814,5,1722,62.05405405
2815,5,1723,62.09009009
2816,5,1724,62.12612613
2817,5,1725,62.16216216
2824,5,1730,62.34234234
2825,5,1731,62.37837838
2828,5,1734,62.48648649
2829,5,1735,62.52252252
2832,5,1738,62.63063063
2833,5,1739,62.66666667
2834,5,1740,62.7027027
2835,5,1741,62.73873874
2836,5,1742,62.77477477
2837,5,1743,62.81081081
2846,5,1752,63.13513514
2847,5,1753,63.17117117
2854,5,1760,63.42342342
2855,5,1761,63.45945946
2860,5,1766,63.63963964
2861,5,1767,63.67567568
2862,5,1768,63.71171171
2863,5,1769,63.74774775
2866,5,1772,63.85585586
2867,5,1773,63.89189189
2868,5,1774,63.92792793
2869,5,1775,63.96396396
2870,5,1776,64
2871,5,1777,64.03603604
2874,16,273,67.57425743
2875,16,274,67.82178218
2876,5,1780,64.14414414
2877,5,1781,64.18018018
2880,5,1782,64.21621622
2881,5,1783,64.25225225
2882,5,1784,64.28828829
2883,5,1785,64.32432432
2884,5,1786,64.36036036
2885,5,1787,64.3963964
2888,5,1790,64.5045045
2889,5,1791,64.54054054
2896,5,1798,64.79279279
2897,5,1799,64.82882883
2898,5,1800,64.86486486
2899,5,1801,64.9009009
2902,5,1804,65.00900901
2903,5,1805,65.04504505
2908,5,1810,65.22522523
2909,5,1811,65.26126126
2910,5,1812,65.2972973
2911,5,1813,65.33333333
2912,5,1814,65.36936937
2913,5,1815,65.40540541
2916,5,1818,65.51351351
2917,5,1819,65.54954955
2922,5,1824,65.72972973
2923,5,1825,65.76576577
2924,5,1826,65.8018018
2925,5,1827,65.83783784
2928,5,1830,65.94594595
2929,5,1831,65.98198198
2932,5,1834,66.09009009
2933,5,1835,66.12612613
2934,5,1836,66.16216216
2935,5,1837,66.1981982
2946,16,284,70.2970297
2947,16,285,70.54455446
2960,5,1860,67.02702703
2961,5,1861,67.06306306
2968,5,1868,67.31531532
2969,5,1869,67.35135135
2978,5,1878,67.67567568
2979,5,1879,67.71171171
2980,5,1880,67.74774775
2981,5,1881,67.78378378
2994,5,1894,68.25225225
2995,5,1895,68.28828829
2998,5,1898,68.3963964
2999,5,1899,68.43243243
3002,5,1902,68.54054054
3003,5,1903,68.57657658
3004,5,1904,68.61261261
3005,5,1905,68.64864865
3010,5,1910,68.82882883
3011,5,1911,68.86486486
3016,5,1916,69.04504505
3017,5,1917,69.08108108
3020,5,1920,69.18918919
3021,5,1921,69.22522523
3024,5,1924,69.33333333
3025,5,1925,69.36936937
3026,5,1926,69.40540541
3027,5,1927,69.44144144
3028,5,1928,69.47747748
3029,5,1929,69.51351351
3032,5,1932,69.62162162
3033,5,1933,69.65765766
3038,5,1938,69.83783784
3039,5,1939,69.87387387
3040,5,1940,69.90990991
3041,5,1941,69.94594595
3042,5,1942,69.98198198
3043,5,1943,70.01801802
3046,5,1946,70.12612613
3047,5,1947,70.16216216
3056,5,1956,70.48648649
3057,5,1957,70.52252252
3070,5,1970,70.99099099
3071,5,1971,71.02702703
3078,5,1978,71.27927928
3079,5,1979,71.31531532
3084,5,1984,71.4954955
3085,5,1985,71.53153153
3090,5,1990,71.71171171
3091,5,1991,71.74774775
3092,5,1992,71.78378378
3093,5,1993,71.81981982
3100,5,2000,72.07207207
3101,5,2001,72.10810811
3104,5,2004,72.21621622
3105,5,2005,72.25225225
3110,5,2010,72.43243243
3111,5,2011,72.46846847
3112,5,2012,72.5045045
3113,5,2013,72.54054054
3116,5,2016,72.64864865
3117,5,2017,72.68468468
3118,5,2018,72.72072072
3119,5,2019,72.75675676
3130,5,2030,73.15315315
3131,5,2031,73.18918919
3132,5,2032,73.22522523
3133,5,2033,73.26126126
3146,5,2046,73.72972973
3147,5,2047,73.76576577
