avg_water,stu_id,water_count,water_sum
1.79016507385,202,1151,2060.48
1.96782572614,203,1205,2371.23
2.0214005168,204,1935,3911.41
2.31498042287,205,1277,2956.23
2.61074670571,206,683,1783.14
4.14770334928,207,209,866.87
3.47366533865,212,251,871.89
2.22888111888,213,143,318.73
0.875020576132,214,729,637.89
1.69223404255,215,376,636.28
2.7017896679,216,542,1464.37
1.2197983871,217,496,605.02
1.72318042813,218,654,1126.96
1.94045454545,219,484,939.18
2.38318181818,220,440,1048.6
3.67333333333,221,15,55.1
2.28105960265,224,151,344.44
1.69146853147,225,143,241.88
2.17564285714,228,140,304.59
1.25132275132,229,378,473.0
3.02941512126,230,701,2123.62
2.89320241692,231,331,957.65
1.83272300469,232,213,390.37
2.72988636364,233,176,480.46
1.11647713226,234,809,903.23
2.30366972477,235,218,502.2
2.56081339713,236,209,535.21
3.80981818182,237,110,419.08
2.84113314448,238,353,1002.92
2.57424528302,239,318,818.61
0.735235457064,244,361,265.42
0.661259259259,245,135,89.27
4.43176724138,250,232,1028.17
6.2109375,251,32,198.75
1.82317073171,254,574,1046.5
1.37076086957,255,368,504.44
2.24544176707,258,498,1118.23
1.18451530612,259,392,464.33
2.71095238095,260,441,1195.53
0.995018181818,261,275,273.63
1.70034482759,266,87,147.93
1.05358490566,267,318,335.04
2.75183364839,268,529,1455.72
5.03349593496,269,123,619.12
1.27047468354,270,948,1204.41
1.8988700565,271,354,672.2
3.01279863481,272,293,882.75
2.80918181818,273,110,309.01
2.54093167702,274,161,409.09
3.79304347826,275,46,174.48
2.07793834297,276,519,1078.45
1.61533546326,277,313,505.6
1.898515625,278,512,972.04
2.75283464567,279,127,349.61
5.24773333333,282,300,1574.32
3.42341463415,283,123,421.08
3.17050660793,286,454,1439.41
5.445,287,12,65.34
4.39328922495,288,529,2324.05
8.94091525424,289,295,2637.57
1.96445783133,290,166,326.1
2.6486,291,250,662.15
2.20298828125,294,512,1127.93
4.45793814433,295,97,432.42
1.74318047337,296,676,1178.39
2.74034682081,297,346,948.16
1.48592592593,298,675,1003.0
1.82413120567,299,564,1028.81
6.07017699115,300,452,2743.72
9.65114173228,301,254,2451.39
1.86519674355,304,737,1374.65
1.53013432836,305,670,1025.19
3.36366336634,306,101,339.73
5.06735294118,307,102,516.87
1.88558352403,308,437,824.0
2.28525252525,309,297,678.72
5.0784057971,310,69,350.41
3.47379310345,311,87,302.22
0.757441860465,312,731,553.69
1.11233576642,313,137,152.39
3.0253776435,318,331,1001.4
5.56604166667,319,96,534.34
3.24369822485,320,338,1096.37
4.05117391304,321,230,931.77
3.63029354207,322,511,1855.08
3.3440821256,323,414,1384.45
3.25827014218,324,422,1374.99
2.18988721805,325,266,582.51
4.66052631579,328,190,885.5
4.37910891089,329,101,442.29
3.75883458647,330,266,999.85
5.07008474576,331,354,1794.81
5.74383802817,334,284,1631.25
4.27832061069,335,131,560.46
3.43017301038,344,289,991.32
4.23971962617,345,107,453.65
4.94966580977,346,389,1925.42
3.93897610922,347,293,1154.12
5.07076923077,348,247,1252.48
2.92960144928,349,276,808.57
3.98410646388,352,263,1047.82
3.45169154229,353,201,693.79
3.13978319783,354,369,1158.58
3.72435233161,355,386,1437.6
4.04674796748,358,123,497.75
1.20216574586,362,905,1087.96
3.53761431412,363,503,1779.42
6.24760683761,366,117,730.97
13.508,367,25,337.7
2.60969230769,368,130,339.26
10.2545454545,369,33,338.4
3.33178947368,372,285,949.56
2.7025462963,373,216,583.75
1.99982862903,376,992,1983.83
2.50475177305,377,705,1765.85
0.915333333333,384,450,411.9
4.61344827586,385,29,133.79
4.66412371134,386,97,452.42
2.55383458647,387,133,339.66
1.47791666667,388,384,567.52
1.12493006993,389,286,321.73
3.18647702407,390,457,1456.22
3.13622691293,391,379,1188.63
3.34662125341,394,367,1228.21
3.854375,395,384,1480.08
2.71244879786,396,1123,3046.08
3.23858442872,397,989,3202.96
3.64698996656,398,598,2180.9
3.83019709544,399,964,3692.31
3.83928,400,125,479.91
4.1191588785,401,107,440.75
4.78912371134,404,388,1858.18
4.90151750973,405,257,1259.69
4.14942238267,406,277,1149.39
3.54108761329,408,662,2344.2
2.99618103448,409,1160,3475.57
2.42004901961,412,204,493.69
2.48177419355,413,248,615.48
3.18827586207,416,87,277.38
1.2068852459,417,61,73.62
2.66984962406,418,266,710.18
1.39188073394,419,218,303.43
2.88896907216,420,291,840.69
2.95749211356,421,634,1875.05
1.51531204644,424,689,1044.05
1.54304909561,425,387,597.16
1.22705761317,426,972,1192.7
0.72933680104,427,769,560.86
1.88991596639,430,238,449.8
2.19011857708,431,253,554.1
2.16429166667,432,240,519.43
2.93935483871,433,93,273.36
1.41276923077,438,260,367.32
1.90821656051,439,157,299.59
1.08761006289,440,477,518.79
3.75543478261,441,552,2073.0
1.02512711864,442,472,483.86
0.849836601307,443,306,260.05
1.356752,444,625,847.97
2.33472027972,445,286,667.73
2.56345679012,446,324,830.56
2.07934343434,447,198,411.71
1.49756302521,448,595,891.05
1.47090225564,449,399,586.89
1.14496420048,450,419,479.74
1.57336065574,451,366,575.85
1.36278131635,452,471,641.87
1.24090425532,453,376,466.58
2.6883423913,454,368,989.31
2.64158562368,455,473,1249.47
1.83478527607,460,489,897.21
1.6364495114,461,307,502.39
0.524726890756,462,476,249.77
1.17506097561,463,820,963.55
1.31183982684,466,462,606.07
1.30066115702,467,363,472.14
2.74008310249,468,361,989.17
1.04619354839,469,155,162.16
3.07873493976,470,498,1533.21
1.79528497409,471,579,1039.47
2.34486055777,474,502,1177.12
0.641707650273,475,732,469.73
2.53929411765,476,425,1079.2
1.97568493151,477,438,865.35
0.843912691997,478,1237,1043.92
0.585312916112,479,751,439.57
2.96803278689,480,427,1267.35
2.01481967213,481,305,614.52
3.4970212766,484,188,657.44
1.96836956522,485,92,181.09
4.78826086957,486,92,440.52
3.99643835616,487,219,875.22
1.51406557377,488,305,461.79
0.551403508772,489,171,94.29
4.49915789474,496,95,427.42
3.57081967213,497,122,435.64
2.91946268657,498,335,978.02
2.94186770428,499,257,756.06
2.03577586207,500,348,708.45
1.99881118881,501,286,571.66
7.18666666667,502,57,409.64
3.57729166667,503,96,343.42
5.3172,504,175,930.51
7.37818965517,505,232,1711.74
1.29721649485,508,291,377.49
2.31782152231,509,381,883.09
5.17060085837,510,233,1204.75
3.42246666667,511,150,513.37
3.63010752688,512,372,1350.4
2.72023569024,513,297,807.91
3.47627192982,522,228,792.59
4.30585657371,523,251,1080.77
3.61274725275,524,91,328.76
4.65925925926,525,81,377.4
2.08365671642,526,536,1116.84
2.25966101695,527,472,1066.56
2.30406593407,528,182,419.34
3.63754966887,529,151,549.27
2.20948275862,532,116,256.3
2.25976,533,125,282.47
1.99725409836,534,244,487.33
2.06751269036,535,197,407.3
3.45695402299,536,174,601.51
2.24968847352,537,321,722.15
1.72766784452,544,283,488.93
2.29459302326,545,172,394.67
2.6255,550,280,735.14
2.12519230769,551,104,221.02
1.47979087452,552,526,778.37
1.23730205279,553,341,421.92
1.43463687151,558,358,513.6
1.32075471698,559,265,350.0
4.09100558659,562,179,732.29
4.2225,563,32,135.12
1.1741025641,564,546,641.06
0.83756232687,565,361,302.36
1.25773775216,566,694,872.87
2.19828711256,567,613,1347.55
1.71616141732,570,508,871.81
1.90133595285,571,509,967.78
3.54037209302,572,215,761.18
3.09591666667,573,120,371.51
2.09663755459,574,229,480.13
2.8745,575,100,287.45
2.64975806452,576,124,328.57
2.01484978541,577,233,469.46
4.67987341772,578,79,369.71
4.98590909091,579,44,219.38
2.10838709677,580,186,392.16
2.63114754098,581,122,321.0
4.49711111111,582,90,404.74
3.83258064516,583,62,237.62
4.31319148936,584,47,202.72
4.15833333333,585,54,224.55
1.78739047619,586,525,938.38
1.54316221766,587,487,751.52
3.5492972973,588,185,656.62
1.9091025641,589,78,148.91
2.96479166667,592,192,569.24
3.11635135135,593,74,230.61
3.99551546392,594,194,775.13
3.97648044693,595,179,711.79
5.26735751295,596,193,1016.6
3.02792134831,597,178,538.97
1.85418181818,598,330,611.88
2.47604810997,599,291,720.53
1.91808720113,602,711,1363.76
1.69627659574,603,564,956.7
2.01876494024,604,251,506.71
2.30442922374,605,219,504.67
2.77869127517,606,298,828.05
1.86707602339,607,342,638.54
3.14646258503,608,147,462.53
3.59568627451,609,51,183.38
4.19473684211,610,171,717.3
3.18932692308,611,208,663.38
3.97048387097,612,124,492.34
2.91165217391,613,115,334.84
7.23,614,23,166.29
6.59376811594,615,69,454.97
2.55071748879,616,223,568.81
3.35481481481,617,108,362.32
1.368125,618,336,459.69
1.59712765957,619,282,450.39
2.52847031963,620,438,1107.47
3.14391812865,621,342,1075.22
1.43068071313,624,617,882.73
1.51272321429,625,224,338.85
0.998804347826,626,644,643.23
0.515120350109,627,457,235.41
1.01659638554,630,996,1012.53
1.28470125786,631,636,817.07
2.212,634,235,519.82
2.51572580645,635,124,311.95
2.78758706468,636,402,1120.61
1.24003802281,637,263,326.13
3.36397435897,640,234,787.17
2.53096774194,641,217,549.22
1.41403483309,642,689,974.27
1.61602919708,643,685,1106.98
1.8419138756,646,418,769.92
1.73352017937,647,446,773.15
1.42005347594,648,374,531.1
0.441076487252,649,353,155.7
2.37953405018,650,279,663.89
1.75012931034,651,232,406.03
1.0795412844,654,654,706.02
0.722730627306,655,542,391.72
1.76744075829,658,211,372.93
1.14608870968,659,248,284.23
4.24930875576,662,217,922.1
4.01612903226,663,31,124.5
4.2222260274,664,292,1232.89
2.85249275362,665,345,984.11
2.26611386139,668,404,915.51
0.833935483871,669,310,258.52
3.30597183099,674,355,1173.62
2.76264615385,675,325,897.86
1.00943452381,678,336,339.17
1.17385542169,679,83,97.43
0.992568306011,680,549,544.92
0.969563953488,681,344,333.53
0.819444444444,682,810,663.75
1.09467505241,683,477,522.16
1.58340540541,684,370,585.86
1.35116788321,685,274,370.22
1.075072,686,625,671.92
1.01774058577,687,717,729.72
2.24729241877,690,277,622.5
1.70094420601,691,233,396.32
2.28037940379,692,369,841.46
2.31931203931,693,407,943.96
1.62426309379,694,821,1333.52
1.3527150838,695,895,1210.68
0.728101522843,696,985,717.18
0.759787798408,697,377,286.44
2.01768762677,706,493,994.72
1.33822757112,707,457,611.57
1.63713646532,708,447,731.8
2.9579253112,709,241,712.86
1.72989130435,710,184,318.3
3.15967391304,711,92,290.69
1.00295264624,712,718,720.12
0.415935483871,713,930,386.82
5.69632911392,714,79,450.01
2.27229166667,715,48,109.07
1.49381342062,718,611,912.72
0.829103343465,719,658,545.55
0.895631578947,728,190,170.17
0.94213592233,729,103,97.04
1.39751351351,730,370,517.08
1.73295138889,731,288,499.09
0.703771186441,732,472,332.18
0.548812785388,733,219,120.19
3.4578125,734,64,221.3
3.30052631579,735,76,250.84
3.78478571429,736,140,529.87
4.03304347826,737,69,278.28
1.86662162162,738,74,138.13
1.69051282051,739,78,131.86
1.00225402504,740,559,560.26
1.24595833333,741,240,299.03
2.55913857678,742,267,683.29
1.70226666667,743,225,383.01
1.18675675676,744,999,1185.57
1.45156289708,745,787,1142.38
1.61768031189,746,513,829.87
2.07976284585,747,253,526.18
2.46694117647,748,340,838.76
2.1818128655,749,171,373.09
1.57956467662,750,804,1269.97
1.08350157729,751,634,686.94
0.648799512492,754,1641,1064.68
0.723090909091,755,1870,1352.18
1.17221381268,756,1057,1239.03
0.923129445235,757,703,648.96
2.72146341463,758,287,781.06
2.67461165049,759,206,550.97
4.26727272727,762,44,187.76
3.11916666667,763,216,673.74
2.26556213018,766,507,1148.64
1.89830769231,767,390,740.34
6.01259803922,770,204,1226.57
4.06879781421,771,183,744.59
2.86868421053,772,228,654.06
3.00002949853,773,339,1017.01
4.15567567568,774,259,1076.32
3.43373376623,775,308,1057.59
3.73136729223,776,373,1391.8
2.66944293478,777,736,1964.71
3.81617760618,786,259,988.39
3.59952531646,787,316,1137.45
4.25781021898,788,274,1166.64
3.85310810811,789,148,570.26
1.60757931845,790,851,1368.05
2.3439375,791,480,1125.09
3.31471428571,796,210,696.09
2.89238683128,797,243,702.85
1.37324840764,798,471,646.8
1.86102625298,799,419,779.77
1.01794788274,800,614,625.02
0.383534482759,801,348,133.47
1.79278937381,802,527,944.8
1.85384615385,803,338,626.6
3.47819444444,804,72,250.43
3.38996226415,805,265,898.34
4.04647509579,808,261,1056.13
2.86318059299,809,371,1062.24
3.56976331361,810,169,603.29
3.53992424242,811,132,467.27
3.69496376812,816,276,1019.81
4.65807017544,817,57,265.51
1.49144927536,820,621,926.19
3.09114678899,821,218,673.87
2.06020594966,822,437,900.31
0.949135338346,823,266,252.47
2.4178685259,824,502,1213.77
1.74870837538,826,991,1732.97
0.992184724689,827,563,558.6
1.00367268041,830,776,778.85
0.921069836553,831,673,619.88
2.45994778068,832,383,942.16
1.96109123435,833,559,1096.25
1.23579875519,834,964,1191.31
1.21508474576,835,826,1003.66
2.21547094188,840,499,1105.52
1.80861892583,841,391,707.17
1.15572635135,842,1184,1368.38
1.55209821429,843,672,1043.01
1.73763102725,844,477,828.85
2.22282460137,845,439,975.82
1.35160766962,846,678,916.39
0.791903225806,847,620,490.98
0.676109375,848,640,432.71
1.18342059337,849,573,678.1
2.54050445104,850,337,856.15
2.45692105263,851,380,933.63
1.734425,852,400,693.77
2.50594315245,853,387,969.8
1.00677037037,854,675,679.57
1.0211700468,855,641,654.57
2.10347058824,858,680,1430.36
1.12376811594,859,345,387.7
1.41186192469,860,478,674.87
1.24453900709,861,423,526.44
2.06487119438,864,427,881.7
1.87277777778,865,234,438.23
3.21312030075,868,266,854.69
2.77919117647,869,136,377.97
3.04051546392,878,194,589.86
1.36708683473,879,357,488.05
0.896241685144,882,902,808.41
0.830371287129,883,808,670.94
1.34491967871,886,498,669.77
0.576734693878,887,490,282.6
1.26720873786,890,412,522.09
0.845658914729,891,387,327.27
3.6093627451,894,204,736.31
3.66814049587,895,242,887.69
3.46118881119,896,143,494.95
3.58868055556,897,144,516.77
3.0825,898,204,628.83
2.98563451777,899,197,588.17
2.94805491991,900,437,1288.3
2.92799054374,901,423,1238.54
4.29405286344,902,227,974.75
2.95473354232,903,319,942.56
1.19282608696,908,552,658.44
0.816295264624,909,359,293.05
1.62589958159,914,478,777.18
2.19791139241,915,474,1041.81
1.79542334096,916,437,784.6
2.90424,917,250,726.06
3.22986754967,922,151,487.71
4.43407894737,923,76,336.99
1.88570945946,924,296,558.17
1.47457478006,925,341,502.83
4.48073891626,928,203,909.59
3.52728110599,929,217,765.42
3.90011235955,932,178,694.22
3.05331967213,933,244,745.01
3.98275510204,934,294,1170.93
2.77448559671,935,243,674.2
5.15007575758,936,132,679.81
3.90337719298,937,228,889.97
3.47650887574,938,169,587.53
3.19153333333,939,300,957.46
3.84057971014,940,138,530.0
3.61444444444,941,54,195.18
5.32897560976,942,205,1092.44
4.65056497175,943,354,1646.3
2.34538834951,944,206,483.15
1.73297297297,945,111,192.36
4.13768115942,946,69,285.5
7.13625,947,16,114.18
1.85191536748,948,449,831.51
1.84057142857,949,315,579.78
1.94917293233,950,399,777.72
3.0685,951,240,736.44
3.77529126214,952,206,777.71
3.38217021277,953,235,794.81
2.14024691358,954,405,866.8
2.50120622568,955,514,1285.62
4.85252747253,956,182,883.16
4.22422018349,957,218,920.88
3.0701119403,958,268,822.79
2.73587610619,959,565,1545.77
3.09342657343,960,143,442.36
2.23345,961,200,446.69
0.456778947368,966,1900,867.88
0.569811320755,967,954,543.6
0.581726755218,970,527,306.57
1.07210059172,971,338,362.37
1.0483600713,974,561,588.13
1.29187165775,975,374,483.16
3.49701923077,978,520,1818.45
3.41825688073,979,327,1117.77
4.13418502203,980,227,938.46
3.45739130435,981,184,636.16
3.45310483871,982,248,856.37
2.92745762712,983,118,345.44
2.16629370629,984,572,1239.12
1.43583710407,985,221,317.32
1.41313309776,988,849,1199.75
1.16441964286,989,448,521.66
2.75976923077,990,260,717.54
3.20437037037,991,135,432.59
6.115703125,992,128,782.81
3.16076086957,993,92,290.79
3.13938547486,994,179,561.95
2.5647985348,995,273,700.19
4.60661835749,996,207,953.57
3.729,997,180,671.22
2.41510204082,998,196,473.36
2.36471631206,999,282,666.85
2.09661016949,1000,354,742.2
2.60771771772,1001,333,868.37
3.82409722222,1002,288,1101.34
4.04625531915,1003,235,950.87
4.42469387755,1006,147,650.43
5.64853571429,1007,280,1581.59
3.83085106383,1008,188,720.2
2.79871060172,1009,349,976.75
5.54761904762,1010,63,349.5
3.41528,1011,125,426.91
2.24943181818,1012,176,395.9
2.7145410628,1013,207,561.91
2.62882352941,1016,136,357.52
2.36661764706,1017,136,321.86
4.45651898734,1020,158,704.13
3.82928961749,1021,183,700.76
4.25888888889,1022,198,843.26
2.90398373984,1023,246,714.38
1.16346793349,1024,421,489.82
0.84738410596,1025,302,255.91
0.863109756098,1026,492,424.65
2.17747311828,1027,186,405.01
1.82863057325,1030,314,574.19
3.17189003436,1036,291,923.02
2.2104379562,1037,137,302.83
3.97417293233,1038,266,1057.13
2.39394636015,1039,261,624.82
3.79329896907,1040,194,735.9
2.84330275229,1041,109,309.92
3.66206185567,1044,194,710.44
2.7067003367,1045,297,803.89
3.8073255814,1046,172,654.86
2.37308270677,1047,133,315.62
3.50848708487,1048,271,950.8
3.47953586498,1049,237,824.65
2.91181481481,1050,270,786.19
1.94485714286,1051,385,748.77
2.61762376238,1052,303,793.14
2.73949044586,1053,314,860.2
3.31037800687,1054,291,963.32
3.33843949045,1055,314,1048.27
1.86650819672,1058,610,1138.57
1.33043806647,1059,662,880.75
1.66093862816,1060,554,920.16
0.48128057554,1061,695,334.49
3.17877358491,1062,106,336.95
4.37981132075,1063,106,464.26
3.9072826087,1064,92,359.47
5.38333333333,1065,6,32.3
2.75239393939,1066,330,908.29
1.7899009901,1067,303,542.34
1.48264311815,1068,821,1217.25
1.82970674487,1069,341,623.93
5.16657407407,1070,108,557.99
4.94093220339,1071,118,583.03
4.8453125,1074,96,465.15
6.6775,1075,48,320.52
3.25462427746,1078,173,563.05
3.94234375,1079,128,504.62
1.1931884058,1080,828,987.96
1.16276785714,1081,560,651.15
3.39107611549,1082,381,1292.0
2.48771830986,1083,355,883.14
3.28488188976,1084,254,834.36
3.32549107143,1085,224,744.91
2.71979289941,1088,338,919.29
1.82814136126,1089,382,698.35
1.62989090909,1092,275,448.22
1.56290178571,1093,224,350.09
3.60704453441,1096,247,890.94
2.93801242236,1097,161,473.02
4.15100558659,1098,179,743.03
2.83112903226,1099,124,351.06
3.30346820809,1102,173,571.5
5.52880952381,1103,84,464.42
5.90379746835,1108,79,466.4
5.40169230769,1109,65,351.11
4.58931623932,1110,234,1073.9
5.60898550725,1111,69,387.02
3.32911917098,1118,193,642.52
3.11274111675,1119,197,613.21
2.10763925729,1120,377,794.58
2.27529157667,1121,463,1053.46
3.65674074074,1124,270,987.32
3.19852564103,1125,156,498.97
1.83348314607,1128,445,815.9
1.27259803922,1129,204,259.61
1.27470817121,1130,514,655.2
0.665063291139,1131,237,157.62
3.47862244898,1132,196,681.81
3.2293385214,1133,257,829.94
1.41824074074,1134,540,765.85
1.93802734375,1135,512,992.27
4.73944444444,1136,72,341.24
5.83175675676,1137,74,431.55
0.975264270613,1138,473,461.3
1.13338061466,1139,423,479.42
4.00586592179,1140,179,717.05
2.7965034965,1141,143,399.9
1.46260981912,1142,387,566.03
0.964957507082,1143,353,340.63
1.28054200542,1144,369,472.52
2.1873968254,1145,315,689.03
3.73732026144,1150,306,1143.62
4.36361111111,1151,36,157.09
2.35173828125,1152,512,1204.09
2.69008912656,1153,561,1509.14
4.65428571429,1154,147,684.18
4.44285714286,1155,7,31.1
2.11313829787,1156,564,1191.81
2.28279878971,1157,661,1508.93
1.79780045351,1166,441,792.83
0.946367713004,1167,223,211.04
2.68796363636,1168,275,739.19
2.91534482759,1169,232,676.36
4.42038961039,1170,77,340.37
3.43704545455,1171,88,302.46
1.52358353511,1172,413,629.24
1.32751497006,1173,334,443.39
5.44335329341,1174,334,1818.08
3.6375,1175,88,320.1
3.05115853659,1176,164,500.39
2.90847953216,1177,171,497.35
2.12136904762,1182,336,712.78
2.63665137615,1183,218,574.79
2.29404069767,1184,344,789.15
2.72905660377,1185,265,723.2
4.94688888889,1186,135,667.83
3.86236220472,1187,127,490.52
2.26559055118,1192,127,287.73
2.79852713178,1193,129,361.01
2.27831210191,1196,314,715.39
2.62509881423,1197,253,664.15
2.24016203704,1198,432,967.75
1.25889361702,1199,235,295.84
4.24844262295,1200,366,1554.93
2.53700757576,1201,264,669.77
2.4917921147,1202,279,695.21
3.09820512821,1203,195,604.15
1.37577030812,1204,357,491.15
1.17311538462,1205,260,305.01
1.53226548673,1206,565,865.73
1.49154566745,1207,427,636.89
1.14054669704,1208,439,500.7
1.13191208791,1209,455,515.02
1.9175,1210,8,15.34
2.77646153846,1211,325,902.35
3.75371681416,1212,113,424.17
2.7190438247,1213,251,682.48
2.75290697674,1214,258,710.25
2.4539527027,1215,296,726.37
2.27244394619,1216,446,1013.51
2.80055299539,1217,434,1215.44
3.49782978723,1218,235,821.99
4.37502793296,1219,179,783.13
5.05170731707,1220,205,1035.6
3.709,1221,150,556.35
3.05631979695,1222,394,1204.19
2.35545454545,1223,242,570.02
3.56018450185,1224,271,964.81
3.36065843621,1225,243,816.64
3.60996153846,1226,260,938.59
2.91652830189,1227,265,772.88
3.25928571429,1228,98,319.41
6.74485714286,1229,105,708.21
3.26119791667,1232,192,626.15
4.3707755102,1233,245,1070.84
2.19129175947,1236,449,983.89
3.11182926829,1237,328,1020.68
4.55154761905,1240,252,1146.99
4.1257,1241,200,825.14
6.35007092199,1242,141,895.36
5.88131386861,1243,137,805.74
3.89296296296,1246,135,525.55
4.30122807018,1247,57,245.17
4.03923766816,1248,223,900.75
5.25301020408,1249,196,1029.59
3.55590697674,1252,215,764.52
2.79586065574,1253,244,682.19
2.66235915493,1254,284,756.11
2.51096969697,1255,165,414.31
3.62153846154,1256,403,1459.48
2.09036082474,1257,388,811.06
1.05228136882,1258,526,553.5
1.2425058548,1259,427,530.55
1.71268211921,1260,604,1034.46
0.99375,1261,480,477.0
1.72072892938,1264,439,755.4
2.15049046322,1265,367,789.23
1.31385113269,1266,309,405.98
1.268,1267,375,475.5
3.13444933921,1268,227,711.52
3.51403361345,1269,119,418.17
4.32346153846,1271,26,112.41
3.53073578595,1272,299,1055.69
2.25708609272,1273,151,340.82
3.91476923077,1278,130,508.92
4.10938271605,1279,81,332.86
3.26124401914,1282,209,681.6
3.19577669903,1283,206,658.33
2.75698019802,1284,202,556.91
3.04906432749,1285,342,1042.78
2.20472340426,1286,235,518.11
2.51068681319,1287,364,913.89
3.04475903614,1288,332,1010.86
2.51784277879,1289,547,1377.26
3.12815426997,1290,363,1135.52
3.51665137615,1291,436,1533.26
3.55970479705,1294,271,964.68
3.14143979058,1295,382,1200.03
3.41351020408,1296,245,836.31
2.83435736677,1297,319,904.16
3.60209912536,1300,343,1235.52
2.51266009852,1301,203,510.07
4.25339285714,1302,336,1429.14
2.7837037037,1303,81,225.48
1.74613744076,1304,422,736.87
1.19576433121,1305,314,375.47
3.96322981366,1306,161,638.08
3.91202072539,1307,193,755.02
4.02494736842,1308,190,764.74
3.68432624113,1309,141,519.49
3.68927536232,1312,69,254.56
4.2,1313,4,16.8
0.638955954323,1318,613,391.68
0.890439932318,1319,591,526.25
1.0668115942,1320,552,588.88
1.74011235955,1321,356,619.48
3.68574074074,1324,216,796.12
2.64551219512,1325,205,542.33
2.95756923077,1326,325,961.21
2.94492462312,1327,199,586.04
3.79506578947,1328,304,1153.7
3.16764,1329,250,791.91
5.42333333333,1330,69,374.21
4.464,1331,25,111.6
2.28330357143,1332,112,255.73
3.40915254237,1333,59,201.14
2.63398963731,1334,193,508.36
1.84735042735,1335,234,432.28
2.89086956522,1338,253,731.39
3.26715328467,1339,137,447.6
2.76138728324,1342,173,477.72
2.04833333333,1343,282,577.63
3.7410625,1348,160,598.57
4.52672897196,1349,107,484.36
4.04660377358,1350,212,857.88
