avg,mon_count,mon_sum,stu_id
3.13,150,469.5,804
4.54001462,684,3105.37,808
4.574958333,480,2195.98,810
3.999175824,364,1455.7,816
4.300054545,550,2365.03,820
4.230253456,434,1835.93,822
3.640070237,1139,4146.04,824
3.669736842,1064,3904.6,826
3.820104046,865,3304.39,830
5.256871609,553,2907.05,832
3.739864198,810,3029.29,834
4.404078526,1248,5496.29,840
4.232518363,953,4033.59,842
4.625776567,734,3395.32,844
2.941040609,788,2317.54,846
2.295820734,926,2125.93,848
3.997065491,794,3173.67,850
3.671053541,579,2125.54,852
2.352523172,971,2284.3,854
4.919151786,672,3305.67,858
3.75715859,454,1705.75,860
4.28548583,494,2117.03,864
5.054253472,576,2911.25,868
5.718679245,318,1818.54,878
4.932626404,712,3512.03,882
3.912510288,486,1901.48,886
3.687813121,503,1854.97,890
4.537347611,607,2754.17,894
4.351761468,545,2371.71,896
4.384623824,638,2797.39,898
4.106832386,704,2891.21,900
4.09385,600,2456.31,902
2.437225673,966,2354.36,908
3.765268505,689,2594.27,914
3.906266447,608,2375.01,916
5.777118644,413,2385.95,922
3.440985915,355,1221.55,924
3.873867596,287,1111.8,928
3.7117603,534,1982.08,932
3.320297806,638,2118.35,934
5.083835616,657,3340.08,936
4.314285714,553,2385.8,938
4.043246187,459,1855.85,940
5.42783908,435,2361.11,942
3.780068966,725,2740.55,944
5.053046358,453,2289.03,946
3.223997135,698,2250.35,948
3.917865546,595,2331.13,950
5.137708779,467,2399.31,952
4.272050938,746,3186.95,954
4.932973761,343,1692.01,956
3.648214936,549,2002.87,958
4.603547009,468,2154.46,960
2.983714653,778,2321.33,966
3.072789256,484,1487.23,970
3.848226691,547,2104.98,974
3.885842027,671,2607.4,978
3.829308943,492,1884.02,980
3.689269949,589,2172.98,982
3.541620763,944,3343.29,984
3.311584582,934,3093.02,988
3.551317734,812,2883.67,990
6.549979339,484,3170.19,992
3.925977564,624,2449.81,994
5.73299169,722,4139.22,996
3.976532951,698,2775.62,998
3.614397436,780,2819.23,1000
4.133974522,785,3245.17,1002
4.701838235,272,1278.9,1006
4.308541374,713,3071.99,1008
4.008293839,211,845.75,1010
4.244920319,502,2130.95,1012
4.263557692,624,2660.46,1016
4.371050955,314,1372.51,1020
3.818506494,462,1764.15,1022
2.629521858,732,1924.81,1024
2.311970803,822,1900.44,1026
3.735930807,607,2267.71,1030
4.705580286,629,2959.81,1036
4.13200313,639,2640.35,1038
4.383932347,473,2073.6,1040
4.269021164,378,1613.69,1044
5.132101449,552,2832.92,1046
4.020808511,470,1889.78,1048
4.127777778,459,1894.65,1050
3.593526786,672,2414.85,1052
4.275469484,426,1821.35,1054
4.546912145,774,3519.31,1058
4.770311958,577,2752.47,1060
5.749914676,586,3369.45,1062
5.315740072,277,1472.46,1064
4.604468705,687,3163.27,1066
3.588757327,853,3061.21,1068
5.267358491,530,2791.7,1070
5.065146299,581,2942.85,1074
3.964487179,390,1546.15,1078
3.641223458,989,3601.17,1080
4.421738035,397,1755.43,1082
3.702859712,556,2058.79,1084
3.537100313,638,2256.67,1088
4.480090909,440,1971.24,1092
3.756453089,437,1641.57,1096
4.031699717,706,2846.38,1098
4.71050578,692,3259.67,1102
4.795751445,346,1659.33,1108
5.043886986,584,2945.63,1110
3.914728097,662,2591.55,1118
3.69016129,558,2059.11,1120
3.80207824,818,3110.1,1124
4.317278583,621,2681.03,1128
5.250451467,443,2325.95,1130
3.437195513,624,2144.81,1132
4.301904219,877,3772.77,1134
4.898705036,417,2042.76,1136
4.346940559,572,2486.45,1138
4.456158416,505,2250.36,1140
3.3871949,549,1859.57,1142
3.429232409,469,1608.31,1144
5.172894281,577,2984.76,1150
4.21080315,635,2673.86,1152
3.800515152,330,1254.17,1154
3.587423168,846,3034.96,1156
4.182699187,615,2572.36,1166
5.24260372,699,3664.58,1168
4.611880952,420,1936.99,1170
5.011803874,826,4139.75,1172
4.844438944,606,2935.73,1174
4.124267241,464,1913.66,1176
3.757883523,704,2645.55,1182
3.8646875,832,3215.42,1184
5.210522876,612,3188.84,1186
4.657647059,340,1583.6,1192
3.916152898,811,3176,1196
3.95853913,575,2276.16,1198
5.175408719,734,3798.75,1200
3.292246377,552,1817.32,1202
3.408215223,762,2597.06,1204
3.671810345,696,2555.58,1206
3.270167131,718,2347.98,1208
5.584615385,52,290.4,1210
6.288176353,499,3137.8,1212
6.015410122,573,3446.83,1214
5.033899721,718,3614.34,1216
4.274816568,845,3612.22,1218
4.379577465,426,1865.7,1220
4.259681529,785,3343.85,1222
5.805686654,517,3001.54,1224
3.555438596,570,2026.6,1226
7.484429224,438,3278.18,1228
3.724769475,629,2342.88,1232
4.381258389,596,2611.23,1236
5.205490196,663,3451.24,1240
5.977179837,734,4387.25,1242
5.130380795,604,3098.75,1246
5.164525066,758,3914.71,1248
3.705883392,566,2097.53,1252
3.448993103,725,2500.52,1254
3.115617834,785,2445.76,1256
3.812836412,758,2890.13,1258
3.115121951,697,2171.24,1260
4.660841584,606,2824.47,1264
5.197511962,418,2172.56,1266
4.390534125,674,2959.22,1268
4.165259067,772,3215.58,1272
4.163398438,512,2131.66,1278
3.682494888,489,1800.74,1282
3.554504202,595,2114.93,1284
3.578913043,644,2304.82,1286
4.030640569,562,2265.22,1288
4.182243346,789,3299.79,1290
4.401089494,1028,4524.32,1294
3.55377193,912,3241.04,1296
3.38465704,554,1875.1,1300
3.826059322,472,1805.9,1302
2.791677763,751,2096.55,1304
5.148428571,490,2522.73,1306
4.55,530,2411.5,1308
4.82309322,236,1138.25,1312
2.365015385,650,1537.26,1318
2.991677741,602,1800.99,1320
4.420630769,650,2873.41,1324
4.439592476,638,2832.46,1326
4.385807407,675,2960.42,1328
4.816421725,313,1507.54,1330
3.922840376,426,1671.13,1332
3.652463127,678,2476.37,1334
4.963072407,511,2536.13,1338
4.008587156,545,2184.68,1342
4.408947368,380,1675.4,1348
5.011447368,456,2285.22,1350
5.071545575,757,3839.16,1352
5.24928884,914,4797.85,1354
5.631794425,574,3232.65,1358
3.927972743,587,2305.72,1360
4.256790123,486,2068.8,1364
4.544275229,545,2476.63,1366
3.510929919,742,2605.11,1372
4.243789683,504,2138.87,1378
3.231689815,864,2792.18,1382
4.706785714,364,1713.27,1384
4.133238938,565,2335.28,1386
4.265098425,508,2166.67,1392
3.969044944,712,2825.96,1394
3.692363919,643,2374.19,1396
4.182123894,904,3780.64,1406
6.580812641,443,2915.3,1408
5.59407489,454,2539.71,1410
3.677757353,816,3001.05,1414
4.160650794,630,2621.21,1416
4.527765517,725,3282.63,1426
3.010060606,660,1986.64,1430
3.467992701,548,1900.46,1434
3.655355649,478,1747.26,1438
3.143255567,943,2964.09,1440
3.698777429,638,2359.82,1448
5.03646729,535,2694.51,1452
4.422568093,257,1136.6,1454
4.08201107,542,2212.45,1460
5.306516854,178,944.56,1464
5.167074468,376,1942.82,1470
4.53912,500,2269.56,1474
4.141787234,470,1946.64,1476
5.419831933,119,644.96,1478
5.603089431,246,1378.36,1480
4.241679873,631,2676.5,1486
2.636752988,1004,2647.3,1488
3.596675236,1167,4197.32,1494
2.661165414,532,1415.74,1498
4.371593407,546,2386.89,1500
4.232391653,623,2636.78,1502
3.518346883,738,2596.54,1504
3.724518072,664,2473.08,1506
3.47256513,499,1732.81,1512
2.29989426,662,1522.53,1514
4.262133816,553,2356.96,1518
4.013115318,581,2331.62,1520
4.119260143,419,1725.97,1522
4.109044586,785,3225.6,1524
3.587322695,564,2023.25,1528
3.361018923,687,2309.02,1530
3.353347368,475,1592.84,1532
3.831947627,611,2341.32,1534
5.083277027,296,1504.65,1536
4.042172573,649,2623.37,1538
4.713429257,834,3931,1540
3.381395349,516,1744.8,1542
4.06549195,559,2272.61,1548
3.164018476,433,1370.02,1550
2.851785714,504,1437.3,1552
3.375852632,475,1603.53,1554
4.53742284,648,2940.25,1556
4.15984127,441,1834.49,1562
3.687716644,727,2680.97,1564
4.127617188,512,2113.34,1568
4.421657754,374,1653.7,1570
4.279161426,477,2041.16,1576
5.002208202,317,1585.7,1580
5.19529703,404,2098.9,1582
3.524447301,778,2742.02,1584
3.057294282,717,2192.08,1590
4.334356725,342,1482.35,1592
3.673382716,405,1487.72,1594
4.98409002,511,2546.87,1598
4.556262042,519,2364.7,1602
4.421505376,186,822.4,1604
3.863663793,464,1792.74,1610
3.790172084,523,1982.26,1612
3.645953992,739,2694.36,1614
3.67849162,537,1975.35,1620
4.147404762,420,1741.91,1622
3.354245115,563,1888.44,1626
4.344977376,442,1920.48,1628
4.850776545,631,3060.84,1630
3.842800752,532,2044.37,1632
4.525051282,780,3529.54,1634
4.253400309,647,2751.95,1640
5.735940803,473,2713.1,1642
5.54677686,121,671.16,1648
1.545614525,716,1106.66,1650
4.049924812,532,2154.56,1652
4.002732769,827,3310.26,1654
4.355527426,474,2064.52,1656
4.194903382,828,3473.38,1660
4.518607443,833,3764,1662
3.733609023,532,1986.28,1664
3.818547855,606,2314.04,1666
4.06728,375,1525.23,1670
4.193828571,700,2935.68,1672
3.557478006,682,2426.2,1674
4.986043771,594,2961.71,1676
4.409219381,743,3276.05,1678
3.332647887,710,2366.18,1680
4.115762082,538,2214.28,1682
4.95261811,508,2515.93,1684
3.598407351,653,2349.76,1686
4.066871508,895,3639.85,1688
4.55039356,559,2543.67,1694
4.409340659,819,3611.25,1696
4.179698682,531,2219.42,1698
4.361043771,297,1295.23,1712
5.097368421,722,3680.3,1714
4.384847645,722,3165.86,1716
4.379597561,820,3591.27,1720
5.497975309,405,2226.68,1722
5.832879433,705,4112.18,1724
4.096601467,818,3351.02,1730
3.820394537,659,2517.64,1732
3.92688,500,1963.44,1734
4.712068376,585,2756.56,1742
4.591584327,587,2695.26,1744
4.536424149,646,2930.53,1746
5.000806202,645,3225.52,1748
3.268007663,783,2558.85,1750
4.427837838,666,2948.94,1752
6.113915094,424,2592.3,1754
5.33449807,518,2763.27,1756
3.233030303,561,1813.73,1758
3.635423341,874,3177.36,1760
3.07197901,667,2049.01,1770
3.996787565,579,2314.14,1780
3.983646532,447,1780.69,1782
5.869680639,501,2940.71,1788
4.968311688,385,1912.8,1790
4.654409091,440,2047.94,1792
5.626842105,627,3528.03,1794
6.753105175,599,4045.11,1796
3.547643759,713,2529.47,1798
6.182544379,507,3134.55,1800
4.048236878,743,3007.84,1802
4.458727569,613,2733.2,1804
4.192923833,407,1706.52,1806
4.417971831,710,3136.76,1812
4.612808587,559,2578.56,1822
3.717612667,821,3052.16,1824
3.989868914,534,2130.59,1828
2.947792947,879,2591.11,1832
4.17121643,633,2640.38,1834
4.121671642,335,1380.76,1836
5.389003378,592,3190.29,1840
5.159891135,643,3317.81,1842
4.123134058,552,2275.97,1844
5.045063291,553,2789.92,1848
4.701603604,555,2609.39,1850
3.342105263,570,1905,1856
2.960206986,773,2288.24,1862
5.65261324,287,1622.3,1866
3.709829739,881,3268.36,1868
4.363984127,630,2749.31,1870
4.04240717,781,3157.12,1872
3.706333333,420,1556.66,1874
4.334856753,733,3177.45,1876
3.884083851,644,2501.35,1878
4.651233859,697,3241.91,1880
4.777064057,562,2684.71,1884
5.023824176,455,2285.84,1886
3.821263736,546,2086.41,1888
3.835316847,647,2481.45,1890
4.692409867,527,2472.9,1892
4.395105932,472,2074.49,1900
3.578804841,661,2365.59,1902
4.062019364,723,2936.84,1904
5.268883415,609,3208.75,1906
4.947826087,713,3527.8,1910
4.295485437,618,2654.61,1914
4.778587786,524,2503.98,1918
3.219536354,949,3055.34,1924
4.576157205,458,2095.88,1926
4.102633864,691,2834.92,1928
4.745061898,727,3449.66,1932
4.585034294,729,3342.49,1938
3.983907285,604,2406.28,1942
3.877777778,306,1186.6,1944
3.257312073,439,1429.96,1946
3.565135135,592,2110.56,1948
4.724890282,638,3014.48,1950
3.851504298,698,2688.35,1954
3.60666218,743,2679.75,1956
4.128354115,401,1655.47,1964
3.5708981,579,2067.55,1966
3.433107143,560,1922.54,1968
4.50066129,620,2790.41,1970
3.263210059,676,2205.93,1972
4.106531605,617,2533.73,1974
3.671686957,575,2111.22,1980
5.257303371,712,3743.2,1982
3.559509677,775,2758.62,1984
3.322687023,655,2176.36,1986
2.870070053,571,1638.81,1990
4.683115672,536,2510.15,1994
4.438574074,540,2396.83,1996
4.128505747,696,2873.44,1998
3.934327808,543,2136.34,2002
3.584012638,633,2268.68,2004
4.790081699,612,2931.53,2006
4.509491094,393,1772.23,2014
3.803970315,539,2050.34,2018
3.991206657,721,2877.66,2024
4.073564014,578,2354.52,2026
3.725482912,673,2507.25,2030
5.029452663,676,3399.91,2032
3.016090298,1041,3139.75,2034
3.118139013,892,2781.38,2036
3.947263158,570,2249.94,2038
3.925709729,627,2461.42,2044
4.088026608,451,1843.7,2048
4.137916667,816,3376.54,2052
4.442302406,582,2585.42,2056
2.769758308,662,1833.58,2060
6.225416667,312,1942.33,2062
7.075,380,2688.5,2064
6.45398773,326,2104,2066
5.153531599,538,2772.6,2068
4.38039666,479,2098.21,2070
4.421813187,546,2414.31,2072
5.863086172,499,2925.68,2076
5.922484277,318,1883.35,2078
3.880906631,739,2867.99,2088
4.278827471,597,2554.46,2090
3.769338983,590,2223.91,2092
5.098982456,570,2906.42,2094
5.883143939,264,1553.15,2096
4.154131579,760,3157.14,2100
4.890345423,579,2831.51,2102
3.143501094,457,1436.58,2110
3.997758913,589,2354.68,2112
4.984376238,505,2517.11,2122
3.51944,375,1319.79,2124
3.154230769,650,2050.25,2126
3.645543307,635,2314.92,2128
3.993106904,898,3585.81,2130
4.102454545,660,2707.62,2132
3.828172185,755,2890.27,2134
6.655913978,465,3095,2138
4.377002551,784,3431.57,2142
3.510821918,730,2562.9,2144
1.620162016,1111,1800,2148
4.37529316,614,2686.43,2156
4.322927242,591,2554.85,2162
5.289522293,628,3321.82,2164
3.793649194,496,1881.65,2168
5.315282132,638,3391.15,2170
6.121253644,343,2099.59,2178
5.130567951,493,2529.37,2180
6.414571429,280,1796.08,2184
5.001315789,418,2090.55,2190
4.391426307,631,2770.99,2192
5.489098039,255,1399.72,2196
4.976037234,376,1870.99,2198
4.030831889,577,2325.79,2206
4.493068392,541,2430.75,2208
2.467065693,685,1689.94,2214
2.847584746,1180,3360.15,2218
4.782084433,379,1812.41,2222
3.971879085,612,2430.79,2224
4.38795122,615,2698.59,2228
4.323569937,479,2070.99,2230
2.806072773,797,2236.44,2232
4.796276392,521,2498.86,2234
3.846052632,570,2192.25,2236
3.703294686,1035,3832.91,2244
4.014397993,598,2400.61,2246
4.138516378,519,2147.89,2248
3.03227991,443,1343.3,2250
3.718713693,482,1792.42,2252
4.316877579,727,3138.37,2256
3.902084507,355,1385.24,2264
3.863121019,785,3032.55,2266
4.082587646,599,2445.47,2268
3.63951586,599,2180.07,2270
3.445884615,520,1791.86,2272
3.233365854,410,1325.68,2274
3.510661479,514,1804.48,2278
3.763469388,539,2028.51,2280
4.103027719,469,1924.32,2284
3.403770492,427,1453.41,2286
6.249176707,498,3112.09,2292
5.854976303,422,2470.8,2294
6.646308623,661,4393.21,2296
3.707346041,682,2528.41,2298
3.64763098,439,1601.31,2302
3.574118519,675,2412.53,2304
3.929127517,596,2341.76,2306
5.67884058,414,2351.04,2308
4.409592875,393,1732.97,2310
3.749592641,761,2853.44,2314
3.430659341,728,2497.52,2316
4.414989775,489,2158.93,2318
3.738658744,589,2202.07,2320
4.662307692,169,787.93,2322
4.390874317,183,803.53,2332
4.2234375,320,1351.5,2334
4.461264916,419,1869.27,2340
4.939255319,752,3714.32,2348
4.049714829,526,2130.15,2350
5.977438424,203,1213.42,2354
5.555642458,179,994.46,2356
3.629781277,1143,4148.84,2358
3.968809524,672,2667.04,2362
4.143881988,644,2668.66,2364
4.497977707,628,2824.73,2366
4.1604625,800,3328.37,2368
4.281550279,716,3065.59,2370
4.875851528,687,3349.71,2372
3.4447806,866,2983.18,2374
3.99156682,434,1732.34,2380
5.190374016,508,2636.71,2382
3.476728972,642,2232.06,2384
5.133159236,785,4029.53,2388
3.450159652,689,2377.16,2390
4.332294807,597,2586.38,2392
4.309121951,410,1766.74,2396
4.886857143,455,2223.52,2400
4.596468401,269,1236.45,2402
4.97861413,368,1832.13,2408
3.382876214,824,2787.49,2410
3.768701031,485,1827.82,2416
6.303824701,251,1582.26,2418
3.377992203,513,1732.91,2422
4.076459538,692,2820.91,2424
4.300142857,700,3010.1,2428
4.095517241,638,2612.94,2430
5.01413442,491,2461.94,2432
4.550802139,748,3404,2434
3.558538813,219,779.32,2438
5.383084648,697,3752.01,2440
3.515552826,814,2861.66,2442
4.531343805,573,2596.46,2444
4.084237288,472,1927.76,2448
3.943253012,332,1309.16,2452
3.770828625,531,2002.31,2454
3.931755725,393,1545.18,2456
3.870583942,548,2121.08,2458
5.033905429,571,2874.36,2460
3.523836806,576,2029.73,2462
4.086595365,561,2292.58,2464
3.522585366,615,2166.39,2466
3.474628906,512,1779.01,2468
4.19283247,579,2427.65,2472
2.482710706,439,1089.91,2474
4.113262195,656,2698.3,2476
3.848177419,620,2385.87,2478
3.764610493,629,2367.94,2480
4.481054852,711,3186.03,2482
5.033106312,602,3029.93,2484
3.378218452,943,3185.66,2486
3.818280061,657,2508.61,2490
3.438093385,257,883.59,2492
3.814073482,626,2387.61,2494
3.35675,640,2148.32,2498
3.706847507,682,2528.07,2500
4.886018237,658,3215,2504
3.129456522,1104,3454.92,2508
4.563962804,699,3190.21,2510
4.064506438,699,2841.09,2516
3.447508475,590,2034.03,2518
4.10187905,463,1899.17,2520
4.257737844,473,2013.91,2522
4.151067538,459,1905.34,2524
3.792256186,687,2605.28,2530
3.583909532,619,2218.44,2532
3.03877193,228,692.84,2538
3.677868852,183,673.05,2540
4.392258065,403,1770.08,2542
5.222960373,429,2240.65,2550
3.987579972,719,2867.07,2552
5.089927007,411,2091.96,2556
4.657766234,770,3586.48,2558
3.856067019,567,2186.39,2562
3.990722689,595,2374.48,2570
2.926913425,797,2332.75,2572
4.980548341,693,3451.52,2576
4.042980198,1010,4083.41,2578
4.775623722,489,2335.28,2580
3.860119522,753,2906.67,2582
4.81877095,716,3450.24,2584
3.855575486,669,2579.38,2586
3.773240223,716,2701.64,2594
4.567534722,576,2630.9,2598
5.329864865,740,3944.1,2604
4.32109589,657,2838.96,2606
4.829314286,875,4225.65,2612
3.646208531,844,3077.4,2614
7.956433915,401,3190.53,2616
4.390140351,855,3753.57,2622
4.68,665,3112.2,2626
3.367673179,563,1896,2628
3.275509804,510,1670.51,2630
4.420764706,340,1503.06,2632
3.765429553,582,2191.48,2636
3.457932489,711,2458.59,2638
5.116243568,583,2982.77,2644
3.925656743,571,2241.55,2648
3.385714286,7,23.7,2654
5.173155738,244,1262.25,2656
4.968194774,421,2091.61,2658
5.453808354,407,2219.7,2660
4.064381443,388,1576.98,2662
4.872204473,313,1525,2664
5.536791045,268,1483.86,2666
5.803258706,402,2332.91,2668
3.770435323,804,3031.43,2672
4.810934256,289,1390.36,2674
4.941371115,547,2702.93,2676
4.191672297,592,2481.47,2678
3.806081461,712,2709.93,2680
3.707379913,687,2546.97,2682
3.805135952,662,2519,2688
4.123144654,318,1311.16,2690
4.229483806,988,4178.73,2692
3.92100365,548,2148.71,2694
4.856833713,439,2132.15,2696
4.580909091,495,2267.55,2700
4.381573677,699,3062.72,2704
3.5472,675,2394.36,2706
4.936738609,417,2058.62,2708
2.684892704,699,1876.74,2710
4.313090551,508,2191.05,2712
6.522622951,61,397.88,2718
3.373883929,896,3023,2720
4.615371775,659,3041.53,2722
4.722619048,756,3570.3,2728
3.853312102,628,2419.88,2730
3.168917456,739,2341.83,2732
4.284971429,525,2249.61,2734
2.95224,625,1845.15,2738
4.793908524,481,2305.87,2740
3.034984568,648,1966.67,2742
5.787036496,685,3964.12,2746
4.020521739,690,2774.16,2748
4.153433584,399,1657.22,2756
3.87015456,647,2503.99,2758
4.149494048,336,1394.23,2760
4.198873995,746,3132.36,2764
4.258290735,626,2665.69,2766
2.786940994,644,1794.79,2774
