stu_id,class,avg_s,avg_c,mon_count_c,topN,times,left_money_avg,avg_ling_x,ling_count_x,ling_sum_x,avg_water,water_count,water_sum,avg_ling_y,ling_count_y,ling_sum_y,left_money_max
88,0,4.816510172,9.339344262,122.0,99.4203886805,0.0,81.4143583333,1.11951219512,41.0,45.9,2.79703196347,219.0,612.55,0.0,0.0,0.0,225.45
89,0,5.028625954,9.392857143,84.0,99.659052165,0.0,73.616816609,1.92727272727,22.0,42.4,2.90213235294,136.0,394.69,0.0,0.0,0.0,143.14
92,1,4.014942263,12.73888889,36.0,99.7613365155,4.0,114.968388521,1.08055555556,36.0,38.9,2.29286184211,304.0,697.03,0.751363636364,44.0,33.06,327.33
93,1,4.881693989,11.31155556,90.0,99.795431299,0.0,170.388190909,2.2202247191,89.0,197.6,2.03679586563,387.0,788.24,1.99071428571,28.0,55.74,515.62
98,0,3.081410714,7.398113208,106.0,99.9659052165,3.0,87.3003585657,1.25862068966,29.0,36.5,3.24811158798,466.0,1513.62,1.92,5.0,9.6,208.0
99,1,4.856470588,6.334712042,191.0,100.0,25.0,100.290522648,1.40454545455,44.0,61.8,2.16465838509,483.0,1045.53,1.71857142857,14.0,24.06,401.38
112,0,6.889649123,3.9375,8.0,0.324324324324,0.0,57.2349626866,1.365,40.0,54.6,3.03912951168,471.0,1431.43,0.0,0.0,0.0,207.61
113,0,6.961111111,12.07142857,7.0,0.36036036036,0.0,56.298032491,1.67529411765,119.0,199.36,4.07494845361,291.0,1185.81,3.6,5.0,18.0,137.14
119,0,6.622916667,8.354545455,22.0,0.576576576577,5.0,106.450143885,1.89672131148,61.0,115.7,4.57147403685,597.0,2729.17,2.0125,24.0,48.3,400.76
138,1,5.876213592,4.116666667,12.0,10.7027027027,0.0,56.3458764112,0.544444444444,9.0,4.9,2.60177364865,1184.0,3080.5,3.0,1.0,3.0,307.28
139,0,7.154710744,9.715384615,26.0,14.3423423423,0.0,80.6594156928,0.840368663594,217.0,182.36,4.64178308824,544.0,2525.13,3.6,1.0,3.6,315.65
142,0,4.682453704,10.2759322,59.0,38.2884418684,34.0,71.3723539519,1.2265625,64.0,78.5,3.88414634146,123.0,477.75,0.2928,25.0,7.32,233.93
143,0,5.10200565,9.205494505,91.0,38.3225366519,15.0,63.6761929825,1.62230769231,130.0,210.9,2.07096463023,311.0,644.07,2.07909090909,44.0,91.48,204.06
152,0,6.58046875,3.1,1.0,33.949044586,0.0,108.537591623,1.0979245283,212.0,232.76,2.86888619855,1239.0,3554.55,18.1,2.0,36.2,351.47
153,0,5.970833333,8.72,10.0,38.7261146497,0.0,136.878052995,1.13652439024,164.0,186.39,3.19459244533,1006.0,3213.76,0.0,0.0,0.0,315.87
154,0,3.264117647,4.775,48.0,38.7898089172,3.0,56.9136193155,0.186,320.0,59.52,3.35302152932,1347.0,4516.52,3.4,5.0,17.0,140.86
155,0,5.341176471,4.165151515,66.0,38.8535031847,0.0,54.7572512103,1.11090909091,154.0,171.08,3.11016156463,1176.0,3657.55,1.935,8.0,15.48,128.29
158,0,3.737168142,6.817582418,91.0,38.9171974522,10.0,67.4753512397,1.02723404255,94.0,96.56,2.66273399015,406.0,1081.07,1.56363636364,55.0,86.0,202.58
159,0,6.436764706,4.0,34.0,38.9808917197,50.0,54.7696013865,0.675759849906,533.0,360.18,4.18992307692,650.0,2723.45,0.642985074627,67.0,43.08,209.12
160,1,3.708541667,8.007636364,55.0,39.0445859873,0.0,102.399296782,1.91224489796,98.0,187.4,3.72498039216,255.0,949.87,0.552941176471,51.0,28.2,331.39
161,1,6.55,2.65,4.0,39.1082802548,0.0,89.7294523549,3.61818181818,121.0,437.8,3.5563592233,412.0,1465.22,1.34666666667,18.0,24.24,256.97
162,0,3.839166667,4.817613636,176.0,39.1719745223,74.0,73.3858041958,1.31198019802,101.0,132.51,2.03794670846,638.0,1300.21,0.816774193548,62.0,50.64,216.64
163,0,5.579166667,5.308333333,24.0,39.2356687898,6.0,89.8295449102,0.365238095238,63.0,23.01,3.02413551402,428.0,1294.33,1.38137931034,29.0,40.06,226.83
172,0,7.115142857,3.342857143,21.0,39.8089171975,0.0,110.837182609,0.633333333333,54.0,34.2,6.42171171171,222.0,1425.62,4.0,7.0,28.0,319.02
173,0,14.3,8.533333333,6.0,39.872611465,0.0,104.228571429,1.94230769231,26.0,50.5,7.79298245614,57.0,444.2,0.0,0.0,0.0,300.14
178,0,6.740484848,0.321428571,7.0,40.1910828025,0.0,95.2913745174,3.63964285714,84.0,305.73,5.39730452675,486.0,2623.09,7.825,4.0,31.3,309.56
179,0,8.35,9.107692308,13.0,40.2547770701,0.0,87.8131726908,0.690925925926,108.0,74.62,5.38430939227,181.0,974.56,0.0,0.0,0.0,225.49
184,0,4.100019608,5.388785047,107.0,40.008783487,12.0,164.716201232,1.51089552239,67.0,101.23,2.48435013263,377.0,936.6,0.321272727273,110.0,35.34,601.45
185,0,4.624626866,3.487356322,87.0,40.0527009223,10.0,80.0446838551,1.61387755102,49.0,79.08,2.57525987526,962.0,2477.4,1.662,30.0,49.86,304.73
186,1,3.494115385,12.43188406,69.0,40.0966183575,59.0,112.772660494,0.725961538462,104.0,75.5,1.21228228228,666.0,807.38,0.479172413793,145.0,69.48,294.7
187,0,4.443311688,4.675,64.0,40.1405357927,46.0,83.0848878394,1.3376899696,329.0,440.1,1.55422541157,2369.0,3681.96,2.216,30.0,66.48,195.8
192,0,5.664705882,4.4,1.0,40.3601229688,0.0,141.399010526,2.91033057851,242.0,704.3,5.19421150278,539.0,2799.68,4.0,1.0,4.0,322.86
193,0,7.301566265,11.06666667,3.0,40.404040404,0.0,123.49739267,0.854285714286,140.0,119.6,4.29706439394,528.0,2268.85,3.6,10.0,36.0,319.8
194,0,6.699382716,4.480645161,31.0,40.4479578393,0.0,93.3139308855,0.262352941176,85.0,22.3,4.48452380952,462.0,2071.85,0.0,0.0,0.0,237.72
195,0,7.891111111,33.7,2.0,40.4918752745,0.0,89.1005862647,3.37520833333,48.0,162.01,5.07743670886,316.0,1604.47,3.6,3.0,10.8,209.21
198,0,6.432321429,3.2,3.0,40.6236275801,2.0,74.0449375,1.4431372549,51.0,73.6,7.795625,176.0,1372.03,0.0,0.0,0.0,202.22
199,0,6.637931034,4.0,1.0,40.6675450154,0.0,87.2416158537,2.7064516129,31.0,83.9,7.36772727273,110.0,810.45,0.0,0.0,0.0,257.16
206,0,7.470588235,1.0,1.0,41.0188844971,0.0,37.9669045121,0.812844036697,109.0,88.6,2.61074670571,683.0,1783.14,0.0,0.0,0.0,118.78
212,0,5.200448549,5.916071429,336.0,39.3951946976,0.0,88.888708134,1.34727272727,55.0,74.1,3.47366533865,251.0,871.89,0.0,0.0,0.0,304.07
213,0,6.090699708,5.71056338,284.0,39.4366197183,2.0,95.1189912706,1.3743902439,82.0,112.7,2.22888111888,143.0,318.73,3.6,2.0,7.2,390.92
216,0,4.553765743,13.64067797,177.0,39.5608947804,6.0,393.450575827,1.60714285714,126.0,202.5,2.7017896679,542.0,1464.37,0.955102040816,49.0,46.8,879.03
217,0,4.206684492,12.31290323,186.0,39.6023198012,0.0,315.683790965,2.83464566929,127.0,360.0,1.2197983871,496.0,605.02,2.77323529412,68.0,188.58,779.64
220,3,3.472128514,6.506097561,82.0,39.7265948633,3.0,62.9748474576,1.28656716418,67.0,86.2,2.38318181818,440.0,1048.6,0.932727272727,11.0,10.26,302.72
221,3,3.174390244,3.033333333,3.0,39.9337199669,0.0,45.6845977011,4.56666666667,12.0,54.8,3.67333333333,15.0,55.1,0.0,0.0,0.0,108.2
224,0,3.391273585,6.313793103,29.0,40.057995029,2.0,35.8817748092,0.44358974359,39.0,17.3,2.28105960265,151.0,344.44,0.0,0.0,0.0,115.29
225,0,4.835075758,3.645789474,38.0,40.0994200497,0.0,30.19802,0.71,20.0,14.2,1.69146853147,143.0,241.88,0.0,0.0,0.0,113.29
230,0,3.048059441,5.034579125,297.0,40.347970174,7.0,115.74023645,1.21368421053,285.0,345.9,3.02941512126,701.0,2123.62,0.506497461929,197.0,99.78,302.58
231,0,3.431133747,5.675138122,181.0,40.3893951947,16.0,134.79509401,1.31026392962,341.0,446.8,2.89320241692,331.0,957.65,1.95794117647,68.0,133.14,500.27
232,1,4.488761905,7.005,134.0,40.4308202154,4.0,60.7495793901,1.34,35.0,46.9,1.83272300469,213.0,390.37,0.831818181818,22.0,18.3,203.0
233,0,4.145389908,5.785662651,166.0,40.4722452361,4.0,55.87828541,1.94166666667,24.0,46.6,2.72988636364,176.0,480.46,3.6,7.0,25.2,205.61
236,0,4.094965035,7.612154696,181.0,40.5965202983,2.0,58.1157068966,2.21,30.0,66.3,2.56081339713,209.0,535.21,0.547826086957,46.0,25.2,125.65
237,0,4.004109817,8.440789474,76.0,40.7207953604,0.0,55.7772227674,2.19295774648,71.0,155.7,3.80981818182,110.0,419.08,2.34875,48.0,112.74,206.8
238,1,4.914400826,6.685135135,148.0,40.7622203811,80.0,136.976018927,0.634504950495,202.0,128.17,2.84113314448,353.0,1002.92,0.427719298246,171.0,73.14,862.0
239,0,4.797579299,7.075,144.0,40.8036454018,16.0,182.8962249,0.584622641509,212.0,123.94,2.57424528302,318.0,818.61,1.776,45.0,79.92,804.98
244,1,3.368422619,8.451612903,31.0,41.0521955261,0.0,35.3890585009,0.872,100.0,87.2,0.735235457064,361.0,265.42,1.37320754717,53.0,72.78,117.0
245,1,4.761974522,12.05217391,23.0,41.0936205468,1.0,45.9598481562,1.3358974359,39.0,52.1,0.661259259259,135.0,89.27,0.306,10.0,3.06,118.1
254,0,3.744497908,7.804521739,115.0,76.902173913,13.0,104.770104895,1.87020833333,48.0,89.77,1.82317073171,574.0,1046.5,0.950337078652,89.0,84.58,318.3
255,0,3.348592593,5.905504587,109.0,77.1739130435,0.0,78.5170519783,2.43536585366,82.0,199.7,1.37076086957,368.0,504.44,2.27647058824,51.0,116.1,196.19
258,0,5.230331126,10.55843373,166.0,77.4456521739,0.0,54.883994614,1.85592105263,76.0,141.05,2.24544176707,498.0,1118.23,0.638823529412,102.0,65.16,218.37
259,0,4.986440678,12.51132075,106.0,77.7173913043,6.0,42.020064433,1.4618556701,97.0,141.8,1.18451530612,392.0,464.33,3.12620689655,29.0,90.66,140.14
266,0,3.831827957,7.682857143,21.0,79.0760869565,6.0,65.5496078431,0.666666666667,12.0,8.0,1.70034482759,87.0,147.93,0.370588235294,17.0,6.3,200.11
267,0,3.702477718,4.90141844,141.0,79.347826087,24.0,56.1181053459,1.52048192771,83.0,126.2,1.05358490566,318.0,335.04,2.24117647059,17.0,38.1,202.28
282,0,5.973156966,12.2130742,283.0,41.2581344902,24.0,88.1112364563,0.741940298507,67.0,49.71,5.24773333333,300.0,1574.32,0.953157894737,38.0,36.22,246.87
283,0,6.849818182,14.94913793,116.0,43.4273318872,0.0,68.6265822785,0.793103448276,29.0,23.0,3.42341463415,123.0,421.08,1.57125,32.0,50.28,208.58
288,0,4.491071429,7.132835821,268.0,54.2299349241,0.0,121.786880952,0.6,128.0,76.8,4.39328922495,529.0,2324.05,0.450852713178,387.0,174.48,320.25
289,0,3.998646035,8.748746518,359.0,56.3557483731,0.0,139.501043854,0.653658536585,123.0,80.4,8.94091525424,295.0,2637.57,1.50797687861,173.0,260.88,337.52
294,0,4.300236887,7.671280488,164.0,57.3101952278,5.0,101.049042416,0.4975,40.0,19.9,2.20298828125,512.0,1127.93,0.602173913043,46.0,27.7,505.7
295,0,3.730844444,6.187969925,133.0,57.3535791757,46.0,83.8486543779,2.9,6.0,17.4,4.45793814433,97.0,432.42,0.0,0.0,0.0,213.43
296,2,4.336953846,9.422966102,118.0,57.3969631236,26.0,100.146875688,0.747619047619,21.0,15.7,1.74318047337,676.0,1178.39,0.615707317073,205.0,126.22,273.0
297,3,4.028146611,5.303296703,91.0,57.4403470716,30.0,61.9347394024,1.5625,32.0,50.0,2.74034682081,346.0,948.16,1.99071428571,56.0,111.48,208.09
300,0,3.913191489,11.2904,375.0,57.5704989154,0.0,66.5425987842,2.12,34.0,72.08,6.07017699115,452.0,2743.72,0.851379310345,58.0,49.38,218.47
301,0,3.525972973,12.63913846,325.0,57.6138828633,0.0,72.6685310387,1.45714285714,7.0,10.2,9.65114173228,254.0,2451.39,1.53428571429,14.0,21.48,302.73
306,0,4.193414634,6.319230769,52.0,57.830802603,0.0,44.4202036199,0.51875,16.0,8.3,3.36366336634,101.0,339.73,0.189090909091,33.0,6.24,169.49
307,0,3.414164524,5.874918033,61.0,57.874186551,0.0,73.662428035,1.00666666667,3.0,3.02,5.06735294118,102.0,516.87,0.787058823529,17.0,13.38,235.75
322,0,4.126658291,6.791753846,325.0,58.5249457701,9.0,72.7032561505,0.3,5.0,1.5,3.63029354207,511.0,1855.08,0.17,12.0,2.04,226.71
323,0,4.409648241,6.806887755,392.0,58.568329718,16.0,90.7843420255,1.39130434783,23.0,32.0,3.3440821256,414.0,1384.45,1.2,3.0,3.6,233.78
330,0,4.635368664,12.35007407,135.0,58.9587852495,21.0,128.443846154,1.19777777778,135.0,161.7,3.75883458647,266.0,999.85,1.70518518519,54.0,92.08,506.68
331,0,4.137073171,9.007894737,152.0,59.0021691974,0.0,99.6400895765,1.40287356322,174.0,244.1,5.07008474576,354.0,1794.81,2.04837209302,43.0,88.08,312.0
346,0,4.725627803,12.30764331,157.0,59.6529284165,27.0,122.861468189,1.23333333333,15.0,18.5,4.94966580977,389.0,1925.42,0.727317073171,41.0,29.82,405.83
347,0,4.850998336,10.71504425,113.0,59.6963123644,36.0,156.321580481,1.25714285714,7.0,8.8,3.93897610922,293.0,1154.12,0.9432,25.0,23.58,438.27
352,0,3.818089172,7.438268156,179.0,59.9132321041,6.0,93.9368251121,2.13333333333,15.0,32.0,3.98410646388,263.0,1047.82,0.257307692308,52.0,13.38,309.85
353,0,4.041637168,9.679710145,138.0,59.9566160521,28.0,107.076203966,1.925,8.0,15.4,3.45169154229,201.0,693.79,0.283636363636,11.0,3.12,325.0
354,0,3.527481273,7.299055118,127.0,60.0,55.0,111.267849462,2.34594594595,37.0,86.8,3.13978319783,369.0,1158.58,0.454285714286,77.0,34.98,313.16
355,0,3.814533528,7.887421384,159.0,60.0433839479,33.0,115.365711622,1.65636363636,55.0,91.1,3.72435233161,386.0,1437.6,0.7546875,64.0,48.3,284.28
366,0,5.96808,9.204038462,52.0,60.626029654,2.0,127.887890625,1.51739130435,23.0,34.9,6.24760683761,117.0,730.97,1.76666666667,3.0,5.3,504.68
367,0,5.427228916,8.580952381,42.0,60.7907742998,0.0,73.2735357143,0.0,0.0,0.0,13.508,25.0,337.7,0.0,0.0,0.0,303.09
368,0,4.856116505,11.94821429,56.0,60.9555189456,0.0,38.8256447689,0.95125,24.0,22.83,2.60969230769,130.0,339.26,0.368571428571,7.0,2.58,116.52
369,0,6.934266667,12.325,36.0,61.1202635914,0.0,58.6072222222,0.0,0.0,0.0,10.2545454545,33.0,338.4,0.0,0.0,0.0,251.25
372,0,6.513157895,16.56363636,11.0,94.1261261261,4.0,36.7242356378,0.62539503386,443.0,277.05,3.33178947368,285.0,949.56,1.14444444444,18.0,20.6,109.17
373,0,4.632142857,12.51818182,11.0,94.5225225225,0.0,25.3449641577,0.782933333333,150.0,117.44,2.7025462963,216.0,583.75,2.88666666667,9.0,25.98,100.84
399,1,7.132738095,4.831034483,29.0,99.6315401621,18.0,56.0557849365,2.96715536105,457.0,1355.99,3.83019709544,964.0,3692.31,3.376875,32.0,108.06,160.81
400,0,8.311111111,3.683870968,31.0,99.6683861459,22.0,35.2644573643,0.6,1.0,0.6,3.83928,125.0,479.91,4.0,1.0,4.0,108.58
401,0,6.396521739,5.757142857,14.0,99.7052321297,20.0,30.8791964286,9.6,1.0,9.6,4.1191588785,107.0,440.75,0.0,0.0,0.0,102.01
406,0,7.646808511,4.9,1.0,99.8894620486,0.0,162.546682927,0.420454545455,44.0,18.5,4.14942238267,277.0,1149.39,0.0,0.0,0.0,296.77
408,2,5.281764706,3.0,2.0,99.9631540162,11.0,55.0094172932,0.221911764706,272.0,60.36,3.54108761329,662.0,2344.2,0.0,0.0,0.0,128.41
409,3,5.806829268,7.271428571,7.0,100.0,22.0,61.7381668496,0.250139372822,287.0,71.79,2.99618103448,1160.0,3475.57,3.6,5.0,18.0,158.91
412,1,3.384763033,5.181481481,27.0,58.0364540182,38.0,50.1486748038,0.890610328638,213.0,189.7,2.42004901961,204.0,493.69,1.30290322581,62.0,80.78,115.84
413,1,4.216034483,7.281355932,59.0,58.0778790389,32.0,66.5276173605,1.27361581921,177.0,225.43,2.48177419355,248.0,615.48,1.63,66.0,107.58,216.46
426,0,3.445684755,6.85342723,213.0,74.0099009901,54.0,216.800421829,0.84498381877,309.0,261.1,1.22705761317,972.0,1192.7,0.185063291139,474.0,87.72,554.23
427,0,3.402150117,8.460283688,141.0,74.2574257426,31.0,227.10385745,0.947075812274,277.0,262.34,0.72933680104,769.0,560.86,1.80985074627,134.0,242.52,559.5
430,1,3.337994723,12.2261875,160.0,75.0,10.0,131.081585482,1.04895833333,96.0,100.7,1.88991596639,238.0,449.8,0.452359550562,89.0,40.26,410.67
431,1,3.410582278,12.08333333,108.0,75.2475247525,0.0,150.934738318,1.13764705882,85.0,96.7,2.19011857708,253.0,554.1,2.33647058824,51.0,119.16,407.25
438,0,4.061657559,9.979310345,174.0,76.9801980198,44.0,116.931922786,2.74396551724,116.0,318.3,1.41276923077,260.0,367.32,0.3945,80.0,31.56,332.15
439,0,3.902582938,7.791803279,122.0,77.2277227723,2.0,84.3415984405,1.32336448598,107.0,141.6,1.90821656051,157.0,299.59,2.35,30.0,70.5,303.13
440,0,4.260669371,11.11929577,142.0,77.4752475248,33.0,167.634695431,1.14609929078,141.0,161.6,1.08761006289,477.0,518.79,0.8116,150.0,121.74,607.7
441,0,5.056850394,9.728571429,49.0,77.7227722772,10.0,109.353816993,0.550317460317,315.0,173.35,3.75543478261,552.0,2073.0,2.6496875,64.0,169.58,523.61
448,0,3.703626374,8.027844828,116.0,79.4554455446,13.0,54.0722261641,1.12277580071,281.0,315.5,1.49756302521,595.0,891.05,0.520975609756,164.0,85.44,153.63
449,0,3.891149144,9.080444444,90.0,79.702970297,23.0,75.9581253237,1.48411320755,265.0,393.29,1.47090225564,399.0,586.89,1.66782608696,69.0,115.08,218.22
450,0,5.208460411,14.05656566,99.0,79.9504950495,11.0,129.120139635,1.07886861314,274.0,295.61,1.14496420048,419.0,479.74,0.40162601626,246.0,98.8,325.3
451,0,4.734288355,10.80534483,116.0,80.198019802,10.0,118.664019471,0.940476190476,126.0,118.5,1.57336065574,366.0,575.85,1.4347826087,115.0,165.0,308.17
470,0,3.63112069,7.984848485,66.0,84.900990099,21.0,122.535354884,1.51923076923,26.0,39.5,3.07873493976,498.0,1533.21,0.48,46.0,22.08,400.65
471,0,4.103389831,8.426573427,143.0,85.6435643564,8.0,113.101680384,2.12045454545,66.0,139.95,1.79528497409,579.0,1039.47,2.0027027027,37.0,74.1,318.67
476,3,3.84013986,7.684074074,54.0,86.8811881188,18.0,114.163199728,1.13762376238,101.0,114.9,2.53929411765,425.0,1079.2,1.00782608696,46.0,46.36,384.09
477,2,4.657133858,7.2421875,64.0,87.1287128713,26.0,139.799456152,1.44356435644,101.0,145.8,1.97568493151,438.0,865.35,2.21510204082,49.0,108.54,354.38
480,2,3.94769103,7.094210526,57.0,87.8712871287,135.0,99.0520493642,0.895081967213,61.0,54.6,2.96803278689,427.0,1267.35,0.309428571429,70.0,21.66,303.66
481,0,4.679151847,7.835616438,73.0,88.6138613861,48.0,91.6491076487,1.15547945205,73.0,84.35,2.01481967213,305.0,614.52,1.86648648649,37.0,69.06,224.85
496,0,6.23450565,10.21111111,63.0,92.3267326733,0.0,104.925196221,1.05174418605,172.0,180.9,4.49915789474,95.0,427.42,0.61375,48.0,29.46,405.76
497,0,4.458154362,12.43333333,54.0,92.5742574257,9.0,106.1984196,1.15373134328,134.0,154.6,3.57081967213,122.0,435.64,2.463,40.0,98.52,282.6
504,0,5.644012739,8.148717949,156.0,81.4134275618,29.0,115.743915212,5.79818181818,11.0,63.78,5.3172,175.0,930.51,0.0,0.0,0.0,612.25
505,0,5.820372208,9.374278215,381.0,81.4487632509,2.0,76.989250457,5.615,2.0,11.23,7.37818965517,232.0,1711.74,1.2,11.0,13.2,301.5
508,0,5.418477366,8.985714286,238.0,81.554770318,0.0,162.577033037,0.833187772926,229.0,190.8,1.29721649485,291.0,377.49,0.536842105263,38.0,20.4,349.12
509,0,6.161521438,6.375961538,104.0,81.5901060071,0.0,173.922360326,1.19267241379,232.0,276.7,2.31782152231,381.0,883.09,1.47512195122,41.0,60.48,502.93
510,1,4.355483871,10.18632479,117.0,81.6607773852,0.0,98.8629308452,1.05196078431,102.0,107.3,5.17060085837,233.0,1204.75,0.656923076923,117.0,76.86,333.46
511,0,6.178333333,9.787205882,68.0,81.6961130742,0.0,206.554473988,1.39677419355,62.0,86.6,3.42246666667,150.0,513.37,2.86301886792,53.0,151.74,508.02
522,2,4.169566855,5.998148148,54.0,82.0494699647,7.0,105.892516811,0.716626506024,83.0,59.48,3.47627192982,228.0,792.59,0.602950819672,61.0,36.78,306.13
523,2,4.597099768,7.288513514,74.0,82.0848056537,4.0,107.060424063,0.922727272727,88.0,81.2,4.30585657371,251.0,1080.77,2.83846153846,26.0,73.8,305.99
524,0,6.138457944,9.111607143,224.0,82.1201413428,16.0,121.353173996,1.12624113475,141.0,158.8,3.61274725275,91.0,328.76,0.666101694915,59.0,39.3,307.08
525,0,5.416308068,9.752352941,170.0,82.1554770318,0.0,92.6910413695,0.814285714286,98.0,79.8,4.65925925926,81.0,377.4,2.69414634146,41.0,110.46,320.29
528,1,4.364323232,8.998139535,301.0,82.2614840989,5.0,107.979770609,1.21594202899,138.0,167.8,2.30406593407,182.0,419.34,0.602459016393,122.0,73.5,307.41
529,1,5.268617886,8.421404682,299.0,82.296819788,0.0,113.404921071,1.03070866142,127.0,130.9,3.63754966887,151.0,549.27,2.45454545455,77.0,189.0,272.06
532,0,5.300619266,10.08406593,182.0,82.4381625442,3.0,99.4504602109,0.894444444444,108.0,96.6,2.20948275862,116.0,256.3,0.585483870968,62.0,36.3,305.12
533,0,4.886218236,9.881182796,186.0,82.4734982332,0.0,106.666764009,0.96862745098,102.0,98.8,2.25976,125.0,282.47,3.6,19.0,68.4,415.4
534,1,3.976423267,10.09909091,99.0,82.5088339223,7.0,78.344593453,0.810227272727,264.0,213.9,1.99725409836,244.0,487.33,0.203023255814,258.0,52.38,220.64
535,2,4.217683284,10.71086957,92.0,82.5441696113,0.0,76.026048615,1.08416342412,257.0,278.63,2.06751269036,197.0,407.3,1.96390243902,82.0,161.04,230.81
536,0,4.973201531,14.02333333,60.0,82.5795053004,7.0,106.068208745,1.3864,125.0,173.3,3.45695402299,174.0,601.51,0.373333333333,72.0,26.88,268.13
