id,lib_time
895,4
896,26
897,44
898,28
899,103
900,106
901,199
902,50
903,113
908,141
909,212
914,194
915,593
916,140
917,181
922,83
923,126
924,133
925,180
928,34
929,179
932,43
933,388
934,198
935,351
936,21
937,68
938,16
939,12
940,172
941,225
942,58
943,375
944,55
945,480
946,10
948,169
949,716
950,29
951,711
952,25
953,49
954,51
955,558
956,48
957,30
958,91
959,136
960,27
961,41
966,125
967,721
970,65
971,162
974,226
975,670
978,160
979,63
980,104
981,218
982,27
983,75
984,131
985,141
988,279
989,263
990,106
991,112
992,69
993,126
994,54
995,164
996,74
997,226
998,50
999,101
1000,83
1001,142
1002,217
1003,288
1006,21
1007,58
1008,7
1009,52
1010,52
1011,133
1012,118
1013,280
1016,120
1017,97
1020,28
1021,80
1022,28
1023,134
1024,237
1025,306
1026,476
1027,331
1030,371
1036,11
1037,135
1038,66
1039,496
1041,3
1044,9
1045,46
1046,1
1047,42
1048,5
1049,59
1050,94
1051,77
1052,11
1053,8
1054,5
1055,9
1058,42
1059,316
1060,15
1061,205
1062,1
1063,7
1064,2
1066,116
1067,165
1068,178
1069,167
1070,31
1071,65
1074,36
1075,13
1078,5
1079,59
1080,107
1081,212
1082,3
1083,64
1084,121
1085,270
1088,22
1089,15
1092,228
1093,675
1096,11
1098,8
1099,66
1102,17
1103,24
1108,1
1109,30
1110,81
1111,140
1118,18
1119,60
1120,79
1121,362
1124,96
1125,69
1128,101
1129,128
1130,31
1131,258
1132,65
1133,92
1134,72
1135,363
1136,2
1137,11
1138,26
1139,157
1140,108
1141,470
1142,86
1143,575
1144,274
1145,629
1150,145
1151,41
1152,224
1153,916
1154,23
1156,178
1157,820
1166,533
1167,1212
1168,98
1169,26
1170,6
1172,223
1173,44
1174,11
1175,25
1177,2
1182,308
1183,1059
1184,370
1185,384
1186,10
1187,328
1192,195
1193,225
1196,230
1197,264
1198,325
1199,935
1200,35
1201,85
1202,180
1203,148
1204,431
1205,842
1206,248
1207,472
1208,346
1209,678
1211,17
1212,43
1213,198
1214,245
1215,189
1216,300
1217,471
1218,17
1219,153
1220,64
1221,122
1222,3
1223,43
1224,74
1225,94
1226,326
1227,157
1228,1
1229,6
1233,29
1236,77
1237,130
1240,122
1241,272
1242,107
1243,97
1246,121
1247,35
1248,332
1249,239
1252,109
1253,35
1254,45
1255,30
1256,284
1257,535
1258,133
1259,225
1260,243
1261,546
1264,103
1265,296
1266,83
1267,467
1268,136
1269,251
1271,8
1272,42
1273,77
1278,140
1279,116
1282,114
1283,67
1284,69
1285,52
1286,35
1287,24
1288,133
1289,244
1290,198
1291,244
1294,32
1295,36
1296,7
1297,20
1300,22
1301,44
1303,9
1304,51
1305,38
1306,2
1307,33
1308,42
1309,67
1312,67
1313,2
1318,237
1319,573
1320,117
1321,159
1324,78
1325,12
1326,70
1327,38
1328,229
1329,343
1330,27
1331,1
1332,17
1333,5
1334,312
1335,393
1338,374
1339,582
1342,12
1343,30
1348,11
1349,2
1350,267
1351,504
1352,151
1353,187
1354,245
1355,368
1358,94
1359,56
1360,31
1361,37
1365,36
1366,5
1367,150
1372,108
1373,46
1378,162
1379,200
1382,221
1383,271
1384,55
1385,46
1386,107
1387,132
1392,37
1393,53
1397,46
1406,73
1407,34
1409,8
1410,11
1411,14
1414,19
1415,48
1416,74
1417,189
1426,147
1427,56
1430,259
1431,310
1434,173
1435,366
1438,145
1439,455
1440,196
1441,171
1448,183
1449,120
1452,70
1453,84
1454,26
1455,9
1460,341
1461,132
1464,50
1465,4
1470,215
1471,26
1474,9
1476,38
1477,51
1478,25
1479,64
1480,205
1481,347
1486,130
1487,237
1488,220
1489,468
1494,141
1495,236
1498,65
1499,46
1500,131
1501,134
1502,306
1503,246
1504,264
1505,217
1506,95
1507,36
1512,20
1513,150
1514,182
1515,940
1518,31
1519,81
1520,210
1521,209
1522,84
1523,192
1524,30
1525,127
1528,76
1529,242
1530,53
1531,173
1532,180
1533,394
1534,160
1535,133
1536,5
1537,119
1538,109
1539,26
1540,29
1541,58
1542,9
1543,207
1548,173
1549,215
1550,321
1551,286
1552,488
1553,504
1554,230
1555,571
1556,97
1557,57
1562,69
1563,131
1564,79
1565,541
1568,71
1569,261
1570,14
1571,55
1576,156
1577,333
1580,117
1581,89
1582,8
1583,6
1584,69
1585,235
1590,30
1591,508
1592,49
1593,116
1594,21
1595,161
1598,51
1599,116
1602,67
1603,193
1604,23
1605,77
1610,58
1611,45
1612,257
1613,860
1614,28
1615,70
1620,117
1621,149
1622,72
1623,146
1626,51
1627,45
1628,23
1629,124
1630,1
1631,19
1632,49
1633,76
1634,176
1635,461
1640,162
1641,28
1642,5
1643,31
1648,4
1649,53
1650,30
1651,280
1652,13
1653,94
1654,143
1655,438
1656,11
1657,75
1660,105
1661,331
1663,311
1664,66
1665,142
1666,359
1667,545
1670,1
1671,84
1672,9
1673,161
1674,73
1675,162
1676,7
1677,28
1678,33
1679,26
1680,6
1682,7
1683,13
1686,51
1687,17
1688,2
1689,12
1694,267
1695,491
1696,66
1697,195
1698,148
1699,297
1712,159
1713,196
1714,1
1716,6
1717,7
1720,154
1721,53
1722,14
1723,16
1724,59
1725,158
1730,130
1731,187
1732,97
1733,230
1734,70
1735,204
1742,108
1743,245
1744,64
1745,103
1746,202
1747,406
1748,280
1749,319
1750,128
1751,281
1752,104
1753,328
1754,159
1755,356
1756,8
1757,36
1758,155
1759,236
1760,134
1761,97
1770,87
1771,7
1780,102
1781,361
1782,30
1783,85
1788,4
1790,107
1791,36
1792,19
1793,117
1794,15
1795,2
1798,79
1799,23
1800,10
1801,4
1802,41
1803,19
1804,59
1805,23
1806,103
1807,111
1812,1
1813,4
1822,64
1823,77
1824,179
1825,327
1828,176
1829,214
1832,172
1833,332
1834,80
1835,34
1836,6
1837,3
1840,91
1841,76
1842,155
1843,79
1844,234
1845,63
1848,58
1849,74
1850,2
1851,2
1856,35
1857,22
1862,112
1863,41
1866,11
1867,161
1868,217
1869,415
1870,10
1871,158
1874,6
1876,206
1877,403
1878,177
1879,149
1880,160
1881,71
1884,39
1885,40
1886,68
1887,75
1888,109
1889,379
1890,107
1891,169
1892,16
1893,45
1900,103
1901,49
1902,14
1903,13
1904,36
1905,52
1906,5
1907,47
1910,11
1911,210
1914,91
1915,208
1918,16
1919,82
1924,18
1925,174
1926,114
1927,375
1928,57
1929,137
1932,154
1933,218
1938,84
1939,97
1942,67
1943,120
1944,6
1946,242
1947,285
1948,73
1949,315
1950,160
1951,142
1954,82
1955,127
1956,267
1957,526
1964,24
1965,107
1966,81
1967,294
1968,84
1969,380
1970,324
1971,580
1972,196
1973,455
1974,17
1975,42
1980,12
1981,24
1982,103
1983,76
1984,120
1985,252
1986,6
1987,4
1990,184
1991,458
1994,154
1995,502
1996,84
1997,176
1998,190
1999,156
2002,107
2003,158
2004,36
2005,317
2006,27
2007,66
2014,206
2015,305
2018,40
2019,71
2024,10
2025,90
2026,66
2027,475
2030,334
2031,213
2032,289
2033,535
2034,76
2035,37
2036,453
2037,162
2038,137
2039,25
2044,2
2045,13
2048,82
2049,24
2052,5
2053,16
2056,61
2057,114
2060,153
2061,334
2062,106
2063,364
2064,261
2065,424
2066,316
2067,672
2068,43
2069,60
2070,98
2071,144
2072,216
2073,573
2076,84
2077,27
2078,35
2079,271
2088,195
2089,370
2090,52
2091,31
2092,14
2093,26
2094,22
2095,20
2096,17
2100,1
2101,5
2102,167
2103,88
2110,284
2111,8
2112,10
2113,14
2122,23
2123,66
2124,3
2125,10
2126,129
2127,125
2128,60
2129,94
2130,49
2131,141
2132,40
2133,57
2134,303
2135,340
2138,5
2139,18
2142,95
2143,114
2144,117
2145,90
2148,167
2149,426
2156,18
2157,167
2162,119
2163,22
2164,3
2165,31
2168,293
2169,193
2170,4
2171,31
2178,72
2179,29
2180,122
2181,10
2184,12
2185,59
2190,2
2192,58
2193,182
2196,30
2197,210
2198,6
2199,37
2206,7
2207,84
2208,61
2209,101
2214,200
2215,340
2218,123
2219,187
2222,5
2224,7
2225,53
2228,83
2229,100
2230,45
2231,112
2232,205
2233,329
2234,61
2235,248
2236,11
2237,74
2244,404
2245,598
2246,4
2247,84
2248,34
2249,72
2250,16
2251,37
2252,18
2253,131
2256,135
2257,354
2264,15
2265,10
2266,114
2267,103
2268,10
2269,37
2270,110
2271,323
2272,13
2273,18
2274,1
2275,2
2278,79
2279,126
2280,54
2281,269
2284,23
2285,78
2292,33
2293,61
2294,50
2295,69
2296,43
2297,171
2298,58
2299,124
2302,8
2303,28
2304,44
2305,51
2306,14
2307,13
2308,190
2309,39
2310,23
2311,5
2314,208
2315,430
2316,16
2317,1
2318,105
2319,156
2320,19
2321,41
2322,34
2323,37
2332,24
2333,172
2334,103
2335,100
2340,44
2341,101
2348,242
2349,638
2350,58
2351,36
2354,31
2355,70
2356,100
2357,214
2358,88
2359,156
2362,10
2363,181
2364,123
2365,507
2366,360
2367,85
2368,14
2369,55
2370,88
2371,151
2372,258
2373,602
2374,211
2375,405
2380,13
2381,64
2382,3
2383,76
2384,333
2385,517
2388,23
2389,16
2390,58
2391,177
2392,57
2393,48
2396,10
2397,3
2400,47
2401,113
2402,105
2403,357
2408,15
2409,109
2410,121
2416,33
2417,51
2418,19
2422,291
2423,348
2424,74
2425,31
2428,29
2429,112
2430,182
2431,88
2432,166
2433,89
2434,37
2435,196
2438,61
2439,45
2440,129
2441,173
2442,147
2443,159
2444,88
2445,190
2448,4
2449,81
2452,119
2453,522
2454,50
2455,90
2456,68
2457,143
2458,52
2459,125
2460,152
2461,249
2462,218
2463,491
2464,39
2465,248
2466,32
2467,200
2468,30
2469,179
2472,1
2473,8
2474,116
2475,5
2476,21
2478,106
2479,208
2480,19
2481,61
2482,107
2483,108
2484,152
2485,293
2486,222
2487,305
2490,18
2491,10
2492,5
2493,54
2494,50
2495,71
2498,219
2499,301
2500,94
2501,411
2504,22
2505,35
2508,482
2509,671
2510,1
2511,58
2516,180
2517,151
2518,60
2519,20
2520,130
2521,457
2522,56
2523,533
2524,78
2525,60
2530,197
2531,227
2532,26
2533,51
2538,66
2539,25
2540,25
2541,13
2542,68
2543,93
2550,58
2551,433
2552,181
2553,192
2556,182
2557,94
2558,177
2559,14
2562,61
2563,207
2570,54
2571,381
2572,42
2573,54
2576,4
2577,12
2578,138
2579,144
2580,19
2581,2
2582,65
2583,50
2584,2
2586,398
2587,516
2594,57
2595,36
2598,33
2599,17
2604,49
2605,18
2606,50
2607,64
2612,15
2613,363
2614,98
2615,20
2616,4
2617,10
2622,276
2623,444
2626,134
2627,135
2628,162
2629,223
2630,258
2631,252
2632,34
2633,74
2636,175
2637,306
2638,158
2639,104
2644,372
2645,394
2648,323
2649,327
2654,12
2655,107
2656,4
2657,35
2658,49
2659,102
2660,8
2661,134
2662,157
2663,291
2664,21
2665,179
2666,73
2667,93
2668,233
2669,414
2672,84
2673,32
2674,127
2675,19
2676,183
2677,167
2678,45
2679,54
2680,45
2681,40
2682,191
2683,373
2688,53
2689,55
2690,93
2691,56
2692,135
2693,397
2694,54
2695,103
2696,43
2697,22
2700,14
2701,53
2704,66
2705,168
2706,87
2707,147
2708,200
2709,155
2710,69
2711,35
2712,77
2713,94
2718,26
2720,480
2721,144
2722,188
2723,134
2728,125
2729,238
2730,16
2731,61
2732,32
2733,65
2734,23
2735,62
2738,120
2739,177
2740,51
2741,57
2742,109
2743,100
2746,30
2747,27
2748,62
2749,59
2756,65
2758,129
2759,6
2760,49
2764,14
2765,2
2766,84
2767,4
2774,66
2775,12
2776,2
2777,4
2780,74
2782,95
2783,2
2788,20
2789,1
2790,58
2802,1
2806,12
2807,1
2810,266
2812,49
2813,6
2814,8
2815,8
2816,62
2817,4
2818,112
2819,21
2824,623
2826,208
2827,10
2828,56
2832,158
2834,86
2835,2
2836,142
2838,30
2846,275
2854,150
2855,16
2856,236
2858,33
2859,2
2860,66
2862,10
2863,2
2864,190
2866,95
2867,6
2868,301
2869,6
2870,128
2871,6
2872,70
2874,128
2875,286
2876,33
2878,32
2879,23
2880,65
2881,4
2882,216
2883,15
2884,53
2888,66
2889,8
2894,158
2895,24
2896,33
2897,2
2898,47
2902,108
2904,51
2905,8
2906,343
2907,2
2908,40
2909,3
2910,70
2911,6
2912,55
2913,26
2914,181
2916,99
2917,2
2920,41
2922,106
2924,7
2925,1
2926,23
2928,30
2930,175
2931,36
2932,126
2933,23
2934,130
2935,6
2938,250
2939,3
2944,140
2946,184
2947,198
2948,111
2952,6
2954,14
2956,14
2957,2
2958,376
2959,5
2960,356
2961,7
2962,199
2963,3
2968,10
2969,4
2970,108
2972,24
2973,2
2974,59
2976,190
2977,46
2978,316
2980,187
2982,30
2983,3
2984,99
2990,412
2991,2
2992,542
2994,54
2995,17
2996,531
2997,2
2998,401
2999,16
3002,186
3003,5
3004,187
3012,46
3013,2
3014,173
3015,18
3016,111
3017,12
3018,142
3019,2
3020,8
3024,9
3025,44
3026,20
3027,46
3028,190
3032,137
3033,2
3034,46
3035,8
3038,18
3040,313
3042,301
3043,6
3046,221
3047,9
3048,33
3049,2
3056,169
3057,44
3062,13
3063,42
3070,66
3071,2
3076,6
3078,127
3079,19
3080,3
3084,18
3085,4
3086,48
3087,16
3090,153
3091,10
3092,78
3093,4
3094,110
3096,49
3097,4
3100,70
3101,4
3104,301
3105,27
3110,4
3111,3
3112,67
3113,5
3114,9
3115,6
3116,24
3117,5
3118,29
3119,13
3120,64
3121,27
3122,10
3123,2
3124,193
3125,6
3126,68
3130,98
3132,64
3133,3
3144,95
3145,5
3146,79
3147,79
3148,606
3149,51
3150,601
3151,19
3152,290
3156,400
3157,6
3158,2
3159,1
3160,55
3161,2
3162,145
3163,51
3164,62
3165,4
3166,197
3167,1
3168,281
3169,2
3170,63
3178,111
3179,4
3180,138
3181,8
3182,227
3183,8
3186,197
3188,21
3189,11
3190,108
3191,5
3194,69
3195,8
3196,196
3198,90
3199,77
3200,6
3204,201
3205,10
3206,95
3210,186
3211,5
3212,41
3214,14
3216,288
3217,2
3218,10
3220,221
3221,6
3222,13
3226,79
3227,2
3228,41
3230,171
3232,242
3233,6
3236,7
3238,196
3240,109
3241,10
3244,159
3245,23
3246,54
3248,73
3249,2
3250,417
3251,24
3252,208
3253,11
3254,215
3256,123
3258,80
3259,2
3260,143
3261,8
3264,90
3266,222
3267,10
3270,24
3272,103
3273,71
3274,122
3275,16
3276,125
3277,12
3284,139
3285,2
3286,39
3287,2
3288,333
3289,390
3290,25
3292,294
3293,4
3294,74
3295,18
3296,10
3298,230
3299,17
3300,89
3301,9
3302,195
3303,75
3304,267
3308,3
3310,43
3312,92
3313,4
3316,18
3318,44
3322,337
3323,16
3324,330
3325,1
3326,64
3327,4
3328,94
3329,4
3330,32
3331,2
3332,303
3333,14
3340,265
3341,108
3344,52
3345,14
3346,42
3347,2
3348,164
3349,2
3350,284
3352,435
3353,4
3358,105
3359,8
3362,75
3363,5
3364,416
3365,9
3372,235
3373,38
3374,20
3376,169
3377,15
3378,32
3380,197
3382,175
3383,4
3384,191
3385,11
3386,88
3387,12
3388,149
3390,228
3391,20
3392,296
3393,8
3394,58
3396,461
3397,9
3400,140
3402,112
3403,2
3404,640
3405,1092
3406,249
3407,8
3408,173
3409,44
3410,194
3411,5
3412,46
3416,209
3417,17
3418,71
3420,126
3421,167
3424,405
3425,44
3426,80
3430,75
3436,356
3437,6
3440,243
3441,53
3442,92
3443,10
3444,418
3445,34
3446,94
3447,70
3448,280
3450,281
3456,400
3457,48
3458,47
3460,36
3461,5
3462,48
3464,90
3468,78
3470,32
3472,6
3473,7
3474,34
3482,239
3486,44
3488,110
3489,2
3490,50
3491,6
3492,145
3493,108
3496,108
3497,12
3500,185
3501,13
3506,91
3507,37
3510,31
3512,29
3516,139
3517,2
3518,119
3519,6
3520,67
3521,2
3522,60
3524,112
3525,16
3530,95
3531,2
3532,67
3533,27
3534,88
3535,12
3538,365
3539,4
3540,47
3542,39
3543,1
3546,135
3547,8
3556,116
3557,1
3560,130
3561,2
3564,105
3566,118
3568,123
3569,26
3572,115
3573,4
3576,353
3578,411
3579,25
3580,170
3581,3
3582,423
3583,4
3584,273
3585,2
3588,32
3590,16
3594,8
3600,105
3601,6
3602,41
3603,12
3604,566
3605,13
3608,28
3614,305
3615,14
3620,56
3624,41
3626,281
3627,32
3628,25
3629,11
3632,169
3633,2
3636,58
3638,158
3640,116
3642,104
3644,49
3646,135
3647,9
3648,161
3649,10
3650,12
3651,6
3652,28
3656,46
3658,314
3660,113
3664,82
3665,3
3666,24
3668,71
3669,2
3670,127
3674,111
3682,520
3683,32
3684,293
3685,2
3686,8
3690,217
3691,2
3692,200
3693,4
3694,220
3695,4
3696,103
3697,12
3698,166
3699,11
3700,99
3701,2
3702,38
3704,99
3705,2
3706,79
3707,4
3708,218
3709,6
3710,87
3711,2
3712,103
3714,29
3715,12
3716,16
3718,57
3719,2
3724,65
3726,150
3727,3
3728,26
3729,14
3732,157
3733,4
3738,70
3742,24
3744,44
3745,2
3750,11
3754,427
3755,24
3756,113
3760,49
3762,10
3764,300
3765,5
3766,95
3768,131
3772,216
3773,43
3774,676
3775,392
3776,123
3777,30
3778,3
3779,2
3780,9
3782,38
3783,4
3784,21
3785,3
3786,125
3787,14
3790,8
3796,53
3797,11
3800,17
3802,62
3803,3
3804,37
3808,82
3809,2
3812,5
3813,4
3816,102
3817,10
3818,279
3819,2
3822,150
3823,4
3824,26
3825,2
3826,282
3827,2
3828,161
3829,6
3830,449
3831,10
3832,131
3834,22
3835,2
3838,84
3839,19
3844,70
3846,33
3850,188
3851,15
3852,83
3858,23
3859,2
3860,108
3862,71
3863,4
3870,256
3871,6
3872,31
3874,85
3875,2
3876,162
3878,127
3882,15
3892,9
3896,201
3897,14
3902,1
3904,155
3905,26
3910,213
3911,28
3912,80
3913,294
3914,43
3916,9
3917,4
3918,29
3920,142
3921,8
3922,8
3930,81
3944,97
3945,4
3946,6
3948,45
3949,2
3950,92
3951,6
3954,52
3958,228
3959,14
3960,72
3961,6
3962,98
3964,120
3965,120
3968,12
3969,2
3972,202
3973,22
3978,24
3979,87
3980,151
3981,10
3982,217
3983,612
3984,48
3985,2
3986,34
3988,22
3990,72
3992,50
3998,8
3999,10
4002,158
4003,13
4004,159
4005,17
4008,19
4009,5
4014,10
4020,63
4021,2
4022,198
4023,15
4024,219
4025,6
4028,34
4030,31
4031,9
4032,96
4034,60
4036,48
4037,14
4040,18
4041,2
4042,159
4043,4
4046,96
4047,4
4050,74
4051,20
4052,10
4068,37
4069,4
4070,1
4071,2
4072,25
4074,472
4075,6
4078,111
4079,2
4082,117
4083,12
4084,64
4090,99
4091,8
4093,8
4106,181
4107,7
4112,65
4113,8
4116,71
4117,17
4122,36
4123,9
4126,10
4132,73
4133,2
4136,104
4140,178
4141,5
4142,170
4143,15
4144,162
4145,2
4154,122
4155,346
4160,70
4162,190
4163,12
4164,442
4165,6
4166,136
4172,14
4173,2
4176,2
4178,38
4182,244
4183,2
4186,274
4188,26
4190,304
4192,73
4194,111
4196,196
4198,269
4202,115
4210,187
4211,5
4214,145
4215,35
4216,72
4230,291
4232,100
4233,9
4236,105
4237,18
4238,147
4242,181
4244,288
4245,18
4246,309
4247,22
4248,59
4249,4
4250,148
4251,7
4254,70
4255,2
4256,2
4258,71
4262,67
4264,120
4265,497
4266,50
4267,1
4268,161
4274,15
4282,155
4286,73
4290,9
4292,44
4294,129
4298,145
4299,2
4306,162
4308,118
4314,433
4315,22
4320,119
4322,353
4323,2
4324,5
4326,31
4332,13
4333,5
4336,25
4344,150
4345,2
4348,180
4350,15
4351,2
4354,76
4356,17
4362,101
4363,4
4364,609
4365,1
4366,106
4367,13
4370,157
4371,428
4372,241
4373,20
4374,40
4375,8
4376,54
4377,12
4380,397
4382,132
4386,100
4387,3
4388,102
4390,4
4394,75
4396,42
4397,2
4398,61
4400,35
4401,2
4402,21
4404,69
4405,31
4410,286
4411,6
4416,207
4418,243
4419,366
4420,138
4421,7
4422,289
4423,16
4424,67
4425,4
4426,374
4427,501
4428,112
4429,9
4432,146
4434,174
4436,123
4437,7
4442,138
4448,70
4449,2
4452,162
4453,2
4454,324
4455,16
4456,205
4457,6
4458,398
4459,14
4460,17
4462,61
4464,206
4465,8
4472,68
4473,4
4476,399
4477,22
4478,259
4479,8
4480,260
4481,13
4482,333
4483,19
4484,127
4485,132
4488,29
4489,7
4494,277
4495,50
4496,329
4497,36
4498,52
4499,12
4500,234
4501,111
4502,63
4503,61
4504,178
4505,18
4506,39
4507,19
4510,61
4511,22
4512,26
4513,14
4514,62
4515,22
4516,247
4517,81
4524,140
4525,81
4528,69
4529,21
4530,135
4531,50
4532,51
4533,31
4536,30
4537,4
4538,178
4539,18
4540,251
4541,59
4542,122
4543,38
4544,108
4545,4
4546,418
4547,30
4548,268
4549,32
4550,61
4552,125
4556,75
4557,4
4558,97
4560,105
4564,40
4565,10
4566,125
4567,5
4568,264
4569,87
4570,358
4571,7
4572,2
4576,335
4578,14
4584,39
4586,3
4590,112
4592,39
4594,58
4596,46
4597,26
4602,137
4604,129
4606,200
4607,6
4608,2
4610,145
4611,2
4612,7
4614,71
4616,49
4618,305
4619,2
4620,4
4622,889
4623,4
4626,80
4628,79
4634,28
4635,6
4636,118
4637,7
4644,11
4647,4
4648,35
4654,72
4655,127
4656,73
4658,23
4659,2
4662,191
4663,17
4664,202
4665,210
4666,7
4667,4
4668,117
4670,252
4671,23
4674,166
4675,14
4676,167
4677,6
4678,86
4679,4
4680,73
4682,5
4688,267
4689,12
4690,126
4692,77
4693,10
4694,18
4695,24
4696,636
4697,45
4698,24
4699,4
4700,149
4701,2
4702,40
4704,144
4705,262
4708,198
4709,46
4710,97
4711,12
4712,28
4714,8
4718,16
4719,3
4724,236
4725,433
4730,428
4731,27
4732,111
4733,11
4734,102
4742,214
4743,14
4746,74
4747,2
4748,90
4750,155
4752,4
4758,20
4760,86
4764,146
4766,96
4770,204
4771,10
4774,127
4775,2
4776,50
4777,2
4778,172
4779,6
4780,263
4781,9
4784,16
4788,70
4792,66
4794,39
4796,22
4798,190
4799,2
4800,76
4802,7
4804,89
4805,9
4808,41
4809,73
4812,29
4814,26
4815,2
4818,53
4822,193
4823,2
4826,110
4828,37
4830,142
4831,35
4836,105
4837,6
4838,216
4839,6
4840,11
4844,55
4846,44
4848,307
4849,12
4850,327
4851,69
4858,58
4860,51
4861,8
4862,81
4864,190
4865,2
4866,505
4867,24
4868,121
4872,14
4876,121
4877,2
4878,171
4879,2
4880,39
4881,12
4882,314
4883,14
4888,246
4889,23
4892,478
4893,11
4894,268
4898,155
4900,275
4908,353
4909,12
4910,364
4911,3
4912,380
4913,10
4916,61
4918,42
4922,403
4923,4
4924,24
4926,97
4928,200
4934,96
4936,297
4937,4
4938,122
4939,4
4940,46
4942,141
4943,4
4944,140
4946,162
4948,95
4949,45
4954,9
4956,1
4957,1
4958,459
4959,20
4960,155
4961,14
4966,94
4967,53
4968,283
4969,20
4970,37
4971,4
4972,325
4973,39
4976,70
4977,9
4978,199
4979,7
4984,192
4985,10
4988,3
4989,3
4990,143
4991,43
4996,146
4997,6
4998,265
4999,2
5000,254
5001,21
5002,470
5003,4
5004,114
5005,6
5006,84
5008,14
5010,66
5012,31
5014,17
5016,45
5020,2
5022,85
5023,7
5024,145
5026,16
5028,30
5030,155
5031,16
5032,249
5034,150
5035,17
5038,350
5040,319
5041,22
5044,27
5045,2
5048,182
5049,48
5056,221
5064,99
5065,5
5066,649
5067,19
5068,230
5069,15
5072,63
5076,204
5077,43
5078,211
5079,6
5080,171
5081,9
5082,46
5083,2
5086,7
5087,2
5090,88
5091,6
5094,22
5096,35
5097,8
